CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ	id	max_chemdir	max_comparison	sign_chemdir	CLUSTERID1_chemdir	CLUSTERID2_chemdir
75	448	17	0.8258	-58.042	239	0.16313789639558993	Pre-HV:Post-HV	1.0	448	75
75	569	17	0.8361	-0.000	240	0.17205495762906023	Pre-HV:Post-HV	-1.0	75	569
77	335	5	0.6525	-259.944	241	0.07406746904382593	Pre-HV:Post-HV	-1.0	77	335
77	514	5	0.7154	-390.445	242	0.03022026481837105	Pre-HV:Post-HV	-1.0	77	514
77	649	5	0.6535	14.437	243	0.1992722402253996	Pre-HV:Post-HV	1.0	649	77
78	421	19	0.7925	-0.000	244	0.015279483467698403	Pre-HV:Post-HV	-1.0	78	421
78	423	19	0.853	0.000	245	0.5978547721622276	Pre-HV:Post-HV	1.0	423	78
78	424	19	0.853	-0.000	246	0.10490057106622946	Pre-HV:Post-HV	-1.0	78	424
78	665	19	0.8661	-0.000	247	0.26433946686611504	Pre-HV:Post-HV	-1.0	78	665
78	666	19	0.8661	-0.000	248	0.02924596257418557	Pre-HV:Post-HV	1.0	666	78
78	701	19	0.8065	-0.000	249	0.2924135234473583	Pre-HV:Post-HV	-1.0	78	701
79	572	2	0.9107	-0.000	250	0.7815538860442535	Pre-HV:Post-HV	-1.0	79	572
79	573	2	0.8817	-0.000	251	0.13543716473467282	Pre-HV:Post-HV	1.0	573	79
80	111	68	0.7338	-64.043	252	0.012836549245339298	Pre-HV:Post-HV	-1.0	80	111
81	243	38	0.9581	28.978	253	0.25966226330085407	Pre-HV:Post-HV	-1.0	81	243
83	427	19	0.8077	15.995	254	0.8932494724746589	Pre-HV:Post-HV	-1.0	83	427
83	429	19	0.8041	-0.000	255	0.3696257067529556	Pre-HV:Post-HV	-1.0	83	429
83	432	19	0.8704	-0.000	256	0.10092881444346749	Pre-HV:Post-HV	1.0	432	83
83	433	19	0.8248	-0.000	257	0.09911341239302598	Pre-HV:Post-HV	-1.0	83	433
83	595	19	0.8414	0.000	258	0.6831295616428219	Pre-HV:Post-HV	-1.0	83	595
83	773	19	0.8576	-0.000	259	0.5108162806392686	Pre-HV:Post-HV	-1.0	83	773
86	443	17	0.8229	-0.000	260	0.005578341706136923	Pre-HV:Post-HV	-1.0	86	443
87	198	2	0.9024	-0.000	261	1.3507913883819742	Pre-HV:Post-HV	1.0	198	87
87	267	2	0.8964	-0.000	262	0.5204310068442737	Pre-HV:Post-HV	1.0	267	87
87	404	2	0.8898	74.036	263	0.49152577159937666	Pre-HV:Post-HV	1.0	404	87
87	411	2	0.9147	58.041	264	0.2021023094330476	Pre-HV:Post-HV	1.0	411	87
87	422	2	0.9191	-0.000	265	0.19340017707668672	Pre-HV:Post-HV	1.0	422	87
87	560	2	0.8898	74.036	266	0.3616019376159487	Pre-HV:Post-HV	1.0	560	87
87	764	2	0.891	-0.000	267	0.008864614339719535	Pre-HV:Post-HV	1.0	764	87
92	201	115	1.0	0.000	268	0.25434687051111277	Pre-HV:Post-HV	1.0	201	92
93	267	2	0.8784	15.995	269	0.016592857210115407	Pre-HV:Post-HV	1.0	267	93
93	446	2	0.8898	-0.001	270	0.2666833875069081	Pre-HV:Post-HV	-1.0	93	446
93	469	2	0.8819	-58.042	271	0.42652966620439275	Pre-HV:Post-HV	-1.0	93	469
93	472	2	0.8819	-58.041	272	0.3031282733933407	Pre-HV:Post-HV	-1.0	93	472
93	757	2	0.8796	-0.001	273	0.1014370625651201	Pre-HV:Post-HV	1.0	757	93
94	219	29	0.9272	-0.003	274	0.2437874439971464	Pre-HV:Post-HV	-1.0	94	219
94	229	29	0.6727	-47.981	275	0.22143281999567024	Pre-HV:Post-HV	-1.0	94	229
94	250	29	0.6693	-47.981	276	0.02582409293559124	Pre-HV:Post-HV	-1.0	94	250
94	522	29	0.6598	-61.999	277	0.3870190866519222	Pre-HV:Post-HV	1.0	522	94
94	526	29	0.9367	-14.013	278	0.2083534753062352	Pre-HV:Post-HV	-1.0	94	526
94	527	29	0.9435	-14.013	279	0.08187037822699589	Pre-HV:Post-HV	-1.0	94	527
94	531	29	0.9449	-14.011	280	0.02582409293559124	Pre-HV:Post-HV	-1.0	94	531
