CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ	id	max_chemdir	max_comparison	sign_chemdir	CLUSTERID1_chemdir	CLUSTERID2_chemdir
67	448	17	0.8542	-58.042	185	0.11736756831331172	Pre-P:Post-P	1.0	448	67
67	569	17	0.8993	-0.000	186	0.26732894399160495	Pre-P:Post-P	1.0	569	67
67	684	17	0.8265	-58.042	187	0.40423781818952775	Pre-P:Post-P	1.0	684	67
67	70	17	1.0	0.000	188	0.4281822095328541	Pre-P:Post-P	1.0	70	67
67	75	17	0.8836	0.000	189	0.09286565155157765	Pre-P:Post-P	1.0	75	67
68	276	27	0.761	0.000	190	0.17193874013693225	Pre-P:Post-P	1.0	276	68
68	430	27	0.8286	0.000	191	0.3263863408966141	Pre-P:Post-P	1.0	430	68
68	566	27	0.7685	-0.000	192	0.6136118096079807	Pre-P:Post-P	1.0	566	68
68	667	27	0.838	-0.000	193	0.23829267153219358	Pre-P:Post-P	1.0	667	68
68	669	27	0.8467	-0.000	194	0.10016796641025964	Pre-P:Post-P	1.0	669	68
68	739	27	0.8666	-0.000	195	0.32993256757725214	Pre-P:Post-P	1.0	739	68
69	287	19	0.7982	0.000	196	0.15362713187067573	Pre-P:Post-P	-1.0	69	287
69	427	19	0.8565	0.000	197	0.3909343887870049	Pre-P:Post-P	-1.0	69	427
69	428	19	0.8379	0.000	198	0.4445842774263107	Pre-P:Post-P	-1.0	69	428
69	431	19	0.8796	-0.000	199	0.3608230476118593	Pre-P:Post-P	1.0	431	69
69	565	19	0.8797	-0.000	200	0.07031590670224422	Pre-P:Post-P	1.0	565	69
69	702	19	0.8407	-0.000	201	0.28408798628218385	Pre-P:Post-P	-1.0	69	702
69	726	19	0.8797	-0.000	202	0.031312555826800696	Pre-P:Post-P	-1.0	69	726
69	775	19	0.8894	-0.000	203	0.011811731309732171	Pre-P:Post-P	-1.0	69	775
70	101	17	0.8455	-58.042	204	0.15465090913972837	Pre-P:Post-P	-1.0	70	101
70	434	17	0.8519	-0.000	205	0.28941454933278976	Pre-P:Post-P	-1.0	70	434
70	435	17	0.9222	-0.000	206	0.286356478785141	Pre-P:Post-P	-1.0	70	435
70	436	17	0.8293	-0.000	207	0.5968032246745727	Pre-P:Post-P	-1.0	70	436
