	s2_BE6_01_51119.mzXML Peak area	s97_BG2_01_51481.mzXML Peak area	s98_BG3_01_51483.mzXML Peak area	s46_BE11_01_51127.mzXML Peak area	s45_BA7_01_51160.mzXML Peak area	s50_BG5_01_51487.mzXML Peak area	s51_BD5_01_51093.mzXML Peak area	s59_BE8_01_51271.mzXML Peak area	s58_BD10_01_51248.mzXML Peak area	s66_BC11_01_51220.mzXML Peak area	s71_BC3_01_51063.mzXML Peak area	s70_BC2_01_51061.mzXML Peak area	s75_BE11_01_51277.mzXML Peak area	s76_BA12_01_51031.mzXML Peak area	s80_BC12_01_51222.mzXML Peak area	s81_BB3_01_51177.mzXML Peak area	s85_BB10_01_51052.mzXML Peak area	s5_BC6_01_51069.mzXML Peak area	s6_BD3_01_51232.mzXML Peak area	s100_rerun_BA6_01_51158.mzXML Peak area	s101_BA9_01_51025.mzXML Peak area	s88_BD7_01_51242.mzXML Peak area	s89_BD11_01_51250.mzXML Peak area	s93_BE3_01_51259.mzXML Peak area	s10_BE10_01_51275.mzXML Peak area	s11_BA10_01_51166.mzXML Peak area	s15_BA3_01_51149.mzXML Peak area	s16_BD2_01_51227.mzXML Peak area	s110_rerun_BB12_01_51140.mzXML Peak area	s111_BC11_01_51081.mzXML Peak area	s20_BD8_01_51244.mzXML Peak area	s21_BA9_01_51164.mzXML Peak area	s26_BC9_01_51076.mzXML Peak area	s25_BE7_01_51121.mzXML Peak area	s30_BB2_01_51174.mzXML Peak area	s31_BC2_01_51201.mzXML Peak area	s35_BA7_01_51021.mzXML Peak area	s36_BD4_01_51234.mzXML Peak area	s41_BD7_01_51097.mzXML Peak area	s40_BE8_01_51123.mzXML Peak area
s20_BD8_01_51244.mzXML Peak area	0.9553370742990446	3.7940773526749227	3.424338496371715	1.3522855322625793	1.4515164043857878	1.2081099250197473	1.0659952568190567	0.22589865145843055	1.5943455820431252	0.36938732823743464	0.4412273929066131	1.513978907815698	1.2561871371225108	0.9451556145461952	0.7568647051313815	1.6458825071161922	1.2686247435295366	0.7132415398438127	0.5963460358726718	2.339349982354077	1.7024026623012154	1.0611006909320013	1.110964631786533	0.39931345336716173	0.7645683990983715	1.0483179320301224	1.4126203052217312	1.7834703048333127	1.4283755757627083	2.3391479093429877	0.0	1.1108942002057713	0.9319080116693156	1.1574880749011596	1.077263847129449	1.900599520144429	1.251167301020864	1.006230327950874	0.6778419361126503	0.9942798158822274
s21_BA9_01_51164.mzXML Peak area	0.3662475766192654	4.513091491374364	3.7667516116254824	0.24630686904479027	0.3642403156482874	2.265049964318085	0.4072353589962054	1.1720698142289723	0.5835648347723418	0.7915546518790435	1.0803695045630461	2.48106686888145	0.4062145485620464	1.6791671935737027	0.5819636305263991	2.724192650969632	0.3682932223989938	0.545634445748706	1.2569135092964356	1.7347304716593668	1.259905299024989	1.9241055824607507	0.5655611529981205	0.7764772191747913	0.3891704974610716	0.33931999263850027	2.520629902401196	2.7471815668003705	1.0018257571415248	2.6567250540646037	1.1108942002057713	0.0	0.7014344485207349	0.0592101736311808	1.4891053806068784	2.923819190293651	0.14306056236963344	0.14341238733222525	1.0584133793337145	0.4836915113023368
s26_BC9_01_51076.mzXML Peak area	0.33527947066634933	3.853434369289683	3.0956929020150805	0.8247787180991106	1.023442308641144	2.10620094785225	0.991234111679167	0.9200952369421526	1.2503755233012361	0.7815398055628741	0.6413693237785177	2.439626907928743	0.5029803606010901	1.8012182834710173	0.9062645686514291	2.533868878890661	0.5726273037497228	0.74984545967426	1.3744920176403845	1.4293638495606171	0.8216706405266866	1.9655217104744038	1.1496406166371413	0.5638236535517879	0.44610892270771624	0.9460322469839839	2.195842255548868	2.7077120584706873	0.5119692897436031	1.9651538152534451	0.9319080116693156	0.7014344485207349	0.0	0.7576977811513398	1.776837792615479	2.815665862148836	0.7992691951919113	0.6402534258515917	1.2872219721547986	0.9937833652127509
s25_BE7_01_51121.mzXML Peak area	0.42282222971494254	4.571832175437966	3.820413279509182	0.21441245238909418	0.3076152340557576	2.3024918718238725	0.39007290812683293	1.2202291661815132	0.5261549435371391	0.8330988914763429	1.1361880007336693	2.5099817514770693	0.4364839771128206	1.7002980955591518	0.5996101062340946	2.7628318260203115	0.3935498694128404	0.5763723748048405	1.2809862114528838	1.7562530001817196	1.2966549053627112	1.9489878403133105	0.5440161050279947	0.8289559002951412	0.4450836883074706	0.32491855185709545	2.5675350595460795	2.7751073939733693	1.0437896607251234	2.7115399461924365	1.1574880749011596	0.0592101736311808	0.7576977811513398	0.0	1.495219023185813	2.956334389207495	0.09817630534623797	0.18475108646905977	1.0750922008597792	0.47704669647826614
s30_BB2_01_51174.mzXML Peak area	1.6037167839681783	4.749742387874344	4.492632360599861	1.698773698213535	1.6502817697772907	1.3323581290916298	1.1540458958232556	1.1799295763016937	1.6361690735032441	1.0167927179918665	1.474038583264453	1.2726701069880801	1.8431696210959747	0.5312327908605661	0.9695615634103071	1.7421250675086437	1.8200632296501642	1.1157066391233512	0.49427231461926513	3.1456871243715434	2.5632521013786547	0.7177826173459104	1.0348142632887307	1.2614580413510819	1.383665570763493	1.1931141160665144	1.8677061228166398	1.4936080016980409	2.2751924274544244	3.4163033694501417	1.077263847129449	1.4891053806068784	1.776837792615479	1.495219023185813	0.0	1.7574289419267428	1.5763687029774769	1.4201532197646123	0.49514202889427	1.074401472679549
s31_BC2_01_51201.mzXML Peak area	2.8419114107883354	4.078207222527449	4.435506096780807	3.168905487687545	3.2035196250463134	0.7186998003999013	2.7113621494887465	1.9059454357054357	3.258711884827578	2.158967001739892	2.206503490014491	0.48498809726729536	3.1412072733879266	1.410438749176283	2.4013661858107107	0.4183002262778991	3.150161252639065	2.4419292754507147	1.7007758227797898	4.198812170897597	3.5537919495502033	1.0635423622316948	2.6588929272134534	2.283338191664356	2.6323581815059436	2.7347563869550915	0.992750479034245	0.31307556780946033	3.293945432327949	3.575250707759828	1.900599520144429	2.923819190293651	2.815665862148836	2.956334389207495	1.7574289419267428	0.0	3.0506316573070023	2.818984946576025	1.9458047264999003	2.6127627891128187
s35_BA7_01_51021.mzXML Peak area	0.47040970794013937	4.630077297891771	3.8499962564471186	0.1285867675088392	0.23105826637704002	2.3963143340776	0.44752482042981123	1.3076603434333378	0.4677723504037173	0.9246030860434808	1.213612511637802	2.603513679787019	0.41945983547394017	1.793885834442012	0.6814575659643931	2.8580458907967974	0.377872596824133	0.6556177412087874	1.372461401900273	1.715329517931945	1.2852861578043009	2.0409788250259164	0.5976241960689535	0.9144082436178022	0.5247500608900557	0.3969107932408503	2.659809798116963	2.8680695470374498	1.0412818208896426	2.7426992975678686	1.251167301020864	0.14306056236963344	0.7992691951919113	0.09817630534623797	1.5763687029774769	3.0506316573070023	0.0	0.2595451820342963	1.162502207005535	0.5399981817930002
s36_BD4_01_51234.mzXML Peak area	0.3157754573460319	4.445163921142923	3.729661759611758	0.36883088968929767	0.47192184456783765	2.153691630878261	0.37744337354733226	1.0510031537925741	0.6566051365033178	0.6749954335160989	0.9685382398499093	2.380055896349077	0.4387723965168822	1.6077678883280546	0.4775355702915573	2.6170478709356164	0.4397615892615061	0.4140990562714188	1.1606990785629316	1.7779779220022303	1.2779434135110372	1.8270144826432784	0.5486767947744714	0.6634836157782825	0.28661791614994797	0.3504618543078514	2.4086925635219205	2.6459804925234804	0.9941813879555687	2.6052285626695304	1.006230327950874	0.14341238733222525	0.6402534258515917	0.18475108646905977	1.4201532197646123	2.818984946576025	0.2595451820342963	0.0	0.9699085787682584	0.4200650399320972
s41_BD7_01_51097.mzXML Peak area	1.1258593461662874	4.459655263512201	4.087359190593667	1.2876411858476933	1.2792511618235995	1.3656400562400142	0.7742581360401438	0.7718135140142093	1.3149109207696814	0.5298410371864535	1.0231152714660252	1.476700349464365	1.3799630652052877	0.7141016455098497	0.511674666495335	1.8274454495892833	1.3709923388020038	0.635053164063626	0.25555355703759314	2.6695678307145516	2.084142866720552	0.8973216622385447	0.7138831684668883	0.7796202056378108	0.9020405347240245	0.8137435543669622	1.7947318087068476	1.7318575541459076	1.7876512510467848	2.983824290050354	0.6778419361126503	1.0584133793337145	1.2872219721547986	1.0750922008597792	0.49514202889427	1.9458047264999003	1.162502207005535	0.9699085787682584	0.0	0.6808452610667751
s40_BE8_01_51123.mzXML Peak area	0.7068971719119516	4.671894768337776	4.062705119861475	0.666754215318498	0.6227718450743017	1.993421383697372	0.12149311994142394	1.0504782621366564	0.6529213190723375	0.637141871588546	1.1053517319271915	2.150803463450215	0.8542336545966634	1.365358366213218	0.24658761096966095	2.4655976913220536	0.8460668354233826	0.3565541441007095	0.917078442045658	2.1941798479532246	1.694546757786978	1.5750641140130828	0.20403134609351928	0.7734589234308107	0.5624532439816137	0.2654347811802479	2.3446357215997993	2.406829330330038	1.4015196385791886	2.929481851955415	0.9942798158822274	0.4836915113023368	0.9937833652127509	0.47704669647826614	1.074401472679549	2.6127627891128187	0.5399981817930002	0.4200650399320972	0.6808452610667751	0.0
