mtb_id	pval	padj	comparison
5	7.62939453125e-06	0.000378290812174479	pre_vs_post
6	1.1444091796875e-05	0.000400543212890625	pre_vs_post
18	7.62939453125e-06	0.000378290812174479	pre_vs_post
20	7.62939453125e-06	0.000378290812174479	pre_vs_post
72	7.62939453125e-06	0.000378290812174479	pre_vs_post
77	7.62939453125e-06	0.000378290812174479	pre_vs_post
116	7.62939453125e-06	0.000378290812174479	pre_vs_post
122	7.62939453125e-06	0.000378290812174479	pre_vs_post
129	3.814697265625e-06	0.000378290812174479	pre_vs_post
130	1.9073486328125e-05	0.000630484686957465	pre_vs_post
335	7.62939453125e-06	0.000378290812174479	pre_vs_post
336	1.1444091796875e-05	0.000400543212890625	pre_vs_post
352	0.000653585176323472	0.0185182466624984	pre_vs_post
377	0.00229967858441496	0.0594916851185609	pre_vs_post
382	0.00248663556624239	0.0616478400797592	pre_vs_post
514	1.1444091796875e-05	0.000400543212890625	pre_vs_post
515	0.000644683837890625	0.0185182466624984	pre_vs_post
630	1.1444091796875e-05	0.000400543212890625	pre_vs_post
633	0.000920809429065008	0.0249037095588036	pre_vs_post
634	3.814697265625e-06	0.000378290812174479	pre_vs_post
636	0.000253963219441523	0.00795305871408979	pre_vs_post
639	7.62939453125e-06	0.000378290812174479	pre_vs_post
649	1.1444091796875e-05	0.000400543212890625	pre_vs_post
654	7.62939453125e-06	0.000378290812174479	pre_vs_post
5	7.62939453125e-06	0.00113487243652344	pre_vs_bd
6	1.1444091796875e-05	0.00113487243652344	pre_vs_bd
18	1.1444091796875e-05	0.00113487243652344	pre_vs_bd
20	7.62939453125e-06	0.00113487243652344	pre_vs_bd
72	1.1444091796875e-05	0.00113487243652344	pre_vs_bd
77	7.62939453125e-06	0.00113487243652344	pre_vs_bd
116	1.9073486328125e-05	0.0014185905456543	pre_vs_bd
122	0.000300719385520916	0.0191023798409624	pre_vs_bd
129	1.9073486328125e-05	0.0014185905456543	pre_vs_bd
130	0.000419378902039934	0.0226845860648873	pre_vs_bd
352	0.00198762456587179	0.073683587976974	pre_vs_bd
630	0.000584658962712894	0.0267593909857055	pre_vs_bd
634	0.0010970505857231	0.0435163399003498	pre_vs_bd
636	0.000482402936961704	0.0239191456243512	pre_vs_bd
639	0.00210524537077069	0.073683587976974	pre_vs_bd
649	0.000321048400688444	0.0191023798409624	pre_vs_bd
654	0.000726513880057952	0.0308768399024629	pre_vs_bd
5	1.1444091796875e-05	0.000523787278395433	post_vs_bd
6	1.9073486328125e-05	0.000630484686957465	post_vs_bd
8	0.0101853921685914	0.0787053031209332	post_vs_bd
15	3.814697265625e-05	0.00113487243652344	post_vs_bd
18	3.814697265625e-06	0.000378290812174479	post_vs_bd
20	7.62939453125e-06	0.000453948974609375	post_vs_bd
40	0.00117111206054688	0.0122247662460595	post_vs_bd
41	0.000164031982421875	0.00314835579164567	post_vs_bd
45	0.000335693359375	0.00512147561097756	post_vs_bd
63	7.62939453125e-06	0.000453948974609375	post_vs_bd
65	0.012359619140625	0.0896826023008765	post_vs_bd
72	3.814697265625e-06	0.000378290812174479	post_vs_bd
77	3.814697265625e-06	0.000378290812174479	post_vs_bd
116	3.814697265625e-06	0.000378290812174479	post_vs_bd
122	3.814697265625e-06	0.000378290812174479	post_vs_bd
129	1.1444091796875e-05	0.000523787278395433	post_vs_bd
130	5.340576171875e-05	0.00138158383576766	post_vs_bd
170	1.9073486328125e-05	0.000630484686957465	post_vs_bd
171	0.00457763671875	0.0394738238790761	post_vs_bd
172	0.00897456988845386	0.0721603930220277	post_vs_bd
173	1.9073486328125e-05	0.000630484686957465	post_vs_bd
176	0.000164031982421875	0.00314835579164567	post_vs_bd
177	0.000644683837890625	0.00827411021090352	post_vs_bd
179	0.00306219875895581	0.0280308963319801	post_vs_bd
180	5.340576171875e-05	0.00138158383576766	post_vs_bd
181	0.000209808349609375	0.00374661045230532	post_vs_bd
183	0.000335693359375	0.00512147561097756	post_vs_bd
