mtb_id	pval	padj	comparison
114	0.679428100585938	0.942330349297512	pre_vs_post
115	0.37359619140625	0.838829184478184	pre_vs_post
116	7.62939453125e-06	0.000378290812174479	pre_vs_post
117	0.441333770751953	0.876725279884698	pre_vs_post
118	0.567760467529297	0.926590664848607	pre_vs_post
120	0.144687652587891	0.652190555225719	pre_vs_post
121	0.679428100585938	0.942330349297512	pre_vs_post
122	7.62939453125e-06	0.000378290812174479	pre_vs_post
124	0.76800537109375	0.974335172283116	pre_vs_post
125	0.0874290466308594	0.584497558936644	pre_vs_post
126	0.257926940917969	0.765170154621657	pre_vs_post
129	3.814697265625e-06	0.000378290812174479	pre_vs_post
130	1.9073486328125e-05	0.000630484686957465	pre_vs_post
132	0.567760467529297	0.926590664848607	pre_vs_post
133	0.210117340087891	0.714398956298828	pre_vs_post
134	0.123188018798828	0.607461826303957	pre_vs_post
135	0.567760467529297	0.926590664848607	pre_vs_post
137	0.168792724609375	0.68527120724821	pre_vs_post
138	0.563317799720071	0.926590664848607	pre_vs_post
140	0.515277862548828	0.917935114420817	pre_vs_post
141	0.441333770751953	0.876725279884698	pre_vs_post
144	0.332065582275391	0.819829964538828	pre_vs_post
147	0.131904094905011	0.636036987304687	pre_vs_post
165	0.631900275866177	0.930759081473717	pre_vs_post
167	0.241252899169922	0.739925128897441	pre_vs_post
170	0.241252899169922	0.739925128897441	pre_vs_post
171	0.312408447265625	0.818867956489193	pre_vs_post
172	0.37359619140625	0.838829184478184	pre_vs_post
173	0.181865692138672	0.68527120724821	pre_vs_post
174	0.952983856201172	1	pre_vs_post
175	0.615518503675301	0.928382538912589	pre_vs_post
176	0.113376617431641	0.607461826303957	pre_vs_post
177	0.225322723388672	0.739925128897441	pre_vs_post
178	0.236629793401937	0.739925128897441	pre_vs_post
179	0.206603442668125	0.714398956298828	pre_vs_post
180	0.275341033935547	0.787634207652165	pre_vs_post
181	0.0323410034179688	0.377311706542969	pre_vs_post
182	0.142213241936393	0.652190555225719	pre_vs_post
183	0.332065582275391	0.819829964538828	pre_vs_post
184	0.123188018798828	0.607461826303957	pre_vs_post
185	0.594886779785156	0.926590664848607	pre_vs_post
186	0.418041229248047	0.857705280698579	pre_vs_post
187	0.170598771596629	0.68527120724821	pre_vs_post
188	0.0662879943847656	0.488823508635939	pre_vs_post
189	0.622562408447266	0.928382538912589	pre_vs_post
190	0.168792724609375	0.68527120724821	pre_vs_post
191	0.0798759460449219	0.551317524717703	pre_vs_post
192	0.0500231465344333	0.463745115481156	pre_vs_post
193	0.368426844468365	0.838829184478184	pre_vs_post
194	0.44204635960573	0.876725279884698	pre_vs_post
197	0.293498992919922	0.804755303167528	pre_vs_post
198	0.984321594238281	1	pre_vs_post
200	0.541217803955078	0.921497334914861	pre_vs_post
201	0.890567779541016	1	pre_vs_post
204	0.890567779541016	1	pre_vs_post
206	0.76800537109375	0.974335172283116	pre_vs_post
207	0.952983856201172	1	pre_vs_post
208	0.952983856201172	1	pre_vs_post
209	0.679428100585938	0.942330349297512	pre_vs_post
210	0.70855712890625	0.96917584298671	pre_vs_post
211	0.0180816650390625	0.268964767456055	pre_vs_post
213	0.541217803955078	0.921497334914861	pre_vs_post
214	0.257926940917969	0.765170154621657	pre_vs_post
215	0.465316772460938	0.878931681315104	pre_vs_post
216	0.0180816650390625	0.268964767456055	pre_vs_post
217	0.395462036132812	0.857705280698579	pre_vs_post
218	0.859573364257812	1	pre_vs_post
219	0.00971619488408052	0.181470761437744	pre_vs_post
220	0.984321594238281	1	pre_vs_post
222	0.465316772460938	0.878931681315104	pre_vs_post
224	0.567760467529297	0.926590664848607	pre_vs_post
225	1	1	pre_vs_post
229	0.0493659973144531	0.463745115481156	pre_vs_post
230	0.0545730590820312	0.463745115481156	pre_vs_post
231	0.0180816650390625	0.268964767456055	pre_vs_post
234	0.0180816650390625	0.268964767456055	pre_vs_post
235	0.0186868755048476	0.271187583545959	pre_vs_post
237	0.952983856201172	1	pre_vs_post
239	0.195632934570312	0.705464218602036	pre_vs_post
240	0.890567779541016	1	pre_vs_post
243	0.859573364257812	1	pre_vs_post
245	0.594886779785156	0.926590664848607	pre_vs_post
246	0.37359619140625	0.838829184478184	pre_vs_post
247	0.515277862548828	0.917935114420817	pre_vs_post
248	0.195632934570312	0.705464218602036	pre_vs_post
250	0.0665457213437161	0.488823508635939	pre_vs_post
251	0.890567779541016	1	pre_vs_post
254	0.343759999660369	0.838829184478184	pre_vs_post
255	0.76800537109375	0.974335172283116	pre_vs_post
256	0.622562408447266	0.928382538912589	pre_vs_post
257	0.921714782714844	1	pre_vs_post
265	0.0204124450683594	0.282451274783112	pre_vs_post
266	0.567760467529297	0.926590664848607	pre_vs_post
267	0.441333770751953	0.876725279884698	pre_vs_post
268	0.738090515136719	0.973755779393232	pre_vs_post
269	0.045446946073126	0.458320896839152	pre_vs_post
273	0.489967346191406	0.897017141488882	pre_vs_post
274	0.00603984796466256	0.138219597652855	pre_vs_post
275	0.244293641331777	0.745408803037985	pre_vs_post
276	0.441333770751953	0.876725279884698	pre_vs_post
278	0.275341033935547	0.787634207652165	pre_vs_post
279	0.465316772460938	0.878931681315104	pre_vs_post
280	0.541217803955078	0.921497334914861	pre_vs_post
281	0.738090515136719	0.973755779393232	pre_vs_post
282	0.828784942626953	1	pre_vs_post
283	0.828784942626953	1	pre_vs_post
284	0.76800537109375	0.974335172283116	pre_vs_post
285	0.921714782714844	1	pre_vs_post
287	0.921714782714844	1	pre_vs_post
288	0.828784942626953	1	pre_vs_post
291	0.601249670135047	0.928382538912589	pre_vs_post
292	0.418041229248047	0.857705280698579	pre_vs_post
293	0.176996409037473	0.68527120724821	pre_vs_post
295	0.360423995448255	0.838829184478184	pre_vs_post
296	0.793859521195975	0.993666158821469	pre_vs_post
297	0.241252899169922	0.739925128897441	pre_vs_post
298	1	1	pre_vs_post
299	0.755657737671463	0.974335172283116	pre_vs_post
300	0.504903176723131	0.917935114420817	pre_vs_post
301	0.332065582275391	0.819829964538828	pre_vs_post
303	0.218401125676539	0.738344714645117	pre_vs_post
304	0.650749206542969	0.930759081473717	pre_vs_post
306	0.241252899169922	0.739925128897441	pre_vs_post
307	0.489967346191406	0.897017141488882	pre_vs_post
308	0.181865692138672	0.68527120724821	pre_vs_post
312	0.418041229248047	0.857705280698579	pre_vs_post
313	0.489967346191406	0.897017141488882	pre_vs_post
314	0.37359619140625	0.838829184478184	pre_vs_post
315	0.395462036132812	0.857705280698579	pre_vs_post
316	0.984321594238281	1	pre_vs_post
317	0.312408447265625	0.818867956489193	pre_vs_post
318	0.45908398187669	0.878931681315104	pre_vs_post
320	0.0602073669433594	0.471360306990774	pre_vs_post
321	0.293498992919922	0.804755303167528	pre_vs_post
324	0.332065582275391	0.819829964538828	pre_vs_post
325	0.615518503675301	0.928382538912589	pre_vs_post
331	0.552076886516813	0.926590664848607	pre_vs_post
332	0.738090515136719	0.973755779393232	pre_vs_post
333	0.507501253286605	0.917935114420817	pre_vs_post
334	0.00945281982421875	0.181470761437744	pre_vs_post
335	7.62939453125e-06	0.000378290812174479	pre_vs_post
336	1.1444091796875e-05	0.000400543212890625	pre_vs_post
337	0.368426844468365	0.838829184478184	pre_vs_post
338	0.984321594238281	1	pre_vs_post
339	0.594886779785156	0.926590664848607	pre_vs_post
340	0.29338289215179	0.804755303167528	pre_vs_post
341	0.113376617431641	0.607461826303957	pre_vs_post
342	0.293498992919922	0.804755303167528	pre_vs_post
344	0.368426844468365	0.838829184478184	pre_vs_post
345	0.0159721374511719	0.263983938429091	pre_vs_post
346	0.185016310523015	0.688503224212091	pre_vs_post
347	0.040130615234375	0.426387786865234	pre_vs_post
350	0.123188018798828	0.607461826303957	pre_vs_post
352	0.000653585176323472	0.0185182466624984	pre_vs_post
354	0.984321594238281	1	pre_vs_post
356	0.0527870006322246	0.463745115481156	pre_vs_post
357	0.541217803955078	0.921497334914861	pre_vs_post
358	0.352458953857422	0.838829184478184	pre_vs_post
360	0.760478502270913	0.974335172283116	pre_vs_post
361	0.952983856201172	1	pre_vs_post
362	0.123188018798828	0.607461826303957	pre_vs_post
364	0.418041229248047	0.857705280698579	pre_vs_post
366	0.622562408447266	0.928382538912589	pre_vs_post
367	0.601249670135047	0.928382538912589	pre_vs_post
368	0.88708754228948	1	pre_vs_post
371	0.0602073669433594	0.471360306990774	pre_vs_post
372	0.541217803955078	0.921497334914861	pre_vs_post
375	0.76800537109375	0.974335172283116	pre_vs_post
376	0.984321594238281	1	pre_vs_post
377	0.00229967858441496	0.0594916851185609	pre_vs_post
378	0.129818141420606	0.633129460207055	pre_vs_post
379	0.650749206542969	0.930759081473717	pre_vs_post
380	0.738090515136719	0.973755779393232	pre_vs_post
381	0.113376617431641	0.607461826303957	pre_vs_post
382	0.00248663556624239	0.0616478400797592	pre_vs_post
383	0.123188018798828	0.607461826303957	pre_vs_post
384	0.418041229248047	0.857705280698579	pre_vs_post
386	0.576103543277185	0.926590664848607	pre_vs_post
387	0.859573364257812	1	pre_vs_post
388	0.312408447265625	0.818867956489193	pre_vs_post
389	0.332065582275391	0.819829964538828	pre_vs_post
392	0.312408447265625	0.818867956489193	pre_vs_post
395	0.258486052233535	0.765170154621657	pre_vs_post
396	0.210117340087891	0.714398956298828	pre_vs_post
397	0.195632934570312	0.705464218602036	pre_vs_post
398	0.552076886516813	0.926590664848607	pre_vs_post
399	0.352458953857422	0.838829184478184	pre_vs_post
400	1	1	pre_vs_post
401	0.014068603515625	0.239166259765625	pre_vs_post
402	0.859573364257812	1	pre_vs_post
403	0.760478502270913	0.974335172283116	pre_vs_post
404	0.921714782714844	1	pre_vs_post
405	0.0108261108398438	0.195198059082031	pre_vs_post
406	0.55093480568048	0.926590664848607	pre_vs_post
407	0.76800537109375	0.974335172283116	pre_vs_post
408	0.0975530937032685	0.607461826303957	pre_vs_post
409	0.441333770751953	0.876725279884698	pre_vs_post
410	0.679428100585938	0.942330349297512	pre_vs_post
411	0.113376617431641	0.607461826303957	pre_vs_post
413	0.679428100585938	0.942330349297512	pre_vs_post
419	0.312408447265625	0.818867956489193	pre_vs_post
420	0.727537666179043	0.973755779393232	pre_vs_post
421	0.594886779785156	0.926590664848607	pre_vs_post
422	0.210117340087891	0.714398956298828	pre_vs_post
423	0.485924404659121	0.897017141488882	pre_vs_post
424	0.113376617431641	0.607461826303957	pre_vs_post
427	0.210117340087891	0.714398956298828	pre_vs_post
428	0.828784942626953	1	pre_vs_post
429	0.594886779785156	0.926590664848607	pre_vs_post
430	0.441333770751953	0.876725279884698	pre_vs_post
431	0.0445594787597656	0.457118790725182	pre_vs_post
432	0.0553376524355665	0.463745115481156	pre_vs_post
433	0.76800537109375	0.974335172283116	pre_vs_post
434	0.395462036132812	0.857705280698579	pre_vs_post
435	0.418041229248047	0.857705280698579	pre_vs_post
436	0.332065582275391	0.819829964538828	pre_vs_post
437	0.890567779541016	1	pre_vs_post
438	0.352458953857422	0.838829184478184	pre_vs_post
439	0.859573364257812	1	pre_vs_post
440	0.0545730590820312	0.463745115481156	pre_vs_post
441	0.352458953857422	0.838829184478184	pre_vs_post
442	0.0955123901367188	0.607461826303957	pre_vs_post
443	0.859573364257812	1	pre_vs_post
444	0.798252105712891	0.993666158821469	pre_vs_post
445	0.0545730590820312	0.463745115481156	pre_vs_post
446	0.594886779785156	0.926590664848607	pre_vs_post
447	0.225322723388672	0.739925128897441	pre_vs_post
448	0.921714782714844	1	pre_vs_post
452	0.650749206542969	0.930759081473717	pre_vs_post
454	0.45908398187669	0.878931681315104	pre_vs_post
456	0.144687652587891	0.652190555225719	pre_vs_post
457	0.418041229248047	0.857705280698579	pre_vs_post
458	0.515277862548828	0.917935114420817	pre_vs_post
459	0.828784942626953	1	pre_vs_post
460	0.859573364257812	1	pre_vs_post
461	0.798252105712891	0.993666158821469	pre_vs_post
462	0.0493659973144531	0.463745115481156	pre_vs_post
463	0.679428100585938	0.942330349297512	pre_vs_post
464	0.921714782714844	1	pre_vs_post
465	1	1	pre_vs_post
466	0.312408447265625	0.818867956489193	pre_vs_post
467	0.441333770751953	0.876725279884698	pre_vs_post
468	0.738090515136719	0.973755779393232	pre_vs_post
469	0.738090515136719	0.973755779393232	pre_vs_post
470	0.952983856201172	1	pre_vs_post
471	0.418041229248047	0.857705280698579	pre_vs_post
472	0.37359619140625	0.838829184478184	pre_vs_post
473	0.650749206542969	0.930759081473717	pre_vs_post
474	0.921714782714844	1	pre_vs_post
475	0.0360679626464844	0.410666202317522	pre_vs_post
476	0.738090515136719	0.973755779393232	pre_vs_post
477	0.890567779541016	1	pre_vs_post
478	0.952983856201172	1	pre_vs_post
479	0.594886779785156	0.926590664848607	pre_vs_post
480	0.76800537109375	0.974335172283116	pre_vs_post
481	0.650749206542969	0.930759081473717	pre_vs_post
482	0.567760467529297	0.926590664848607	pre_vs_post
483	0.257926940917969	0.765170154621657	pre_vs_post
484	0.465316772460938	0.878931681315104	pre_vs_post
485	0.418041229248047	0.857705280698579	pre_vs_post
486	1	1	pre_vs_post
490	0.594886779785156	0.926590664848607	pre_vs_post
501	0.0602073669433594	0.471360306990774	pre_vs_post
502	0.952983856201172	1	pre_vs_post
503	0.507501253286605	0.917935114420817	pre_vs_post
505	0.465316772460938	0.878931681315104	pre_vs_post
506	0.541217803955078	0.921497334914861	pre_vs_post
508	0.650749206542969	0.930759081473717	pre_vs_post
509	0.76800537109375	0.974335172283116	pre_vs_post
510	0.541217803955078	0.921497334914861	pre_vs_post
514	1.1444091796875e-05	0.000400543212890625	pre_vs_post
515	0.000644683837890625	0.0185182466624984	pre_vs_post
516	0.346373280006178	0.838829184478184	pre_vs_post
518	0.320174066831492	0.819829964538828	pre_vs_post
520	0.418041229248047	0.857705280698579	pre_vs_post
521	0.541217803955078	0.921497334914861	pre_vs_post
522	1	1	pre_vs_post
524	0.123188018798828	0.607461826303957	pre_vs_post
525	0.679428100585938	0.942330349297512	pre_vs_post
526	0.181971177723054	0.68527120724821	pre_vs_post
527	0.116551957746077	0.607461826303957	pre_vs_post
528	0.230024245060274	0.739925128897441	pre_vs_post
529	0.23395283347059	0.739925128897441	pre_vs_post
530	0.0806128145385549	0.551317524717703	pre_vs_post
531	1	1	pre_vs_post
532	0.0545730590820312	0.463745115481156	pre_vs_post
533	0.0975530937032685	0.607461826303957	pre_vs_post
534	0.00975977204371061	0.181470761437744	pre_vs_post
535	0.168792724609375	0.68527120724821	pre_vs_post
536	1	1	pre_vs_post
538	0.422678074170635	0.864238673991505	pre_vs_post
540	0.722282962716192	0.973755779393232	pre_vs_post
541	0.850618403625297	1	pre_vs_post
542	1	1	pre_vs_post
545	0.572081696065726	0.926590664848607	pre_vs_post
546	0.104156494140625	0.607461826303957	pre_vs_post
547	0.515277862548828	0.917935114420817	pre_vs_post
548	0.133621215820312	0.636036987304687	pre_vs_post
551	0.58716968573231	0.926590664848607	pre_vs_post
552	0.541217803955078	0.921497334914861	pre_vs_post
553	0.650749206542969	0.930759081473717	pre_vs_post
554	0.984321594238281	1	pre_vs_post
555	0.76800537109375	0.974335172283116	pre_vs_post
556	0.064910217801352	0.488823508635939	pre_vs_post
557	0.567760467529297	0.926590664848607	pre_vs_post
558	0.195632934570312	0.705464218602036	pre_vs_post
559	0.952983856201172	1	pre_vs_post
560	0.890567779541016	1	pre_vs_post
561	0.952983856201172	1	pre_vs_post
564	0.938175553294234	1	pre_vs_post
565	0.181865692138672	0.68527120724821	pre_vs_post
566	0.275341033935547	0.787634207652165	pre_vs_post
567	0.0258216857910156	0.320081313451131	pre_vs_post
569	0.541217803955078	0.921497334914861	pre_vs_post
570	0.104156494140625	0.607461826303957	pre_vs_post
571	0.859573364257812	1	pre_vs_post
572	0.00532913208007812	0.126833343505859	pre_vs_post
573	0.650749206542969	0.930759081473717	pre_vs_post
574	0.650749206542969	0.930759081473717	pre_vs_post
575	0.113376617431641	0.607461826303957	pre_vs_post
576	0.793859521195975	0.993666158821469	pre_vs_post
577	0.168792724609375	0.68527120724821	pre_vs_post
578	0.441333770751953	0.876725279884698	pre_vs_post
579	0.312408447265625	0.818867956489193	pre_vs_post
580	0.650749206542969	0.930759081473717	pre_vs_post
581	0.00945281982421875	0.181470761437744	pre_vs_post
582	0.760478502270913	0.974335172283116	pre_vs_post
583	0.828784942626953	1	pre_vs_post
584	0.622562408447266	0.928382538912589	pre_vs_post
586	0.952983856201172	1	pre_vs_post
587	1	1	pre_vs_post
589	0.921714782714844	1	pre_vs_post
590	0.76800537109375	0.974335172283116	pre_vs_post
594	1	1	pre_vs_post
595	0.418041229248047	0.857705280698579	pre_vs_post
596	0.465316772460938	0.878931681315104	pre_vs_post
597	0.241252899169922	0.739925128897441	pre_vs_post
598	0.930591460030879	1	pre_vs_post
600	0.0249324556028631	0.320081313451131	pre_vs_post
601	0.859573364257812	1	pre_vs_post
602	0.0467895211545023	0.463745115481156	pre_vs_post
603	0.650749206542969	0.930759081473717	pre_vs_post
604	0.00971619488408052	0.181470761437744	pre_vs_post
605	0.465316772460938	0.878931681315104	pre_vs_post
606	0.828784942626953	1	pre_vs_post
607	0.850618403625297	1	pre_vs_post
608	0.679428100585938	0.942330349297512	pre_vs_post
609	0.513591682337011	0.917935114420817	pre_vs_post
610	0.168792724609375	0.68527120724821	pre_vs_post
611	0.201242620957724	0.714398956298828	pre_vs_post
612	0.18144920772142	0.68527120724821	pre_vs_post
613	0.275341033935547	0.787634207652165	pre_vs_post
614	0.104156494140625	0.607461826303957	pre_vs_post
615	0.275341033935547	0.787634207652165	pre_vs_post
616	0.168792724609375	0.68527120724821	pre_vs_post
617	0.275341033935547	0.787634207652165	pre_vs_post
618	0.03658035079467	0.410666202317522	pre_vs_post
619	0.104156494140625	0.607461826303957	pre_vs_post
620	0.104156494140625	0.607461826303957	pre_vs_post
621	0.0493659973144531	0.463745115481156	pre_vs_post
622	0.181865692138672	0.68527120724821	pre_vs_post
623	0.185143724157873	0.688503224212091	pre_vs_post
624	0.371093369522698	0.838829184478184	pre_vs_post
625	0.890567779541016	1	pre_vs_post
626	0.610298655976554	0.928382538912589	pre_vs_post
628	0.181865692138672	0.68527120724821	pre_vs_post
630	1.1444091796875e-05	0.000400543212890625	pre_vs_post
631	0.142245169384134	0.652190555225719	pre_vs_post
633	0.000920809429065008	0.0249037095588036	pre_vs_post
634	3.814697265625e-06	0.000378290812174479	pre_vs_post
635	0.984321594238281	1	pre_vs_post
636	0.000253963219441523	0.00795305871408979	pre_vs_post
637	0.0874290466308594	0.584497558936644	pre_vs_post
638	1	1	pre_vs_post
639	7.62939453125e-06	0.000378290812174479	pre_vs_post
640	0.308063229907199	0.818867956489193	pre_vs_post
641	0.0602073669433594	0.471360306990774	pre_vs_post
642	0.72408166091539	0.973755779393232	pre_vs_post
645	0.622562408447266	0.928382538912589	pre_vs_post
646	0.855132140584706	1	pre_vs_post
648	0.191378953258895	0.705464218602036	pre_vs_post
649	1.1444091796875e-05	0.000400543212890625	pre_vs_post
651	0.0289306640625	0.34427490234375	pre_vs_post
652	0.37359619140625	0.838829184478184	pre_vs_post
653	0.952983856201172	1	pre_vs_post
654	7.62939453125e-06	0.000378290812174479	pre_vs_post
656	0.320174066831492	0.819829964538828	pre_vs_post
657	0.45908398187669	0.878931681315104	pre_vs_post
659	0.622562408447266	0.928382538912589	pre_vs_post
661	0.0258216857910156	0.320081313451131	pre_vs_post
662	0.142245169384134	0.652190555225719	pre_vs_post
663	0.567760467529297	0.926590664848607	pre_vs_post
664	0.241252899169922	0.739925128897441	pre_vs_post
665	0.984321594238281	1	pre_vs_post
666	0.104156494140625	0.607461826303957	pre_vs_post
667	0.332065582275391	0.819829964538828	pre_vs_post
668	0.921714782714844	1	pre_vs_post
669	0.594886779785156	0.926590664848607	pre_vs_post
670	0.622562408447266	0.928382538912589	pre_vs_post
671	0.168792724609375	0.68527120724821	pre_vs_post
672	0.293498992919922	0.804755303167528	pre_vs_post
673	0.679428100585938	0.942330349297512	pre_vs_post
674	0.0798759460449219	0.551317524717703	pre_vs_post
675	0.37359619140625	0.838829184478184	pre_vs_post
677	0.567760467529297	0.926590664848607	pre_vs_post
678	0.541217803955078	0.921497334914861	pre_vs_post
679	0.225322723388672	0.739925128897441	pre_vs_post
680	0.515277862548828	0.917935114420817	pre_vs_post
681	0.332065582275391	0.819829964538828	pre_vs_post
682	0.984321594238281	1	pre_vs_post
683	0.210117340087891	0.714398956298828	pre_vs_post
684	0.738090515136719	0.973755779393232	pre_vs_post
685	0.594886779785156	0.926590664848607	pre_vs_post
687	0.738090515136719	0.973755779393232	pre_vs_post
688	0.798252105712891	0.993666158821469	pre_vs_post
689	0.316508711379909	0.819829964538828	pre_vs_post
690	0.37359619140625	0.838829184478184	pre_vs_post
691	0.18144920772142	0.68527120724821	pre_vs_post
692	0.962243757251052	1	pre_vs_post
693	0.489967346191406	0.897017141488882	pre_vs_post
696	0.170598771596629	0.68527120724821	pre_vs_post
697	0.890567779541016	1	pre_vs_post
698	0.418041229248047	0.857705280698579	pre_vs_post
699	0.622562408447266	0.928382538912589	pre_vs_post
700	0.890567779541016	1	pre_vs_post
701	0.156402587890625	0.68527120724821	pre_vs_post
702	0.489967346191406	0.897017141488882	pre_vs_post
703	0.489967346191406	0.897017141488882	pre_vs_post
706	0.395462036132812	0.857705280698579	pre_vs_post
707	0.952983856201172	1	pre_vs_post
709	0.0545730590820312	0.463745115481156	pre_vs_post
711	0.828784942626953	1	pre_vs_post
712	0.144687652587891	0.652190555225719	pre_vs_post
713	0.738090515136719	0.973755779393232	pre_vs_post
715	0.738090515136719	0.973755779393232	pre_vs_post
717	0.859573364257812	1	pre_vs_post
718	0.116551957746077	0.607461826303957	pre_vs_post
719	0.0662879943847656	0.488823508635939	pre_vs_post
720	0.798272981372542	0.993666158821469	pre_vs_post
721	0.118250883889036	0.607461826303957	pre_vs_post
722	0.0258216857910156	0.320081313451131	pre_vs_post
723	0.118312716164607	0.607461826303957	pre_vs_post
724	0.116924826159794	0.607461826303957	pre_vs_post
726	0.890567779541016	1	pre_vs_post
728	1	1	pre_vs_post
730	0.0955123901367188	0.607461826303957	pre_vs_post
731	0.241252899169922	0.739925128897441	pre_vs_post
732	0.528612125255688	0.921497334914861	pre_vs_post
733	0.828784942626953	1	pre_vs_post
734	0.542057255832271	0.921497334914861	pre_vs_post
735	0.952983856201172	1	pre_vs_post
736	1	1	pre_vs_post
737	0.567760467529297	0.926590664848607	pre_vs_post
738	0.924572011837841	1	pre_vs_post
739	0.952983856201172	1	pre_vs_post
740	0.343759999660369	0.838829184478184	pre_vs_post
741	0.23965098438272	0.739925128897441	pre_vs_post
742	0.650749206542969	0.930759081473717	pre_vs_post
743	0.123534253752569	0.607461826303957	pre_vs_post
744	0.327876933144661	0.819829964538828	pre_vs_post
745	1	1	pre_vs_post
746	1	1	pre_vs_post
747	1	1	pre_vs_post
749	0.308063229907199	0.818867956489193	pre_vs_post
750	0.571288673599928	0.926590664848607	pre_vs_post
752	0.890567779541016	1	pre_vs_post
