row ID	s1_BD6_01_51095.mzXML Peak area	s3_repeat_BB7_01_51502.mzXML Peak area	s48_BD12_01_51107.mzXML Peak area	s47_repeat_BB5_01_51298.mzXML Peak area	s44_BC5_01_51067.mzXML Peak area	s53_repeat_BB10_01_51504.mzXML Peak area	s49_repeat_BB12_01_51305.mzXML Peak area	s52_BC9_01_51216.mzXML Peak area	s60_BE12_01_51130.mzXML Peak area	s61_repeat_BC10_01_51509.mzXML Peak area	s57_BA12_01_51170.mzXML Peak area	s68_BA11_01_51029.mzXML Peak area	s67b_BB6_01_51043.mzXML Peak area	s69_repeat_RD11_01_51500.mzXML Peak area	s73_BD8_01_51099.mzXML Peak area	s72_BD4_01_51091.mzXML Peak area	s77_BB8_01_51188.mzXML Peak area	s74_repeat_BD12_01_51287.mzXML Peak area	s78_rerun_BC12_01_51132.mzXML Peak area	s83_BD3_01_51089.mzXML Peak area	s79_BE2_01_51111.mzXML Peak area	s82_BD10_01_51103.mzXML Peak area	s84_BB7_01_51046.mzXML Peak area	s86_BB11_01_51054.mzXML Peak area	s4_BD9_01_51101.mzXML Peak area	s7_BB6_01_51183.mzXML Peak area	s8_repeat_BD6_01_51285.mzXML Peak area	s103_rerun_BC8_01_51134.mzXML Peak area	s99_BB2_01_51035.mzXML Peak area	s102_BB8_01_51048.mzXML Peak area	s87_BG6_01_51489.mzXML Peak area	s91_BA11_01_51168.mzXML Peak area	s90_BA10_01_51027.mzXML Peak area	s92_BE3_01_51113.mzXML Peak area	s95_repeat_RA3_01_51493.mzXML Peak area	s94_BA4_01_51015.mzXML Peak area	s9_BB5_01_51041.mzXML Peak area	s12_BC6_01_51209.mzXML Peak area	s13_repeat_BE4_01_51280.mzXML Peak area	s18_BG7_01_51491.mzXML Peak area	s14_BB4_01_51039.mzXML Peak area	s17_BA6_01_51019.mzXML Peak area	s113_rerun_BA4_01_51154.mzXML Peak area	s109_repeat_BC8_01_51291.mzXML Peak area	s112_repeat_BB9_01_51300.mzXML Peak area	s19_rerun_BC10_01_51138.mzXML Peak area	s23_repeat_BD5_01_51511.mzXML Peak area	s22_BC4_01_51065.mzXML Peak area	s24_BD2_01_51087.mzXML Peak area	s27_BE5_01_51263.mzXML Peak area	s28_BE4_01_51115.mzXML Peak area	s32_BB9_01_51050.mzXML Peak area	s33_repeat_BE7_01_51515.mzXML Peak area	s29_BB4_01_51179.mzXML Peak area	s34_BA8_01_51023.mzXML Peak area	s38_BE5_01_51117.mzXML Peak area	s37_BA5_01_51017.mzXML Peak area	s39_BD9_01_51246.mzXML Peak area	s43_BE10_01_51125.mzXML Peak area	s42_BB3_01_51037.mzXML Peak area
324	11528.108	20399.5709999998	85048.6495000001	1357.88000000005	18020.2260000001	7719.523	603287.009500004	1736.28000000008	1471.94999999994	1915005.715	80706.4090000004	47849.368	29664.0430000004	6613.68200000003	31833.9250000001	0	198133.673500002	19399.3119999999	1206.32899999999	8390.81999999987	20596.9815000004	10680.7950000003	2071694.523	22971.0260000001	11237.2309999999	8478.54600000037	295900.468000001	857.526000000012	1192.10000000004	347336.569499998	8067.97999999993	38710.9445000005	99422.6605000001	94134.3325000002	6137.37699999989	2939.96300000003	17586.5020000001	20979.7230000001	591089.233999996	0	0	1858.6865	1551.82500000003	15626.69	14848.3359999997	25092.4300000001	1814078.306	1143.4285	28193.1019999999	84323.3100000009	1145.89999999999	3422.10200000003	27664.0214999998	1530.56400000001	24126.3149999997	43086.7369999999	218276.548499998	1024.13599999997	35716.1519999998	0
325	0	0	0	273490.038000001	371274.861500007	0	186713.6615	240258.1635	0	150824.753999999	0	1160545.13	121845.891000006	62231.462000002	0	0	232313.443000004	211258.764499999	0	0	0	0	1515268.43649999	3470714.9405	0	121006.128500002	224117.894500001	238414.596999999	1962306.5315	2683613.1065	68887.1595	0	125076.042000001	0	30423.4459999999	0	1975061.17799999	117914.577000001	334363.066999999	33476.1945000002	3032276.94599999	0	0	723139.7945	153520.663	1065715.1785	104081.9435	119767.479999996	0	0	0	120465.330000004	473934.753500001	242833.068999994	0	0	0	0	0	1310143.33999999
331	0	0	697036.779999999	0	0	0	26071.3905000001	422980.192500002	2602.60649999997	46584.6965	1162760.7865	0	0	761964.2755	110301.4145	259338.0415	6141.12300000014	7126.73950000011	6035.14899999997	3092.34249999999	0	0	17775.2895	0	481123.107999999	1820794.9455	8800.20449999984	896428.460499999	3015.10649999997	9551.75549999997	2904.528	245847.022500002	118173.329999999	5099.33199999992	0	656403.085499997	0	150380.824500001	18595.8989999999	45015.2105000007	0	349884.532	1065.69400000001	0	0	0	26435.464	152983.035999996	193285.8385	910667.2185	93522.7395000002	0	471920.235000002	4392.63049999988	1260046.608	422542.706500001	19752.178	227454.643500001	353609.634999998	4906.96399999997
332	296070.049999999	373730.195	342152.755499998	725668.576000001	395946.107	189519.106000001	629052.188500001	664097.948499999	272475.5025	222877.130999999	126123.116999998	120935.853500001	293805.746999999	476967.162499996	365137.443500002	661335.684999999	334422.658499999	509102.579000002	91619.8484999996	119781.172	154064.018999999	32691.1814999993	86390.769000001	264483.017	382015.807500001	452085.655500001	346114.567500001	64441.2910000017	31792.5025000002	148070.297499999	425037.304499998	156524.4325	646630.275999997	375787.380000001	191135.348499999	459474.510500001	331566.343000001	326283.736499997	651750.193	287070.091999999	571855.566	64101.6880000006	407885.410500001	543328.076500001	302943.640499997	381419.936499999	631915.0495	421405.7175	121755.789499999	456748.518499999	382728.2225	92491.3799999983	421289.301500001	237665.545	532735.68	504151.943499999	120893.379000001	247110.639500001	31857.7700000006	273154.817500002
333	0	0	0	0	0	0	9403.32999999993	0	3536.35299999994	28874.7220000001	0	0	0	0	35812.1540000003	451906.861999998	12123.6485000001	2463.68499999993	5049.58700000001	3073.125	0	155428.291499999	18714.6475	0	0	0	5988.66650000013	0	1905.22250000004	23045.077	6219.30550000002	0	17701.3399999999	5248.70500000013	0	241884.658500001	0	76429.0445000002	23143.2249999999	29873.0264999994	0	24231.8265000011	850.641	223110.454000001	0	289891.421	4672.61600000005	0	127811.280000001	0	61621.0830000007	156607.0145	281711.5925	10610.0179999999	0	265129.899	2895.025	0	0	15316.9
334	186.817500000001	3066.7685	59100.9475000001	79873.2104999998	4787.5565	209402.1195	106357.651	48376.0659999999	60115.2575	11390.789	10074.3935	777.915499999999	39920.523	405.809500000001	5154.947	152216.396	158579.384	0	22705.8265	6682.58850000002	0	202228.066	0	16269.3325	295.193000000002	49273.149	31846.6229999999	272.878000000001	201.6585	0	235.944000000001	56138.8835000001	30110.6395	22499.2804999999	3759415.88799999	48582.8625	65600.2925	133624.7525	783.643999999997	550.770999999997	2469.82200000001	71037.5134999998	175.5335	252.175	0	425.62	6376.8345	18756.263	24121.1689999999	132096.4595	618.091500000001	240314.0955	58866.6059999999	53618.9894999999	15944.3695	189346.952	46101.525	30149.5714999999	12827.2495	204976.0205
335	182	0	10076.605	47616.828	0	5546.72000000002	38725.7599999999	21372.672	35031.9625	287.583999999999	0	170.092	33810.7725	0	185.659	42605.5610000001	32380.059	0	366.016000000001	0	0	43257.8639999999	0	3843.08300000001	0	35338.393	1856.705	221.737500000001	0	24713.0075	0	2385.251	35573.066	9148.47249999999	19242.4244999999	27844.6560000001	0	29547.1965000001	0	183.344	199.774999999999	41122.8335	0	0	38908.6315000001	0	884.249999999994	17829.589	0	43438.8979999999	0	40714.7259999999	4375.80400000001	0	290.280000000001	11013.1755	39538.345	0	439.006	31831.174
336	0	176.256000000001	3759.2545	22699.2234999999	189.659999999998	3147.5885	27822.569	9314.4435	16329.0595000001	1283.724	0	0	15162.6465	193.696999999999	185.659	20927.5695000001	17589.8060000001	0	0	0	0	21007.1115	0	1494.51200000001	0	16854.2525	0	0	0	12520.464	0	999.901499999998	16345.7625	3955.65200000001	38131.4735	10464.5915	0	13343.0705	0	0	186.732000000001	15830.6985000001	0	0	21484.746	0	248.9	8156.22350000002	0	22593.0165	0	18810.4385	1726.6335	193.107	211.173	4350.99850000003	21136.499	0	0	17567.6265
337	0	0	5392.27799999995	0	0	0	3118.14999999998	56748.8390000004	0	0	4675.68799999987	2683.043	24348.3414999999	66215.292	68767.4175000002	0	1193.18099999999	6079.42550000005	32318.5919999998	31965.2314999999	0	5377.54499999985	0	27564.2035000001	6331.02049999996	81892.35	0	48171.3644999999	836.762500000029	17225.4114999996	2150.39499999999	123881.458	53260.6190000003	38058.3575	0	0	67977.2489999999	52536.8780000002	0	39841.5220000003	25550.3035000001	62981.2545	904.175999999981	2841.15899999997	18956.9219999999	4606.75999999994	54100.9835000003	32497.6324999997	0	0	49747.5394999998	24788.1299999997	0	34915.0610000001	19619.0150000003	36947.2579999997	22202.3905000002	21390.6380000001	18235.9845000001	33940.97
338	20243.5385000002	153164.065000001	68566.5849999997	10465.4424999999	6484.30299999996	63885.0524999989	349613.713	14310.828	103541.749	70543.2999999994	61244.8260000003	49601.1669999997	50588.1100000003	13237.8659999999	39103.6559999999	14776.0644999999	189945.8645	13066.9255	12565.8549999999	64985.6510000002	67109.4550000011	17329.0934999999	73184.1759999993	30950.2414999999	24128.2984999999	6170.81049999994	55966.9135000001	0	3445.12999999998	66664.6225000008	5852.36349999981	75730.3245000002	70202.8750000004	52096.1165	0	0	3954.52150000001	11225.1685	298890.190500001	5594.02650000002	1051.65199999997	21637.5150000005	21158.557	2880.92300000017	26005.9595000001	19816.481	128391.623000001	18020.4389999999	39352.2969999998	7831.54050000012	32206.3855000004	44680.7934999997	19393.7594999999	45764.3564999999	52032.1980000001	7326.58650000004	61886.1159999987	17613.9715000002	12684.0394999996	0
339	35874.5625	17313.8265000001	23537.4660000001	7092.56699999994	8016.89999999997	9802.07900000005	10115.189	12051.6419999999	419.200000000001	627.83999999999	18428.4695000002	22055.3110000002	13829.3245	17053.6979999999	50376.1574999996	7056.92000000007	12928.5680000001	10986.8484999999	18740.3715000002	59784.1684999998	0	10058.3750000001	750.432999999992	15614.405	24342.8075000001	29917.3210000002	679.119999999999	9871.50600000011	559.069500000006	17003.1505	7449.35899999991	28338.9130000001	63151.0044999998	8724.60800000017	2470.38800000001	580.247499999984	17177.4760000002	6675.29049999996	489.163999999986	84787.8609999996	13856.0905000001	7465.40400000028	459.013500000008	4014.70649999991	16107.0065	13232.1535000001	20685.2185000001	11459.3239999998	669.394999999995	842.602500000005	23304.7505000001	16461.364	29276.085	20864.5965000002	20461.4585000002	37288.2449999998	12143.266	18548.5219999995	12016.6910000001	50962.718
340	0	0	5656.51350000002	0	1593.80799999999	0	0	0	1202.853	0	32923.8729999999	9249.29650000001	7634.27249999998	1109.603	4312.548	3588.52999999998	2633.84000000001	0	0	3555.20550000002	0	8474.21100000002	0	0	1158.642	5103.67999999996	0	0	1682.415	2931.76950000001	32726.4575	6792.02649999999	10259.4135	0	1436.905	0	6567.80900000002	2442.40400000002	0	14509.209	7286.47500000004	6029.46000000005	11582.557	0	0	1237.44499999999	0	6926.70950000002	2754.275	1501.64599999999	0	13592.142	0	9718.40599999999	10597.1195	2538.53749999999	22489.9479999999	0	0	9654.91199999986
341	10451.8564999999	25552.2199999999	26891.9270000001	7320.71299999993	3625.01200000003	9802.07900000005	8692.75699999995	68623.194	987.964499999998	646.022500000017	24889.2654999999	18864.6890000001	8943.61800000006	5633.39250000016	16586.0224999999	14519.6890000001	8682.21400000016	6500.84150000009	38751.0489999999	37171.9264999999	355.337500000001	5935.80099999987	612.750000000018	14092.6845	9218.56800000022	8442.06150000018	572.883499999991	15563.22	350.879999999984	11367.1805000001	8712.38500000008	38703.4125	38387.3079999999	14867.8269999999	1033.89349999999	732.479999999988	8476.68550000016	14483.4730000001	489.163999999986	46648.2820000006	13856.0905000001	7601.68200000005	459.013500000008	3616.84100000001	10631.5185	9144.81549999984	19633.569	14006.2135	0	842.602500000005	25069.5009999997	10092.2695000001	18150.3090000003	29086.8394999998	13477.5309999999	32289.1725000001	16864.9945000001	35072.6375	16868.4014999999	21100.8574999998
342	22145.0754999999	38493.9669999999	51082.8609999997	24296.142	13892.7525	12990.5845000002	5090.79900000003	17397.8189999999	224.474500000005	471.397499999987	19983.1499999997	29827.2219999999	21334.6824999999	13289.3639999994	13907.8839999999	9126.2474999999	4553.19300000002	4908.08950000003	27653.0045	10771.7779999997	466.037000000001	22628.9965	805.824999999993	16122.742	47066.59	46714.6815	372.66599999999	18516.4390000001	777.219000000011	44815.4950000002	3578.73699999999	45746.1504999999	27071.8104999999	12022.5269999999	1849.94799999998	471.023999999997	8520.99149999987	6645.47350000015	628.800000000022	34024.3840000005	77579.43	21820.8969999997	434.864999999989	11519.1485000001	15637.5584999999	15644.434	26989.4829999999	70067.6754999998	0	679.787999999997	58965.8974999999	12177.9670000002	39181.1389999999	18934.0434999997	15902.7660000003	13132.156	28117.7830000001	57128.5535000004	44821.7650000001	38793.0785
344	370863.529	217601.221	157678.845499999	1131243.8135	333349.943499999	142893.240999999	67731.2179999986	88819.1595000017	82715.488500001	70023.8564999968	225717.129000001	327057.260999998	77000.5049999995	72561.1680000028	378673.844	418878.8595	134462.676	137504.578000001	177555.681499999	275142.144	252913.638999998	335406.528999998	325711.105499999	166713.862000001	173546.865000002	127346.717999999	66753.5300000029	243815.345	77020.6929999999	0	72455.2569999975	166054.501500002	343575.606000001	83770.9830000006	145584.209999999	0	122804.0775	89535.1170000021	129095.263999998	216233.652999998	0	0	414020.448999997	1164366.878	137436.945499998	196974.816500002	286819.557500001	369441.377500002	363715.251	136643.716500001	83635.9400000017	101809.055999999	141953.332999998	354114.797000001	181562.664999999	178604.568499999	356807.337499998	0	265382.890000001	0
345	52182.606	48424.9475	99466.586	4405.3125	26894.7575	136214.482	1907435.6185	282164.3085	45958.5605	70528.962	268143.17	68574.3375	281727.8545	58438.1735	51351.7665	53490.9995	21386.486	10654.721	65569.3695	49469.912	58256.5845	130900.8125	47213.369	48493.754	74910.7355	31751.503	15438.7455	77313.545	77993.3845	43225.89	289188.0075	78296.349	83532.252	63341.707	443882.1885	48891.778	48808.2935	9346.87550000001	18416.8765	58534.1805	33541.7245	40404.8575	95827.8555	17461.292	4509.813	64365.623	61205.8675	25731.727	107680.0505	163514.982	83188.957	70987.804	43180.648	55324.7675	267985.4735	58700.7745	102928.151	49161.6875	30511.4085	43710.4595
346	0	0	4004.6905	60817.5974999999	22157.4285	26226.8005	65643.2885000001	13468.6855	35915.004	505.833	321439.0065	0	10207.454	0	203.484000000002	57626.1820000001	67186.1715	0	1446.703	0	0	47865.3034999999	8157.7395	30059.833	0	19277.5299999999	3483.48499999999	0	0	0	0	3908.92799999998	15364.661	53716.5779999998	187867.6615	8451.7455	83705.4044999997	42901.8560000002	0	0	73249.0405000001	4481.63850000001	0	0	0	0	245.025	15239.0665	74080.6905	97122.2019999998	0	41492.229	217.6545	32047.6535	5500.277	20003.7570000001	14490.946	119735.505	172.095000000001	27000.2625
347	253351.171999998	289522.9545	22854.8880000001	97660.6454999987	252915.4585	212912.4415	199760.074	118655.9945	119803.6935	269377.220500001	185250.056000001	20995.5240000001	21405.3840000004	206462.263999999	142464.962000001	118232.06	161658.247000001	197142.4275	140732.7445	219054.985000001	147382.4605	82973.3495000014	152975.358500001	20744.8825000007	60230.9634999996	145140.355999998	72179.0000000009	248030.551000001	204000.608500001	199322.9335	431983.555	41245.6590000005	201073.6025	255417.888499999	514580.476499998	21066.3374999995	303811.832	227302.650499999	112991.214000001	435913.012499999	82973.2724999993	145922.672500001	203391.3685	195218.141	220294.796000001	140037.9915	253094.762499999	63027.1804999997	198540.403	85306.2380000016	194275.2825	40944.0089999996	54695.3895	81939.7499999993	103905.132499999	532724.7825	79492.7244999997	59911.7689999996	267974.3005	463427.222000001
350	18547.0844999999	26792.7754999999	41298.6340000001	14143.9880000001	12794.5970000001	22638.2765000001	17890.2940000002	11004.7189999999	19945.5614999999	13888.9685	67669.4949999999	23730.6110000001	19489.1279999999	7921.93399999994	25607.2149999998	13093.1204999999	25909.2074999998	13876.6150000001	21400.7870000001	33498.0944999998	31253.7230000001	35496.3300000001	17401.4999999999	34914.305	17373.6130000002	19141.6829999998	2138.57600000004	8857.33199999993	3918.91599999998	7578.94950000003	50618.3259999998	19010.5530000003	27458.7055000002	18508.0804999998	51782.4339999996	21872.7054999999	12177.1125000001	21388.7975000001	6140.44400000008	34448.8835000002	32372.1485000001	42566.9544999997	27908.5515	7483.14600000002	12728.7699999999	12944.2865000001	32589.1525	23054.7245000001	33779.8670000002	65721.5175	21474.0334999998	8058.51200000002	9352.94850000003	9186.71699999994	34266.4635000002	34583.0280000001	36149.7729999999	34697.1880000002	36373.654	20410.477
352	0	3147.6145	57704.8085000001	35953.3075	610.497999999999	113360.327	60424.2964999999	17270.789	22833.0125	8285.421	2684.538	953.095499999994	20447.8785	179.685	5049.015	69178.9200000001	46154.0865	0	8528.29800000002	8985.75050000002	0	67101.5319999998	0	1658.517	0	23822.59	36529.8465	0	0	0	0	24693.979	12284.411	3196.2085	1733075.02450001	11089.8665	12259.378	22320.5175	263.557	1286.521	306.399499999997	22277.816	195.1005	0	0	399.549999999997	3677.37350000001	4872.524	3462.5365	65413.1319999999	1272.808	88145.0175000001	47929.6175	18777.4865	12147.3595	93993.5204999998	27012.311	5140.33749999998	6625.36550000001	64964.4244999999
354	0	138258.5445	31063.6800000002	0	34160.5745000008	0	47902.3729999999	7001.65349999995	928.462499999971	11297.0745000003	460416.226	21696.9944999999	68549.1909999996	59998.6969999991	26453.451	1597.04999999997	32327.4159999999	2468.79450000001	833.232999999993	51919.3349999999	51549.3675000002	159108.324	21847.6425	20800.666	0	77604.6580000004	2086.447	1090.575	1907.25050000002	3183.24000000006	15289.2690000002	0	48865.5849999999	154659.1315	0	102664.2975	25448.2424999998	10613.4210000002	13618.7225	3230.88850000002	0	4857.39500000002	1316.9505	0	465623.185000001	26466.5450000003	8240.61199999996	7848.73300000001	221631.269	233574.443	1942.675	4996.02600000001	0	1648.51100000002	124949.0235	36625.3180000004	31857.0799999999	1849.24499999997	95509.1670000006	745.289999999985
356	0	0	8253.31600000004	164644.103	131003.2995	0	0	0	239218.917500001	0	0	0	124934.312	0	0	166423.623	177867.289500001	0	0	0	0	137789.015	34961.8649999999	0	0	0	0	0	0	23024.984	14170.835	32774.6549999999	218627.7455	0	0	0	375911.1165	158644.946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344195.677000002	79556.1309999995	917162.477499996	0	0	0
357	0	226.457999999998	489.285000000001	196.440000000002	17504.105	328.434000000001	4262.72649999999	491.807500000002	1787.057	236.495	446586.499	0	49120.931	240.565500000001	168.198	6802.06399999999	294.299999999998	242.423999999999	166.515000000001	0	210.592500000001	4936.355	20018.6569999999	4668.75499999999	0	29107.926	531.212500000003	184.811500000002	0	204.437500000002	269.527500000001	1150.619	45186.2985000001	4446.29749999999	1131.975	143998.976	40322.7409999999	635.625999999997	0	0	102164.378	43539.8095000001	304.017000000002	199.714	225.492000000001	214.5125	288.200000000001	2628.52399999999	8403.42500000002	184.9245	199.47	11640.007	394.346999999999	34014.2349999999	125912.709999999	704.707500000002	211967.9575	243.913	0	34268.7935
358	1494.4565	9799.13900000003	1325.16000000001	16995.838	15785.0584999999	4167.98199999999	0	619.164000000002	28060.5520000001	1352.663	605.810999999999	465.192500000001	7809.51599999993	1984.84199999999	1671.065	18554.694	23458.8025000002	705.359999999997	2668.5855	596.626000000001	356.756999999999	7647.54399999998	6101.30699999999	1412.82799999999	1153.1175	0	427.909500000001	1624.1155	489.463	1387.19199999999	2514.51000000001	3717.92899999998	26450.53	1495.93	14316.413	544.815499999998	67482.0944999999	23839.4155	924.395999999992	494.950499999997	1274.7535	1096.9095	893.7185	339.687	460.928999999999	1657.7505	3358.63599999999	462.139000000004	833.340000000003	663.200999999996	286.737499999997	355.446000000001	1253.847	1580.322	42855.3150000003	6873.53999999994	123521.253999999	524.674499999995	655.399999999998	805.030000000002
360	35759.5305000001	12612.4635000003	31225.8050000001	1134.87999999999	41858.7840000002	6592.5749999998	749623.923999999	1736.28000000008	1471.94999999994	1570101.4275	59802.042999999	19832.8754999997	29664.0430000004	23634.4625000001	20685.0024999998	0	2229281.107	36564.4675	0	17130.2049999998	19923.5865	18829.2655000001	1783826.922	17354.1729999999	22248.2525000002	7926.743	754232.4985	0	1192.10000000004	622498.203500003	26921.2364999998	23801.1490000008	8862.85399999985	9335.84999999995	7457.9315000001	2967.88099999997	33902.4674999997	31461.25	193712.392499998	0	0	5572.7645	1633.72599999999	13260.29	49206.3804999995	17086.6270000002	103512.684000001	1143.4285	28193.1019999999	104933.6555	0	4592.13750000002	52843.5440000004	1534.57200000001	11679.2160000003	33672.7034999999	2202838.6625	0	33302.2169999999	0
361	29216.6264999999	24309.783	8374.83900000006	23237.4385	24271.0265000001	901656.052500002	270568.601999999	15075.2390000004	16302.8755	31305.9590000001	28685.2269999994	82243.0959999996	0	159576.676499999	8750.35499999999	14997.1855000001	22666.6505000001	47380.0820000001	77129.8890000001	1074.852	20701.4690000003	63208.7475000001	19455.82	15161.4270000001	7721.57400000018	76014.885	24557.8664999998	16387.5800000007	1067937.0275	16980.0799999998	0	32779.8514999995	20908.5589999997	18667.911	14693.8585000002	5867.39149999994	0	2882.75700000007	12740.0710000001	604.544500000001	35756.9500000001	1988.50649999996	44973.2489999997	9696.52649999996	58580.3555000006	0	14548.3799999997	17953.7109999998	0	22730.5659999998	71419.5754999998	21092.0124999999	22423.737	108091.349499999	23419.1450000001	68057.7535000001	0	63089.2350000005	21733.9064999999	274945.1575
362	84726.1484999997	96288.1959999997	117392.253	9403.06199999999	12547.3430000004	12883.5844999998	5984137.166	5538.38100000001	2849.55899999993	0	53868.8684999994	12772.619999999	84474.8674999997	17564.412	135459.617	1419.83999999998	0	9090.14600000015	794.244000000006	30228.9250000001	126236.5895	39667.1184999993	0	95625.9334999999	34996.4419999999	84711.3049999995	0	1917.14799999998	1496.7585	0	34194.4189999998	48673.2615000002	37376.8740000005	136576.747499998	24318.1784999999	0	16808.7645000007	49853.3524999999	0	1452.59100000004	1152.09349999999	10922.1489999999	7993.67200000001	15914.548	59773.8775000001	47451.4154999994	0	2240.55349999996	132221.8825	529835.240999998	6136.97600000002	8446.01299999998	59199.3430000001	5139.346	72055.0814999989	171560.936	0	4117.2180000001	17584.2240000001	912.330000000015
364	19172.6999999997	11962.8735	31165.2379999999	34397.4075000002	18436.7354999999	6642.6040000001	13377.7035000001	28826.0664999999	0	0	75168.1705	15726.2774999999	60371.8409999996	16417.4969999999	34032.3705000002	5518.16750000011	4168.83550000008	3297.68699999996	29541.1379999999	11280.9899999999	0	27018.3704999998	358.722000000004	18618.7274999999	28625.2685000002	19312.2685000001	0	10703.5345	0	44139.1764999999	1892.19299999999	70000.4784999998	21869.9989999994	9714.17699999981	745.062499999977	0	14036.0875000002	29586.4975	310.364999999996	76813.9514999999	21627.9540000001	61311.5560000002	0	21950.6634999999	8395.22499999997	15169.8529999999	31765.8615	14378.7734999998	0	924.340000000004	11840.7719999999	33548.3049999999	40298.3195000003	15237.3420000001	36152.7785	13638.149	9667.56099999981	86496.8300000001	23498.2044999999	73138.5925000005
366	35906.1439999997	39352.1745	72902.8535000001	11862.9399999999	43500.745	30745.9065	25865.4495000001	12348.9550000001	213.459999999999	1281.4185	46153.8800000002	28603.8445	85959.4635000001	39678.7020000004	101621.0455	12795.8540000002	22217.1410000001	17100.7775000001	56792.7845	32795.782	210.141000000002	20573.56	654.865499999996	12701.8	74859.5604999998	79569.677	208.025999999999	44976.4209999997	369.848999999999	27835.2135000001	44465.7305000002	43870.8560000001	9113.67449999995	63003.4914999999	9224.5635	2234.16400000001	48007.8185000001	21596.9654999999	971.151500000001	28009.8404999994	57340.9884999997	53492.0620000002	179.740000000002	41748.3605000002	29041.724	51779.8205	34104.9515000003	189067.168	243.838500000003	2664.23350000004	11479.5560000001	21855.4995000001	89095.9375000008	22449.734	58048.2599999996	36763.917	58986.1665000001	204800.179500001	92667.6684999999	12364.848
367	2047.28400000004	2117.37000000003	0	3733.75449999995	0	114615.485	0	8233.75250000004	15106.6104999999	0	2669.11650000006	3443.30999999994	0	12863.4659999998	2923.53200000001	871.013999999954	0	10255.672	24423.5354999998	0	3339.43499999992	0	0	1782.69499999999	1591.64999999995	7239.45750000009	0	15944.7960000001	47196.0880000005	0	0	20058.812	2273.98650000002	3585.57150000005	9003.63050000002	0	0	0	0	540.495999999985	4408.58550000004	0	52178.3995000002	1157.83999999999	0	0	0	1435.10799999999	0	4731.00300000004	7408.53749999998	4714.59299999988	5035.1685	23038.4075000004	7259.20199999992	10215.324	0	5590.75900000003	2925.18599999991	20191.2734999999
368	1806.83000000002	0	0	1921.58899999999	0	89613.1419999988	0	4195.9240000002	14410.6275	0	0	9558.15999999982	0	27362.1835	0	4649.71899999994	0	26745.9234999998	46775.9454999999	0	3392.62500000017	0	0	0	1715.81399999999	3906.31799999998	0	9153.19350000017	53644.5315000003	0	0	6682.99600000011	2612.862	0	6402.08949999997	1167.28700000002	0	0	0	417.535999999986	11048.174	0	28361.8670000002	991.113000000026	0	0	0	1212.77200000004	0	0	10646.2259999999	8276.43650000005	0	48124.6685000002	0	2811.34000000002	0	10874.5245000001	0	20463.5480000003
371	6795.69700000005	50865.9725000002	59128.6860000001	99777.0984999997	16327.1249999999	173370.653000001	117763.8545	25522.4174999998	7077.56999999995	53309.325	74787.6125000001	2381.62500000001	7037.67500000007	126181.2745	10715.7400000001	19052.7470000001	26530.5099999999	121146.6105	26852.8500000001	7784.15150000005	28011.434	56216.391	7200.2834999998	2943.95399999993	49575.0130000001	17592.7964999999	2437.193	29305.6625	31245.6769999998	7483.60900000003	203626.929	47994.2079999999	27880.5140000003	29619.5750000001	457286.803999998	24912.0539999997	37810.3955000002	25239.9085	176351.5615	0	3770.18850000008	13609.982	47167.5195	129168.855	61858.3269999998	29469.582	205830.564	12443.1780000001	41079.3425	82265.4160000004	42162.5584999996	49323.87	198506.2635	52420.8425000002	5744.59799999989	12353.4754999998	16850.1075000002	42320.1700000001	50215.3035	19998.337
372	3528.52500000013	111274.806999999	76509.1939999999	353136.986500001	7550.31150000009	61827.5309999999	31332.6515000003	53693.5669999999	1176.38800000006	2452.49150000003	36164.2080000003	15324.2789999999	75198.846	161195.798999999	32302.3279999998	11630.483	13383.1245	26675.6349999996	10960.792	18981.2870000001	1201.55800000003	25841.5704999997	1232.0155	11938.2545000001	61038.3934999997	34935.5749999998	0	77592.2215	2374.6915	5946.10099999998	3904.48349999993	95144.1789999996	18423.8109999999	10578.4945000001	13952.3514999999	1278.10650000002	24557.063	22256.4294999998	1343.97399999998	279469.3425	79805.4560000003	87648.6390000001	1294.3545	145719.679999999	116366.114	46701.6240000001	188989.54	62147.555	1363.27500000001	5467.91000000012	25810.4550000002	16258.5885000001	154586.5725	10603.7865	22753.867	87929.9829999999	10496.2230000001	17149.6795000001	26747.2399999999	30875.0195
375	14791.1605	20047.5760000002	30780.3144999998	31679.7310000006	19484.9615	4726.86849999999	7144.3559999999	45711.7370000001	0	697.717999999997	32990.9205	36058.2920000001	36553.8370000002	67017.6489999997	42579.9299999998	3071.73649999994	1090.63499999995	16152.8265000001	64598.6415000001	70948.9044999997	866.502000000038	64512.7724999999	722.137500000001	2352.57949999992	25449.136	46138.8605000002	806.712999999986	20301.1070000003	0	7735.92749999996	0	90475.9005	48099.4954999999	8914.55050000008	1223.75450000004	0	66272.6500000003	40453.2215000001	726.868999999986	171741.1135	45766.3875000002	51944.5675	868.756000000007	33851.9300000001	0	17270.0870000002	98188.0875000002	57185.5600000002	1802.81749999996	937.142999999999	19450.5230000001	13956.3579999998	8690.27000000012	7807.03449999997	42978.2809999999	109672.854	18321.6625000002	225429.214	54793.5475000001	9172.94299999984
