row ID	s3_repeat_BB7_01_51502.mzXML Peak area	s48_BD12_01_51107.mzXML Peak area	s47_repeat_BB5_01_51298.mzXML Peak area	s53_repeat_BB10_01_51504.mzXML Peak area	s52_BC9_01_51216.mzXML Peak area	s60_BE12_01_51130.mzXML Peak area	s61_repeat_BC10_01_51509.mzXML Peak area	s68_BA11_01_51029.mzXML Peak area	s67b_BB6_01_51043.mzXML Peak area	s73_BD8_01_51099.mzXML Peak area	s72_BD4_01_51091.mzXML Peak area	s77_BB8_01_51188.mzXML Peak area	s78_rerun_BC12_01_51132.mzXML Peak area	s83_BD3_01_51089.mzXML Peak area	s82_BD10_01_51103.mzXML Peak area	s86_BB11_01_51054.mzXML Peak area	s7_BB6_01_51183.mzXML Peak area	s8_repeat_BD6_01_51285.mzXML Peak area	s103_rerun_BC8_01_51134.mzXML Peak area	s102_BB8_01_51048.mzXML Peak area	s91_BA11_01_51168.mzXML Peak area	s90_BA10_01_51027.mzXML Peak area	s95_repeat_RA3_01_51493.mzXML Peak area	s94_BA4_01_51015.mzXML Peak area	s12_BC6_01_51209.mzXML Peak area	s13_repeat_BE4_01_51280.mzXML Peak area	s18_BG7_01_51491.mzXML Peak area	s17_BA6_01_51019.mzXML Peak area	s113_rerun_BA4_01_51154.mzXML Peak area	s112_repeat_BB9_01_51300.mzXML Peak area	s23_repeat_BD5_01_51511.mzXML Peak area	s22_BC4_01_51065.mzXML Peak area	s27_BE5_01_51263.mzXML Peak area	s28_BE4_01_51115.mzXML Peak area	s32_BB9_01_51050.mzXML Peak area	s33_repeat_BE7_01_51515.mzXML Peak area	s38_BE5_01_51117.mzXML Peak area	s37_BA5_01_51017.mzXML Peak area	s43_BE10_01_51125.mzXML Peak area	s42_BB3_01_51037.mzXML Peak area
170	549.023999999998	125475.368	1142771.915	162154.235000001	1787115.41649999	1261529.802	1584.321	698.640000000003	1745992.71650002	3730.3445	3818632.05699998	1882008.518	15630.9869999999	2459.80400000003	2820622.852	1708454.24850001	3222160.28950002	54042.2785	308.825999999999	420.066500000003	146780.434000003	2784922.12650001	3338728.95899996	3551849.31150002	1721219.419	9447.15150000004	1605.3205	240219.7345	334.560000000001	240.418499999998	2646.0165	608902.444499997	726448.747000004	1191.1635	4002250.77549999	5566.02000000003	1193307.23250001	5415317.44750002	8984.35750000004	3847896.56050001
171	4802.10999999998	87287.9315	1981135.8895	812065.719000002	412003.152	1148116.2915	26186.3215	1495.6735	290729.4245	8420.1605	1706948.462	2186966.4235	59695.4305	4035.8495	1507867.61	845972.9575	546655.200499999	82405.2254999999	230.8875	0	125919.659	420164.6725	11298222.117	260539.398	1313742.8705	6880.00100000001	1010.67	166707.8755	0	305.225999999997	20461.7435	398517.9765	3301945.85199999	673.527499999999	1202168.3185	27414.4200000001	598285.879000002	394685.751	11600.4575	875597.412
172	1001.648	45203.0010000001	113211.258	93300.4554999996	23609.5935	93845.7749999999	1753.325	1242.99399999999	37505.5095000001	2278.499	128072.5345	37034.6080000002	9585.89799999999	3654.05899999998	112055.192	33059.5599999999	48793.0379999998	30693.2835000001	472.167999999999	428.205999999999	35964.0854999999	53709.5205	989512.659000003	33383.0230000002	33888.8879999999	1617.393	1797.82500000001	19476.2895	0	0	1818.90700000001	137653.391	87624.0020000004	1497.40999999999	46293.4545000001	14215.4330000001	135663.997999999	81526.3819999997	4604.5285	41071.5839999998
173	450.294000000005	34973.3855	115379.9575	11555.777	616981.1605	310355.589	396.638	314.400000000001	524545.611000003	533.825000000001	1241633.7235	627203.63	4925.16200000002	768.944499999995	979714.887500001	568097.3535	1106309.85550001	15492.2265	613.360000000002	273.963500000004	49033.4505000001	905530.585500005	157310.886	837559.709000006	610956.996000001	912.117999999998	487.975000000001	508922.105999999	406.741500000001	387.039999999995	0	200783.3725	260715.8605	386.567999999998	1325952.14799999	0	385265.821500002	1150128.4	3244.81049999999	1159193.23
174	899391.5205	505409.088	322728.946	799615.934	160555.993	258158.902	639056.067	253910.1895	325409.2145	527288.4	326153.9155	266903.974	368329.478	362982.9105	280571.0075	417558.943	353027.7035	323589.4175	380444.265	165939.188	331703.9825	250008.335	3168857.575	242576.0395	106232.334	27940.0405	1229442.7935	599142.945	343096.6405	550303.7945	812956.317	278964.7135	621592.3105	553611.924	221206.507	392974.2475	531104.905	450873.6715	355859.0275	412529.472
175	128948.3645	0	0	0	183.456000000001	0	233.304500000001	79141.5114999998	0	320.677500000002	0	0	0	240201.471499999	242944.163499999	0	206.451000000001	170183.878	410.133999999998	343.244999999999	22353.3575	39185.8164999999	0	0	73166.8645	16926.6789999999	267321.375499999	278838.091000001	454.23	0	617.337499999998	249.695999999999	480769.539499998	212028.581499999	217.588000000003	0	0	0	7110.46649999999	29234.9610000001
176	1290151.71850001	48005.3214999999	98971.5624999997	37284.3379999996	9668.82299999993	11703.8770000001	115737.418500001	86552.9149999998	45283.8734999999	39952.5015000001	24036.2235000002	23024.2530000002	118272.084	352448.983999999	53628.0550000006	574986.045500003	103353.709999999	539446.279999999	182086.100000001	108417.678999999	63893.2704999999	25920.8269999997	1061505.39449999	17511.3339999996	137008.150000001	325596.277000001	1109956.6675	86473.3015000003	316985.141500003	84071.9599999999	903629.974999996	32672.534	237459.596499999	144563.135000001	26474.8890000002	101756.706	60780.807499999	101888.384500001	144316.983999999	51330.8440000004
177	303182.252000002	67422.5929999999	114530.2835	73763.2459999999	16842.5320000001	19030.3935	88914.7559999997	318395.306499998	37388.7634999995	113814.5595	115621.6885	41283.9775	160057.673500001	159264.7175	24126.0834999998	164118.1315	124672.437999999	361730.609000002	93426.0134999993	27655.1644999998	187794.3595	23774.2165000001	4398575.25750002	81829.962999999	77185.1380000007	149978.951	249112.556500001	7282.79199999995	108699.6125	88526.7135000007	274219.204999999	127141.786499999	253207.515500002	234980.765499998	50349.8774999998	112255.991500001	33192.8034999999	103738.049	96892.3305	28762.4165000002
178	5449.9155	41924.1695	313750.183500001	283428.865	22093.8345000001	186795.7225	23513.1115	1753.2325	37077.1905	7370.56750000001	156507.249	206733.225	21800.4845	6354.36299999998	155161.345	83572.5680000002	45477.0045000001	43630.2720000001	0	0	40321.5455000001	52937.01	4919127.53600001	31055.7885	87810.67	1389.987	2507.86649999999	16835.5090000001	0	0	12596.0925	54319.8189999998	1054404.221	1264.996	80382.1234999999	27106.207	88939.24	65106.7895000002	6469.0955	66430.9540000001
179	639053.512999999	353595.3515	0	710098.6965	489.762000000001	169622.3685	363730.245000001	257222.0585	488.9985	369405.968	172674.1975	24757.326	216846.0895	264549.5085	152985.5635	0	184107.199	0	181195.0795	0	225936.437	138161.0645	4167134.7195	179660.7745	0	0	810092.5535	241225.7295	295382.437	0	498216.058	343.0735	292941.5775	285388.3805	161175.2355	397115.32	335825.3735	279506.9245	295310.843	219756.3135
