row ID	s3_repeat_BB7_01_51502.mzXML Peak area	s48_BD12_01_51107.mzXML Peak area	s47_repeat_BB5_01_51298.mzXML Peak area	s53_repeat_BB10_01_51504.mzXML Peak area	s52_BC9_01_51216.mzXML Peak area	s60_BE12_01_51130.mzXML Peak area	s61_repeat_BC10_01_51509.mzXML Peak area	s68_BA11_01_51029.mzXML Peak area	s67b_BB6_01_51043.mzXML Peak area	s73_BD8_01_51099.mzXML Peak area	s72_BD4_01_51091.mzXML Peak area	s77_BB8_01_51188.mzXML Peak area	s78_rerun_BC12_01_51132.mzXML Peak area	s83_BD3_01_51089.mzXML Peak area	s82_BD10_01_51103.mzXML Peak area	s86_BB11_01_51054.mzXML Peak area	s7_BB6_01_51183.mzXML Peak area	s8_repeat_BD6_01_51285.mzXML Peak area	s103_rerun_BC8_01_51134.mzXML Peak area	s102_BB8_01_51048.mzXML Peak area	s91_BA11_01_51168.mzXML Peak area	s90_BA10_01_51027.mzXML Peak area	s95_repeat_RA3_01_51493.mzXML Peak area	s94_BA4_01_51015.mzXML Peak area	s12_BC6_01_51209.mzXML Peak area	s13_repeat_BE4_01_51280.mzXML Peak area	s18_BG7_01_51491.mzXML Peak area	s17_BA6_01_51019.mzXML Peak area	s113_rerun_BA4_01_51154.mzXML Peak area	s112_repeat_BB9_01_51300.mzXML Peak area	s23_repeat_BD5_01_51511.mzXML Peak area	s22_BC4_01_51065.mzXML Peak area	s27_BE5_01_51263.mzXML Peak area	s28_BE4_01_51115.mzXML Peak area	s32_BB9_01_51050.mzXML Peak area	s33_repeat_BE7_01_51515.mzXML Peak area	s38_BE5_01_51117.mzXML Peak area	s37_BA5_01_51017.mzXML Peak area	s43_BE10_01_51125.mzXML Peak area	s42_BB3_01_51037.mzXML Peak area
442	177152.912000002	77089.1709999998	42129.3839999982	175702.401999998	46702.6085000012	47279.1400000008	42591.8340000005	43930.1575000006	60374.7709999998	62215.741	45657.4580000002	77025.5294999993	104275.7235	44881.804499999	61385.661	69125.9664999994	33630.3105000001	122324.471999998	62645.0470000003	61000.8744999996	99773.7410000009	58184.6750000011	47309.2999999984	53049.8425000003	79568.4304999996	118331.422500001	44141.622999998	30967.3740000003	58544.6299999999	39952.1760000015	520934.173000001	64418.9624999999	53355.9869999995	63455.7519999999	90301.8850000008	45111.0640000022	64614.7609999989	30942.6974999993	61552.5535000001	45052.830499999
443	357171.8455	47775.3634999993	110831.395000002	41788.8855000019	62399.190999999	77829.9100000007	78769.1734999975	66736.1160000001	73880.6649999996	104688.215499999	101765.278000001	157685.5865	31137.9345000001	137018.5605	117264.6215	69133.39	76183.3449999995	169168.707	150516.4515	73068.3780000006	66650.8634999997	69604.5690000001	43143.530999999	29054.5795000001	77064.3930000002	335929.306	690130.5795	45373.6614999999	47819.4105000005	36805.1684999992	583131.345500001	74365.0154999997	49104.4225	63020.1755000001	126945.7935	40288.2149999994	147275.753	29474.7500000007	57981.0334999993	68187.7249999998
444	40659.5349999999	37916.9439999993	37503.6480000008	237022.137999999	62994.8675000004	38360.0230000001	112734.9715	32205.3479999999	72058.3120000007	83548.5640000005	36750.7725000001	38652.2504999999	46366.2909999997	46880.5969999999	77329.9155000001	35141.7274999997	36346.9750000001	36936.8999999997	50037.6630000002	60610.8150000007	78723.8265000003	91234.0875000002	354845.626999998	90059.8000000004	91709.9719999992	357903.395999999	41371.2460000004	24653.0160000001	58988.5615	74742.1100000005	40150.1599999999	89577.6780000004	93490.6574999999	35246.7529999996	60134.5420000007	344538.027000002	77789.7819999997	58356.5205000004	39432.6355000002	92328.2520000004
445	42521.9409999989	183008.5315	283012.984499999	83330.974	76466.2500000013	153284.0155	78540.5409999986	166275.703000001	157245.4115	120897.930500001	223598.555000001	251840.500499998	210923.164999999	249277.689	131476.574999999	86732.7830000005	192465.711999999	70033.9025000001	249276.264499999	161752.109	48063.228499999	201492.382	41388.1229999983	118845.550499999	50622.8694999997	69393.8100000014	82329.3915000005	175211.0805	250139.807999998	107949.371999999	196226.5375	76085.5490000002	335119.1695	231643.055	159071.345999998	40727.2320000008	441152.36	151828.1495	146926.8385	136631.182500001
446	39969.3119999987	106163.9505	182647.294499996	193435.266500002	37718.9695000006	60975.4800000006	38817.7999999993	48778.2384999993	59550.2499999999	99028.7515000002	74247.4145000009	38240.3505	34655.4149999998	59899.0620000003	110926.3855	48107.7010000003	92014.2119999998	37558.2870000012	124197.093	48735.2154999994	145974.046	60985.7219999995	430701.269500001	137765.8855	50429.5894999999	36067.0145000002	80189.9760000012	63584.687	109284.187	74241.0500000007	422407.586999997	76376.4745000002	160362.2415	37592.8839999992	58350.462	337686.152000003	64405.5554999998	36722.4235000013	64125.7775000013	35478.7645000007
447	199147.516	42617.0190000009	37323.5279999984	40317.6729999986	56244.3484999991	40098.4835000002	655491.323500001	84122.3649999996	116138.836	68632.3830000001	80090.9899999996	28368.278	77198.1860000002	76180.1784999998	83849.2945000005	77053.2585000006	109538.3345	74064.4749999996	67581.4104999996	40518.0229999997	76271.5884999999	37603.9779999995	363224.418000002	37553.5984999997	68393.9825000003	36100.7609999988	42247.2199999997	119076.971	27515.0740000003	439115.590499998	40799.7695000014	28631.1529999994	56182.4564999996	65776.2344999995	87998.4880000005	382341.329000001	42570.1295000001	67062.2914999999	66537.2940000001	63118.0964999999
448	321042.644000003	49255.1770000001	109214.813499999	127904.141999999	78048.2780000007	76030.8849999996	39764.6649999999	41794.7870000003	74731.4379999991	60324.9274999997	56855.2174999995	65366.1054999997	96269.6964999999	64965.0219999999	45270.1709999999	40857.7215000003	129307.045500001	721748.203999999	129408.1445	107757.3805	141119.464000001	42844.202499999	42909.0079999991	55836.0400000008	144570.4915	34450.0700000017	446695.514500001	29406.1779999995	80280.8580000005	279537.364000002	80692.3375000007	92346.2600000003	49104.4225	63020.1755000001	111558.786500001	83369.1319999992	105460.497	51555.0474999995	106384.0675	66520.0865000009
452	76376.379	29582.9149999993	34273.1290000002	255890.591000003	88019.3525000002	68267.6110000001	35544.4774999996	63559.1825000005	66673.2869999997	70857	80190.4039999999	99964.1890000002	40429.4439999992	119948.723	110848.896	64309.2145	60014.3939999996	34204.2910000002	122728.573	78960.5575000004	143949.8785	90960.5140000005	113380.951499999	114472.3385	69621.6829999996	548473.622999999	37012.0460000018	56248.2385000002	69935.4105000007	343332.385499998	416759.438499998	112162.101	119300.4495	40489.6145000013	79498.7089999996	143727.457500001	41545.7645000002	30252.4980000007	41368.4499999988	75493.2490000004
454	0	111912.47	167388.263499999	0	177786.487499998	0	29112.8939999989	38306.9045000002	286502.711499998	53199.2139999998	66939.9290000004	12417.7705000001	6583.83050000011	0	234891.358000002	128480.94	0	16273.9819999998	0	85565.3605000004	0	0	11534.1795	2746.43450000001	0	54544.548	0	749496.3785	3561.80199999998	122432.811999999	166940.35	470169.8815	6003.09599999997	62402.3109999997	26597.1809999996	0	134984.922500001	314065.461	158939.6385	119056.9315
456	77970.6559999975	108115.316	71481.2059999997	722685.868499998	38271.8905000001	69027.7984999998	112170.002	58057.7120000001	23523.044999999	37890.9775	38376.6789999992	50812.3895000002	24706.5389999993	71537.6139999998	41598.2025000008	58661.4464999999	53920.7684999998	375083.698499998	26512.5529999999	37839.3929999994	40065.2895000003	45947.8440000006	38986.8570000005	24025.7459999998	70358.5729999995	98693.6549999989	79012.7049999979	111031.576	71348.8730000001	71930.3179999988	38019.3250000013	74392.4184999993	99289.8209999999	38427.2650000005	83012.7499999993	75300.252499999	101075.332000001	35408.9089999999	74651.0119999993	71749.8025000008
457	39642.0799999997	91570.008	106245.392499999	423641.089999999	51235.1595000004	117875.825	74835.0239999989	50475.8440000001	124299.618499999	85993.5804999997	178402.319	71285.3239999999	83525.9419999998	64355.1924999997	54968.2704999995	96068.9219999995	170221.798	196755.565500001	109404.652500001	188453.911	106503.198000001	175425.106	40079.1399999997	66861.8730000011	169150.3425	35258.5259999992	332409.999500001	135538.559500001	67656.0989999999	353860.138499999	118559.525999999	91323.2299999989	322341.704000001	122592.317999999	51070.0034999994	77278.2549999996	107500.9325	155175.169499999	118936.5205	134984.918499999
458	79467.471000001	0	36680.4679999984	155752.456	110758.6285	64305.6314999998	37730.2499999992	0	90576.6324999994	86144.2399999997	22157.0399999999	54639.4215000005	67250.7329999995	21785.6135000002	76949.2014999996	56312.957	152029.8315	73634.233999998	117453.403499999	89427.5765000008	108152.323499999	19677.8185	118327.685000002	45444.5799999995	172737.631499999	69994.8524999995	79640.1285000005	36018.0295000002	0	37053.3719999986	149143.326000001	24834.9790000007	164454.215000001	137443.444	21464.3639999999	39223.7285000002	54411.031	31864.8035000006	81553.8944999999	115552.528
459	38260.6079999988	120978.3405	173246.968500001	722685.868499998	66751.9884999995	39040.9650000001	180262.239500001	118975.598499999	23764.8400000001	26371.2610000003	48688.7095000003	40126.4559999999	124513.802	87169.3954999995	39403.8195000005	24988.5049999999	52274.3979999997	102333.1375	39969.3084999995	61001.1615000006	114611.147	80290.6960000006	77624.5115000011	24593.575	91418.1694999997	68413.4935000008	307204.980500002	123432.069	40455.5779999994	635403.445000001	75765.1749999997	40199.3845000002	153092.200500001	38427.2650000005	37297.2729999992	37493.9339999995	50923.8469999999	40004.5315000004	27113.9309999992	72075.185
460	37990.9540000012	103022.630999999	68053.8499999984	37023.0049999999	55939.9384999999	41933.9019999997	809329.74	41768.6380000009	52159.7014999986	132013.918	28518.2019999999	41934.0580000003	27297.4140000004	120748.045500001	42002.6240000008	106300.016	44983.0500000001	34909.0399999997	0	99028.9194999999	0	63134.9729999992	711857.4255	73141.055	59286.8964999999	65788.6319999991	407187.082500001	52289.5569999996	26228.7399999996	71295.9769999994	209010.440500001	26567.504	63138.0254999995	107217.111000001	41215.0669999999	75255.4999999994	41186.033	38875.2630000003	46346.0669999999	78053.4394999999
461	37573.6995000004	74699.6005000001	739239.643000002	189101.847	118291.039500001	112310.0765	1192981.1165	67057.4510000004	55862.3625000003	42464.1380000001	81823.9954999995	98837.7605000008	137292.922	146815.343	56694.4174999995	80394.9495000003	75773.7174999992	359600.183999998	98010.1704999997	177535.2675	60942.4939999996	53778.1510000001	146738.159499998	92362.7359999997	101304.627	65494.412999999	36480.401999999	70953.9875000001	112548.853499999	35562.8849999998	558350.907499999	72215.7979999995	46615.9570000002	130909.283999999	56956.7545000005	141421.253499999	43553.9579999996	58238.2249999997	41368.4499999988	158582.351999999
462	558472.424499999	142158.707	132763.974000001	533924.918999999	111822.4265	77613.0750000003	448635.120500001	71725.9880000001	110726.348999999	151525.188999999	199063.904000001	59976.5365000005	131328.715999999	74522.6659999995	60382.8244999995	127294.231500001	133456.5665	383497.5305	135929.223	160781.707500002	206798.9025	179418.5265	351411.8895	72437.3850000014	135833.7835	275179.581	279798.350000002	116693.663000001	93259.6134999999	167197.071999998	417539.200999999	151747.276499999	142349.7745	95536.0790000006	107410.135	170039.028500001	456120.972999999	94553.8854999995	134079.186000002	132644.378000001
463	141277.7615	0	129384.036	69952.9964999989	115413.328	42032.9379999995	298993.675999999	97416.1034999993	75415.2839999987	87179.443	137541.016499999	126594.940499999	29497.2444999993	0	25050.6419999999	49009.5075000006	60248.8805000002	32682.7049999989	59792.4394999994	110496.471	138503.735999999	0	307717.662499998	52354.8720000006	101678.251500001	30815.6939999985	34790.0454999994	25401.8595000002	98101.9969999991	65693.6279999991	69422.424	137181.9795	61555.6329999993	168189.711500001	63931.9235000002	68940.9619999978	27278.2960000001	130847.778499999	108046.475499999	117302.335
464	34754.7150000004	108317.066	32629.4399999997	268409.715000001	42472.8470000004	53605.8284999996	103390.749499999	25854.7020000002	63844.4265	64951.2215000008	66123.6194999996	39319.4889999998	26174.6335000005	86417.8610000003	107053.4605	51881.0934999998	56124.7339999999	95320.1335000005	91477.7569999997	38488.3010000001	96722.1894999992	118271.5085	69532.9834999997	62245.4354999997	37901.9659999996	31251.5030000006	34778.9239999991	101189.3365	65268.2259999993	32435.1299999998	236833.110999999	169598.4875	42030.0839999998	40127.6644999994	181045.170000001	33905.1625000008	101181.416	64638.5470000001	26043.6744999989	36742.5064999998
465	0	0	0	99928.2550000004	46356.5929999989	100862.021500001	0	0	0	0	0	0	0	0	0	0	0	0	65332.1534999984	0	0	0	0	0	0	29728.2800000006	0	0	0	0	0	0	0	0	0	0	112053.445500003	0	0	0
466	337994.211000002	39089.7819999994	33027.8749999999	307219.935500001	25857.1409999997	85436.3320000003	227900.068500001	101451.989	121409.554500001	37447.7215	50330.9409999998	73871.5235000006	63276.0260000001	23130.5155000001	76173.7779999996	81051.3155000001	52513.0679999997	408856.7265	61949.1394999996	70482.592	83858.3904999991	57260.5289999997	35214.3340000003	60113.8664999999	112421.026	579032.0865	34670.9824999994	101189.3365	113921.635	472868.4105	35216.9824999996	99935.4475000004	41399.3469999992	40127.6644999994	141975.5855	297989.958999998	73908.3424999998	49483.0494999996	26043.6744999989	36742.5064999998
467	131668.086000002	33199.9035000008	32340.800000002	34102.9799999997	85444.8025000001	36510.8899999997	133246.564	81753.2159999997	105698.9415	99837.7384999997	55696.1389999999	63068.1315	23149.5119999993	58980.8880000004	87707.3015000005	113917.306	73449.8785	253284.7275	49647.1690000002	60370.646	25422.5789999995	57813.1040000004	274415.395500001	28738.3534999998	48455.5299999999	30725.5135000002	35756.8220000003	24187.3500000001	24184.1820000011	31838.1959999994	294852.2745	110696.585	91836.781999999	61360.3635000006	49353.9624999997	331137.149	74887.182000001	119822.978999999	108997.800499999	34649.0365
468	31364.5299999992	32020.1055000001	163590.243500001	31642.8840000006	49561.9260000005	40299.2264999996	30077.8560000004	35176.8870000005	18955.9014999993	68859.5375000002	21544.1510000001	20652.1364999996	30719.9470000003	40643.5895000003	59762.5989999999	56207.4980000001	41148.5024999999	57215.8495000012	0	28227.1309999996	31490.9885000005	62421.3649999997	62835.8259999993	18507.8590000002	23141.7970000005	327708.596499999	31794.7139999995	64643.6949999999	33122.9800000004	143526.401000001	30707.711999999	65560.4254999998	0	30460.8214999995	67895.1440000005	31468.3199999997	68451.4850000005	27787.8030000005	28923.8269999999	56946.7805
469	63308.6739999994	89904.3534999997	29173.4140000009	62767.1075000015	102518.582	115359.936999999	60313.056000001	36651.2509999996	67050.0885000003	56487.1625000002	49834.8965000003	68449.3284999996	69277.7750000009	97610.0865000006	49353.5899999995	0	46575.3309999998	28491.166499999	0	28701.6655000001	74477.5484999996	44269.8005000002	126574.337500001	87160.8734999996	23141.7970000005	27758.3669999986	32341.9144999994	43896.5124999996	24287.8664999995	29693.6640000006	61291.422	121854.025999999	99888.3919999997	60332.1319999991	40499.1950000003	29939.4810000009	59214.1939999989	18806.3435000001	81954.5659999991	40947.7549999999
470	30579.4049999998	23118.0610000001	109822.611999999	358069.286	21934.3524999997	138964.9055	200353.421000002	49089.0650000003	32162.2869999996	98158.9105000004	32012.5775000005	62779.0590000001	39675.6100000003	33001.8180000003	43686.9310000003	150743.352	55438.5955000006	136972.962	32121.039	52152.3834999993	34780.5200000001	108759.177	938144.019499999	39069.4439999999	42305.8190000006	184427.4805	177151.675499999	42050.0244999998	63412.539500001	138960.057499999	29680.7930000003	102582.182	67251.7400000003	53237.2260000003	32340.7469999997	290142.281499999	94064.2664999999	43173.019	64049.5089999996	31093.5389999995
471	359536.621499999	44653.5110000003	357705.879	153205.9675	40664.1084999998	60914.4710000004	143855.846000001	30181.3460000002	39441.7574999993	41338.0574999998	39964.4474999997	49280.0724999999	62361.5874999998	50439.7464999992	20818.578	87226.1635000001	84796.9315000002	109237.145000002	31685.2795000004	28483.7950000003	64054.0984999995	56669.4629999995	732165.3485	36510.1354999998	20406.965	28152.2474999998	179396.395	70208.3005000001	39836.5865	139124.265999999	116676.246500001	41061.2615000002	44628.5885000007	51527.6529999992	31920.9509999991	118775.537	99209.3395000005	50365.5245000003	39797.7175	39512.5455000004
472	30729.8210000003	128684.3295	86942.7955000016	62767.1075000015	56964.7094999995	82125.9660000003	59757.5730000007	90703.6420000002	107037.598	118678.474000001	49834.8965000003	65664.1209999998	170742.865999999	97610.0865000006	103471.136	95830.8329999992	92542.1969999995	56349.0570000013	105459.03	93584.9675000002	144719.573	90543.296	247008.7295	77444.5124999996	54568.9150000004	56727.8789999988	34788.272999999	138148.5495	129532.62	87982.4029999998	60179.4410000001	100160.066499999	91498.9159999992	150931.242499999	112261.2285	30620.7720000006	38249.7049999997	130411.7805	138843.994500001	0
473	231698.894	170669.249499999	58455.9945000011	60980.3599999994	107615.5785	121683.8735	280596.987	62239.3275000006	99679.7665	119599.571500001	151472.542500001	148079.856499999	126618.040499999	87616.6629999999	47032.5574999994	70417.6950000002	76422.486	28051.7040000008	125697.2235	98799.5845000002	114429.596	108931.295500001	30700.6764999991	93521.4695000007	129216.7835	26760.8700000013	149559.045499998	31492.1640000001	115771.7675	88549.8239999998	30321.0180000006	135434.165	180368.04	77825.4419999997	67080.8395000002	28999.4580000003	140697.738	99895.1700000001	72221.7910000009	65277.2954999997
474	31807.290000002	44479.0369999993	29063.9144999992	30303.0280000004	55390.7700000005	59681.3544999998	29232.4199999999	14847.6430000005	21374.5069999995	51809.0840000001	56220.9909999999	99105.7009999995	62736.2315000004	43521.1295000003	21985.5405000001	30783.2234999998	61271.0129999998	28166.2150000002	46476.2799999996	54795.6245000001	90867.5659999993	64353.3444999993	30998.5249999999	40495.2900000006	88253.1220000002	26953.1000000013	30911.1950000003	23816.9999999991	35690.8354999995	308562.084	59938.0395000006	80251.3365000004	105782.885	32740.6055000008	19637.0185000002	29597.0280000009	22250.2065000005	42372.6159999998	41213.8175	52958.0815
475	29852.3629999982	54414.9334999998	28187.1919999988	30010.3980000001	67676.6894999995	33476.2119999996	114886.011999999	20036.0205000003	21956.0805000004	49364.0220000001	0	51669.8599999997	43011.5810000005	42009.084	32315.0750000005	79126.1234999997	74106.4985000001	84000.9019999988	70880.755	57200.4864999999	98671.1879999991	36457.3969999998	30458.9949999999	26294.2540000001	112441.796	80551.9675000006	60922.3675000019	29874.538	94242.5589999991	29632.3529999989	29945.1600000016	32820.4285000005	0	26166.7710000005	58963.5790000009	30425.0800000003	60799.8434999998	37424.5120000006	29478.1415000006	37469.5019999999
476	29777.3055000003	70546.8320000001	28187.3170000003	29409.5490000003	82106.9839999988	61148.9095000003	83538.0314999995	68509.8615000002	52005.0914999999	41463.2739999996	59927.601	81400.9160000009	68169.4830000005	29322.2020000004	21702.0750000004	49042.1129999998	76572.6844999998	239908.716500001	60558.0360000001	125749.2025	88423.4929999997	69400.2219999994	31149.4400000015	49365.5749999999	40297.8020000001	231448.880499998	59376.4999999998	59184.8369999998	60581.4419999998	221601.141	29848.2759999989	96903.8265	0	62571.5809999998	47891.7879999998	29375.2205000007	81986.1335000002	21628.1830000003	82320.4140000008	58037.5100000004
477	367707.211499999	48053.8174999996	25307.1714999993	27418.2299999999	67045.7379999993	73498.3845000001	26766.3409999995	19224.9599999991	30909.5970000006	0	23832.6450000006	33749.2360000002	72242.5425000006	41668.7729999996	78989.0820000001	51362.5325	65619.6749999997	49047.4375000013	52573.0634999995	63598.2720000001	0	71587.8769999997	53919.0524999991	40795.3569999996	86534.1785000006	23819.3420000012	82133.1904999988	61762.9519999996	19609.1749999997	25134.9149999991	26676.6719999992	41633.8189999995	79873.3625000006	89731.8560000008	40940.3785000004	53087.5150000004	52219.2410000005	39479.1060000006	20943.0390000003	21337.7424999993
478	26143.0079999992	32136.7645	146792.677000001	26227.6000000004	49858.1454999996	41482.2674999997	26124.4620000005	38603.9555000001	58752.8065	48544.422	91278.9469999995	61483.3855000004	54559.8539999999	49857.6199999992	21161.0689999996	56990.1600000001	75696.3024999997	144075.830000001	91251.2315000003	19368.2984999995	63496.0954999994	27833.4445000005	155294.396000001	51396.7895000001	37564.7150000001	48200.4995000006	333852.330999999	62613.9774999997	37580.4080000004	50894.158	26254.1999999997	76176.6205000006	135241.4055	41763.3500000005	67374.767	77486.8720000004	41179.8585000004	20294.9234999993	51695.2720000001	54140.0785000002
479	49624.8870000007	49883.7055000005	25841.4640000004	25705.6200000003	61487.3684999997	59836.7749999995	413470.504499998	65111.3550000003	57165.4749999999	44827.8360000003	54715.6265000008	133257.109	68987.9665000001	74435.8324999995	51261.4519999998	22426.3000000008	71209.3039999998	259262.578999999	67684.0029999994	90649.196	62756.5834999999	56833.8554999996	274254.737999999	68207.8794999996	110166.3005	93224.8100000005	26096.8154999995	78758.5330000004	45946.7959999996	25353.0794999996	196828.084500001	72380.3725000002	84588.1440000006	36432.4674999994	57320.0249999999	167457.552	90833.5510000005	91152.6625	101219.049	29815.4160000004
480	26764.9499999999	50116.6680000006	51215.45	27030.6680000004	82353.4835000007	32588.1605000002	26132.9250000012	53308.682	32547.0135000003	33047.6660000001	43033.3120000002	56159.6185000002	20940.9500000001	32606.1774999999	92997.3759999997	74000.2799999999	82067.0500000005	453618.894	55867.2474999999	54157.5050000006	96945.4455	76690.3475000001	27138.0374999994	74772.0870000002	109419.439	157758.353	284251.6125	149792.846	66555.3234999996	47106.3120000012	53491.4739999989	24247.9634999996	45809.8235000007	34857.8799999991	53817.5689999993	490382.860500001	47500.7854999996	85971.3999999997	67263.321	64275.5080000002
481	234893.287499999	73850.7675	97764.1495	209902.326499999	174079.829	101385.399999999	202492.011500001	0	100032.531	167599.692	46129.8285000004	146708.294499999	39915.7755000004	94873.1815000006	52718.7324999989	98928.1694999992	18154.3284999991	238563.743999998	69165.2244999999	111632.9085	56223.9390000014	103018.882	265279.887500001	0	61427.2899999997	185035.124500001	27462.312000001	94110.3010000014	131077.9635	51144.2540000009	78402.4089999996	64742.2775000003	55896.5000000004	124805.57	95141.9299999993	27176.3860000006	68144.2935000007	77287.1574999997	140560.2745	95277.9400000005
482	27301.3789999993	29433.5964999995	25601.9279999989	78956.5389999993	29591.6074999999	48378.7099999997	51404.655500001	35739.5755000004	29049.3909999996	55169.8974999998	27873.8075000003	39594.8764999997	48600.0659999997	53450.6899999998	39190.4674999998	28061.2179999999	30147.0510000004	25894.1799999999	29607.9100000001	29414.0340000008	29570.5310000002	57003.5924999995	26740.4200000013	23801.513	49976.1939999997	278669.952499999	81403.9230000012	38272.584	30496.8060000004	25751.8400000002	78179.2119999994	57889.8275000001	59458.3590000004	58311.9595000005	27341.1360000003	25816.9135000006	28922.2815000006	18606.5040000001	19030.4370000004	27922.9145
483	142735.341500001	19775.1035000003	23484.8249999989	24399.0999999998	37663.8230000004	29765.864	48509.377	27048.5245000004	18382.0199999992	58228.1415000005	26929.2645000003	66872.26	18795.1574999995	43770.802	47167.3704999998	18595.4369999998	68596.1415000007	46514.3559999991	28425.9970000001	27671.8925	40903.1520000002	31916.7020000001	74808.916	27970.3040000002	39541.1619999999	45103.2494999994	210369.863	22972.7799999999	78908.7460000004	23343.4575000001	254582.45	51009.1810000001	60017.5150000004	38024.9855000005	29067.529	49698.9709999999	19646.4655000005	37410.2715000006	66668.9045000005	27317.5084999994
484	48421.7789999995	57377.4064999996	163465.861000001	24913.5030000009	139294.328499999	75554.6325000001	47863.8594999992	63387.5315000001	109157.384	44709.7959999998	85193.7990000005	108611.100999999	61825.9145000004	53237.0670000005	87004.0190000002	119174.638	79692.4545000003	136018.765999999	58546.9910000007	54938.8320000001	73246.620000001	105862.000000001	74334.9790000009	115702.071500001	60684.6485	44958.7010000007	100038.1875	103716.661	106759.675	46687.9529999992	25038.1619999995	21818.3100000001	70883.8494999997	76214.2885000003	71291.0274999994	213536.007	0	97468.4730000003	66007.4159999998	122133.11
485	10291.4655	12850.3634999999	14721.9105000001	19262.0950000001	23612.5685000001	3761.63799999996	0	6039.41450000005	4123.78599999993	4568.87950000003	752.813000000006	10378.8945000001	387.630000000002	4382.0685	7014.51150000011	884.520000000039	1622.29599999999	1981.22950000003	0	17513.1394999999	7795.82049999999	3958.20900000013	0	0	7416.66550000003	10127.544	4854.67750000007	25227.3880000002	3412.85649999996	19987.6190000001	12982.0714999999	0	18058.2620000001	6686.00800000002	10847.4570000001	11690.3249999999	1041.13199999999	756.500999999981	6155.79050000001	314.975999999999
486	82577.8929999998	58212.2605000007	218664.5205	0	13869.7255	0	3582.85949999993	0	75197.3464999999	17617.333	5137.37450000019	7542.97099999998	0	0	103637.395	0	100434.4165	1844.95100000004	0	3138.21749999996	224318.574	40095.3724999994	75052.8665	35644.0950000003	6302.89249999998	5441.90049999997	1610.29050000002	0	0	46239.9384999999	5910.70650000008	25068.4104999995	67395.9655000003	9771.98299999998	233279.842000002	194328.3165	34376.7685000001	8098.3195000001	49445.9624999996	1438.67300000001
490	15708.4590000001	87515.3275000006	48125.7015000009	58590.9180000005	47372.2755000004	61970.5049999999	31603.0035000002	31903.1425000002	14726.3275	31189.6239999995	38681.4384999999	15838.2840000007	55190.7889999999	37412.2069999998	58832.0779999996	28651.7139999992	66965.5415000005	32194.0035000002	18577.1320000001	19382.4369999998	19168.381	68664.7470000005	31824.9554999998	66525.0339999995	88953.3340000001	52990.7570000001	44753.7814999996	18641.3829999999	8535.51749999995	47193.7579999993	32257.0285000007	44007.6119999996	63483.0249999998	63601.8609999995	22749.0470000002	15948.5459999997	37415.6979999994	56192.0854999999	29156.994	71873.2515
501	7213.63200000008	16971.8740000004	55032.1195	4702.77749999999	13492.1740000001	253.110000000006	4402.68300000002	6902.73700000008	30509.2110000001	106428.256	7766.71800000004	5243.37099999998	5117.242	10253.679	11695.3715000001	13018.6425	22278.2955000001	1053.509	5281.55400000011	15064.8055000002	35866.9129999997	20508.875	834.98700000002	12090.2874999999	7456.19499999996	4203.27850000005	70651.2599999997	43300.8540000002	437.778000000008	59383.8764999998	4500.18350000003	14432.7005	3149.273	8620.95649999989	8568.6929999999	324313.445499998	11486.502	8191.23249999999	31037.1344999998	14677.8099999999
502	3002.28650000001	7526.13400000012	113851.9345	5677.77999999998	4269.08100000003	223.628999999996	4068.00099999997	1346.159	13366.4405	32966.9229999996	1054.61999999999	783.644000000003	1959.46399999998	1726.61150000001	4733.38400000002	5216.21049999993	6447.97200000007	1634.80549999999	2524.95000000002	7007.34499999993	32865.1975000003	6108.95400000003	814.229999999987	4285.93499999999	1096.17699999997	2938.30250000004	52721.3164999999	17143.7865000002	0	40588.3585	3868.62550000001	7643.75949999986	0	3806.84350000002	0	425193.308	6570.51700000004	2091.304	13249.2965	6950.82599999994
503	23652.8124999997	389427.3415	74710.7039999997	81111.9245	112788.05	1740.08699999998	2932.48300000002	0	232143.257499998	82753.1834999991	20375.5724999998	3327.73000000001	10940.7390000001	50557.27	53510.2335000002	0	78537.3439999994	1516.075	57832.4754999998	0	0	0	2168.98150000001	2390.26850000001	28807.0904999998	1915.29000000005	0	0	2800.075	73042.0769999998	0	140949.6095	2678.54499999996	15682.3940000001	0	38152.1985	0	31298.3184999998	203587.8855	0
505	15845.9929999999	26583.3879999998	6875.20800000002	7769.48750000011	14291.772	3677.06950000004	229682.130000003	15260.5659999999	22527.6229999999	8894.89100000005	20004.9915000001	5933.38650000001	2122.2	3077.18999999995	24217.6989999999	23078.5870000002	23057.6634999998	37169.9954999994	14490.7150000001	6633.90900000001	22463.7650000001	29456.1125000003	28347.6405000001	406048.105999995	14271.5350000001	466193.394000003	7319.96050000003	19840.4794999999	4742.53800000002	15361.8205	6298.873	17791.3245000001	62014.3025000002	15618.2490000001	35699.4299999998	11758.5174999999	39051.1235	3812.00850000008	13541.1915	7166.23399999999
