row ID	s2_BE6_01_51119.mzXML Peak area	s98_BG3_01_51483.mzXML Peak area	s46_BE11_01_51127.mzXML Peak area	s51_BD5_01_51093.mzXML Peak area	s59_BE8_01_51271.mzXML Peak area	s66_BC11_01_51220.mzXML Peak area	s71_BC3_01_51063.mzXML Peak area	s76_BA12_01_51031.mzXML Peak area	s81_BB3_01_51177.mzXML Peak area	s6_BD3_01_51232.mzXML Peak area	s101_BA9_01_51025.mzXML Peak area	s89_BD11_01_51250.mzXML Peak area	s11_BA10_01_51166.mzXML Peak area	s16_BD2_01_51227.mzXML Peak area	s111_BC11_01_51081.mzXML Peak area	s21_BA9_01_51164.mzXML Peak area	s26_BC9_01_51076.mzXML Peak area	s31_BC2_01_51201.mzXML Peak area	s36_BD4_01_51234.mzXML Peak area	s41_BD7_01_51097.mzXML Peak area
108	5414.75150000017	295.573000000002	4764.61199999998	8345.46949999999	30596.3150000002	7610.98749999998	2096.62099999998	10203.7495000001	9327.0735	88712.3330000001	6332.92499999996	6067.38900000006	19531.3235000001	55531.3484999994	0	16173.616	1414.87399999998	41625.3570000001	5548.8075	15312.1514999998
109	43374.5369999988	29932.6604999993	187223.244499999	38709.7725000011	292559.675	165417.3615	42410.2515000001	58357.6590000003	249657.4575	84980.8919999997	56254.4410000007	149946.370499999	87514.9650000001	42003.8725000007	102373.454500001	138923.3245	109435.7965	41156.7659999992	43758.4329999998	39709.5035000002
110	6953.2065	424.630500000004	4764.61199999998	9672.15850000004	30270.586	8060.33199999999	895.165499999983	6506.15750000002	3204.56599999996	89233.3005000014	6332.92499999996	6067.38900000006	9725.51650000004	26278.4339999996	0	16173.616	1414.87399999998	16499.971	2018.78100000001	15940.503
111	105617.6555	885.887499999973	94829.5849999999	107347.895000001	1077.46500000002	100723.4305	106370.4645	133402.3005	96594.6229999998	101431.0215	108979.7935	95089.3690000001	91791.7919999999	109213.3955	108994.7155	94128.1820000002	116979.727	105608.573000001	103338.067	110194.179000001
112	18400.5074999999	0	10080.081	9727.26300000014	29980.2485000001	10441.7985	1237.19400000002	9431.94449999996	6940.68150000012	59794.2259999986	9428.357	10659.7669999999	18996.8100000001	25767.1984999991	0	16595.3019999999	949.460000000023	7987.81950000019	3986.94700000003	8946.73799999989
113	5155.85350000009	424.630500000004	8233.78	4728.00799999996	43069.4169999996	5520.712	1039.992	6506.15750000002	5325.23400000002	86956.8900000008	8121.63450000002	5937.12600000017	6638.74549999998	53050.9179999994	402.579000000006	7250.95200000003	0	7832.57899999952	2110.69700000004	5150.41999999993
114	90483.8405000003	309105.447999999	342917.1595	22652.3639999995	182004.376500002	45604.4175000009	46238.4389999991	87955.0154999999	86821.6599999989	89487.648	22375.5719999996	388604.028500001	175096.126500001	22770.4349999992	194050.324000001	225085.344500001	24016.9799999998	22704.6170000004	45650.4335000003	22691.1299999997
115	89257.1804999997	122691.561999999	2385226.1465	288251.1375	371912.436000002	112392.3465	148518.293	31399.3240000002	0	208913.570000001	182287.725	716271.488	165426.723000001	0	85695.1549999996	148294.415	212449.298500001	0	508535.495500002	27937.4250000001
116	39113.2140000001	37696.5900000001	75367.2690000001	66313.4010000002	37991.3110000001	57357.8585	60074.3079999999	53110.1489999999	53269.7014999999	73652.006	42750.2194999998	75560.5415000001	81392.5560000001	70978.1569999998	21497.5935	66405.296	59929.7095	77005.953	68512.4165	71557.1370000001
117	20958.0314999995	25172.4165000002	108561.442999999	69687.1950000002	46302.2515	67736.2644999991	22051.1060000001	20056.8000000001	21424.4799999998	92144.1984999995	41917.4860000005	70326.9144999997	20951.6580000004	45085.5089999998	65969.4845000012	90363.5139999999	20844.7410000004	107479.4415	44997.9660000008	89445.9855000004
118	143372.705	216315.953500002	124752.881999998	20839.5295000005	0	145482.878999999	228779.5605	290934.683000001	121608.306000001	213122.5585	21356.6490000006	334982.383500001	125630.9815	182825.752	60469.6824999997	81203.638499999	301183.9885	180984.184500001	44303.7540000002	228785.135000001
120	67191.0205000003	267643.402000001	91458.4785000003	30310.9109999996	28243.4415000004	36663.5019999999	43949.4519999997	387219.6675	57904.8659999999	131191.673999999	66896.592	57707.596	101224.092999999	59240.573	57735.12	118815.852	49372.5985	72644.9440000003	80331.4909999998	83688.3159999999
121	302125.920499999	284727.5095	21178.838000001	120189.7795	128561.964	21609.8139999994	64152.4555000006	290934.683000001	21047.4944999988	107699.9675	157151.177000001	230644.469500001	167556.056499999	81080.0425000001	41270.6950000016	105493.409999998	195114.797000002	224589.8825	123879.879999999	22065.0719999988
122	49563.3795000001	82974.247	97579.6234999999	89936.3505	88752.1105000001	72999.4074999999	82328.7555000001	71044.5744999999	68588.5450000001	87883.5674999999	50156.6985	89271.6229999999	108406.46	100904.9425	22884.601	91879.219	61055.0395	98190.5035000001	82399.0515	88526.9760000001
124	38589.890999999	27354.768000001	75341.2190000003	50837.1434999991	25231.5699999996	36860.1345	72963.2439999999	73815.1625000003	129655.7035	77220.533	58392.3520000009	77509.8779999993	58489.1310000005	96911.8939999998	70896.0209999998	58504.6779999994	62250.6289999993	137529.88	57500.2354999998	70925.0490000007
125	54967.8084999998	5099.04649999991	113511.315	124159.8115	4413.38800000002	60029.6004999999	55368.005	175463.9685	118411.7715	57209.1239999995	55548.239	130624.588	134328.7995	62199.5729999998	129654.8125	61763.8565000007	59271.131	50174.3100000003	138612.648	136233.9945
126	40078.394	30909.0799999997	79843.2145000004	21410.2079999993	57752.1064999996	55063.1084999997	120747.944	114688.5325	99263.2385000011	63356.5964999993	36356.1849999998	56798.0529999998	140810.788	37765.2624999997	37534.0035000003	41893.582500001	40858.6909999995	58102.0410000007	205854.9295	56259.1670000003
129	57599.2625000001	58527.0305	111464.0075	40203.9525	19941.3305	89955.078	85723.8270000001	72003.618	68661.6395	100234.5765	50894.7954999999	110127.6215	47338.6694999999	71433.0595000001	29611.657	85982.9785	91622.478	39730.6495000003	100435.293	36750.1325000001
130	28762.6090000001	57206.3145	66422.1135	56713.0270000002	72870.1230000001	39080.6155	99231.6705000001	131301.5495	40264.1450000001	54911.699	33218.4494999999	55488.5990000001	65340.6790000001	57231.1824999999	15347.499	52379.6745	13153.043	50971.03	57919.354	59788.6850000001
132	35880.867500001	52878.8379999994	51752.8379999994	92692.7170000006	24675.0240000009	55890.9414999998	56955.3304999999	35097.7295000003	34231.4009999991	37615.8744999992	60673.1614999996	36423.5565000003	33598.2465	54910.0965000005	71643.3105000004	50173.0580000002	40094.6209999988	89113.9940000002	74461.1659999997	54834.4704999997
133	15074.3809999994	24511.1249999999	15402.0840000001	119570.4875	68653.1205000004	32908.4929999998	67607.9300000005	102547.431000001	67854.4005000004	17500.4360000006	85596.8340000006	105007.67	70066.9280000001	15857.455	52401.332500001	33419.8785000002	98186.7335000004	47517.5415000001	86029.4174999999	33039.8699999995
134	301203.389	5704.19500000016	192185.674999999	51440.7304999996	66017.4980000001	162207.992500001	196660.341999999	2896377.267	259919.6115	1709173.484	177595.85	366277.383	590876.728499995	164106.651500001	316607.275999998	466562.9075	36522.3685000003	311296.3415	448731.847000001	261035.114499996
135	18272.5350000009	233650.885499999	240878.74	133155.046	168271.649000001	98114.6199999983	152117.1125	82268.0944999998	50824.7349999992	153035.493499999	17576.9380000002	86181.6689999995	17907.6559999996	18056.1100000006	205873.289499999	168685.128500002	90503.594500001	98151.4710000003	19146.0240000001	191535.0875
137	165611.717000001	325893.739000001	83986.3915000004	48800.7554999999	88697.1709999994	51562.5835000001	42344.9115000005	399052.326000004	130209.452	58100.3244999995	43770.2555000001	73876.3884999998	120581.5795	49179.8289999996	39312.6509999997	208761.804	81491.0899999999	93711.4440000012	149351.394000001	188576.281
138	0	0	0	0	0	0	195.160000000001	0	223.108000000001	0	45395.7505000001	200.982000000001	0	0	43587.2880000001	0	0	0	0	296.009999999999
140	51957.8739999993	137314.3725	111761.823	68305.9199999998	36245.6355	36752.8914999996	53217.1730000002	15109.525	1438.7185	50527.2710000001	76992.6939999998	122047.595499999	95268.2609999985	3249.84300000001	43360.9819999998	78444.8049999998	88005.9855000005	2617.20600000003	294031.2385	48844.7044999997
141	31239.0945000007	50819.770000001	201968.405500001	64597.0564999998	51033.1109999992	23953.5674999999	40969.2530000002	15109.525	1438.7185	45123.7664999996	55833.7355000004	161552.485	239354.953000001	2564.15550000004	19648.8239999998	103004.775000001	78323.2774999998	1115.53999999996	436061.112500001	14044.4089999994
144	26342.8900000001	55739.4779999991	34339.0325000001	13722.3389999998	6663.38399999991	13395.2875	16237.323	139157.800500001	28614.1425000001	37308.0834999999	35816.5629999997	22325.3045000001	37645.8849999996	14611.4085	18780.0455000001	53370.4819999999	131965.937500001	15593.929	32387.9759999999	24420.7485
147	0	235617.338500002	0	0	0	0	151502.609999999	9393.18700000017	1096.78999999999	194479.035499999	18959.1365000001	0	0	1141.57900000003	63265.9805	0	129306.169500001	1352.575	0	25661.0064999997
165	5421.51849999995	0	9137.52250000004	0	6098.08300000017	9611.07000000004	40143.8929999996	5289.07249999996	9730.42000000006	0	26536.0330000001	6109.48349999994	14322.253	19151.9855000003	0	22929.9865000001	9595.93050000005	15984.9205000001	9339.1200000006	4725.76800000013
167	19994.3755000001	37793.912	31185.1809999999	13645.8035	11957.4930000001	10334.5674999999	12589.2765000001	96653.1699999998	11701.604	38032.7635000005	15739.6030000001	31437.24	38126.0879999997	21591.6800000002	13491.6184999998	49490.4274999998	16632.1464999999	29764.0330000001	29787.1865000001	30216.0225000001
170	412220.924999998	332.513999999999	1993527.9635	4628045.18000004	1203416.6955	1622164.92	2586498.82949998	644777.049999998	2921399.34549998	3580348.9785	0	2916541.93749997	4043933.65400001	3182182.88900001	0	1951374.82499999	1626517.58099999	2560571.83700002	6462361.74550003	3832517.856
171	343272.474499999	276.7375	1096564.4505	1954106.7265	2418058.063	799617.538	603047.502500001	4646390.3035	789376.767999999	1458344.897	529.486999999998	3821135.76950001	1126040.4685	1512374.2015	255.528000000001	405763.579999999	598332.637000001	1707036.245	3529062.45950001	2390904.0075
172	25787.0959999998	252.098	60175.6819999999	97981.8815000006	112216.725	34947.3119999998	152451.765500001	303704.9725	37685.0519999999	86627.1919999997	328.000000000001	158718.0435	33125.5105	50143.5234999999	0	22121.3689999999	26369.4255	52727.9520000002	129012.6665	98575.8110000005
173	133162.499999999	366.800000000001	630777.937000002	1593915.28499999	446991.194500001	542971.071999999	857388.140500003	6783871.222	938415.247500001	1275500.659	304.295999999996	1062186.7905	1261314.15	1119039.8575	247.715500000003	599979.1515	513245.149999999	884620.782500002	2408182.29049999	1276614.36800001
174	540534.7075	585503.473	368216.803	367334.5685	409801.787	231628.5315	19964.5135	1208807.979	279905.1485	301020.295	203386.7755	331957.972	129467.306	372660.8635	301173.2465	681617.575	339379.5505	167235.339	345645.4485	405647.396
175	401784.4365	0	0	0	0	452.304000000002	0	0	156517.440500001	242.497999999999	354.430499999999	67363.2254999999	142015.7205	262725.494	242.35	0	171655.485500001	0	0	25289.0540000001
176	257046.991999998	517803.8675	106383.031	37251.2290000003	15954.677	35704.335	82632.8764999994	249289.819000001	52476.5400000002	93598.7060000001	112098.1915	45751.2035000002	208278.566999998	75530.0424999997	34662.5749999999	51753.5235000005	77245.7765000001	10800.2625000001	81699.4009999998	66474.7620000005
177	53854.9129999997	233179.780000002	113454.609499999	48966.1615000005	22726.8680000001	25142.1684999999	56948.5674999995	271099.395999999	19431.4954999999	102494.857500001	34506.9789999999	37311.8875000002	150349.742000001	5482.06949999996	41137.0724999999	233237.478500001	147003.376	13416.1665	86528.4684999994	42172.7145000003
178	76543.5845000003	0	114372.4825	191853.956000001	385652.685	74725.4734999998	19883.9825	360984.0655	52992.39	107494.647	0	456441.0945	72679.7125000003	68849.7695000001	170.508	43665.2534999999	58773.7099999999	174345.689	196736.0005	212790.715
179	267438.2635	430378.787	211218.262	184603.5225	229.39	0	0	1423962.0585	153648.728	164926.2405	170409.747	225501.3225	90214.6295	0	178292.2585	234503.57	518.6345	0	244057.296	229478.5065
180	358360.32	688629.643499999	193627.231	75775.904	225447.24	102583.0265	0	1802625.29	105358.134	137669.0025	119867.0465	276661.4765	83687.259	149798.173	121079.737	214648.9425	145459.358	86218.906	175323.975	241764.419
181	121390.578499999	131450.063	52566.0385000002	17286.4160000001	9596.25	18102.813	40253.7099999997	24735.8885	23040.5810000001	45224.343	63975.5089999997	23083.7825000001	127676.1615	34971.7584999998	14832.8745	155143.023999999	69956.7794999996	4626.88350000005	37969.5284999999	15544.9089999998
182	194707.882	240523.377	0	0	22134.6045	0	13228.3244999999	1730579.656	0	22768.2000000001	0	33537.117	0	47426.2885	0	162489.682	113470.9765	0	251793.807	0
183	69262.9960000002	0	139789.694	104302.152	199076.915	84732.8040000004	38939.4215	413266.2895	39608.042	74578.9795000002	50414.3544999998	185444.006	107927.0885	113468.562	56881.3835000001	75595.3275	42074.6435	81583.8299999999	80621.6144999999	101137.2735
184	162561.274	307095.572500001	128086.464	150078.937	177662.1555	93201.9434999997	63613.479	1310243.812	106684.6755	131537.951	120281.6965	168836.187	144768.085	109944.979	104956.9655	118525.9115	87197.9690000001	106004.5525	125961.5095	152221.4255
185	475716.391000002	1389.44799999999	867482.897000003	223043.772000001	13269.1610000001	0	8681.18400000001	0	13993.087	127117.768	637590.086499997	4309899.724	2183057.3445	33302.7354999994	2684.76950000002	2492175.481	36834.5140000005	36905.4990000002	0	394204.429499998
186	133954.268499999	456111.127000005	471022.335	190437.315	312272.347499999	259643.976	184641.234500002	252088.030499998	126454.303499999	482378.922499999	186733.5835	135687.894499997	266131.792000001	449371.262500001	472465.429999999	516666.829500004	514271.223500002	257544.734000002	497787.392500001	121647.754
187	648942.208499997	3501.91250000009	794478.891	311479.368500001	6443.94700000008	67628.5910000003	4554.89100000003	89387.4479999994	5637.27600000002	64110.0830000001	988780.540999999	0	480783.513500001	32986.5710000002	2166.15099999995	0	81813.0125000007	13590.7740000001	307427.1725	144539.914000002
188	209312.136499996	563573.858499995	401224.886000002	948257.013	915806.387500002	256600.9405	121054.525999998	398217.703499998	394251.253499999	138120.787499997	938670.947	133165.425000001	356964.451499999	204972.225000002	452026.855000001	201990.099499998	0	198166.216499998	1048478.8865	132090.955999998
189	481279.239	930515.5265	184169.028500001	213716.127999999	137844.786999999	98395.6459999994	83558.5870000033	331115.593000001	139954.355999997	530945.770999999	365841.832	97887.1634999976	85913.7325000016	245429.446499999	216229.602	93035.3159999976	315560.877499999	186181.534999999	202807.204499999	181774.692
190	0	0	581183.348499999	0	16427.7189999998	16244.5200000001	2148.50949999998	0	5248.37800000007	27802.2379999996	106612.167499998	3147956.3245	1292044.4375	4988.08400000005	1036.79600000003	1777530.148	192890.876	2445.10549999996	0	0
191	3859.52099999999	167.025	25496.7820000001	144391.3525	7368.70250000001	30559.6379999999	35335.1095	1418650.0585	84932.9119999999	99848.2919999997	0	27483.9084999999	90937.7764999999	110608.5055	230.958000000001	56222.3259999999	40158.7775	29171.641	205254.4695	82639.1380000001
192	185348.469000001	201018.432999994	94404.3440000014	340340.8485	202296.227999999	135430.9645	329044.9995	0	85085.4799999992	173896.926499999	390516.029999999	187642.221000002	0	0	497315.308000002	87317.532999998	90806.0009999987	295557.589999997	424818.400500005	0
193	1413550.7255	1833.48149999998	1131939.7455	0	31706.8190000001	33562.2840000003	2051.64000000004	242206.4055	2174.73900000004	17400.524	398922.096500001	1665856.69899999	174664.868500001	1802.8875	1061.74799999999	1819157.4275	201075.698499998	2130.56550000003	234482.433	162502.586999999
194	26825.0890000002	99126.8625000005	141905.227999999	1939.55799999999	33594.4595	18761.645	41930.7785000001	194581.492500002	0	0	8578.52550000005	52806.2359999999	42229.9330000003	0	0	33047.0955	78633.5170000004	0	0	1550.74499999999
197	97143.3304999995	246638.078000003	97373.266999999	96870.8069999998	204943.021000001	65853.3619999996	63782.2079999994	95865.2739999999	205870.586999998	63605.7975	60301.9174999991	164947.7185	97500.3105000011	63418.1124999999	206378.747999998	196812.347000001	165271.4705	130262.989499999	135832.993500002	60995.7434999998
198	486034.4345	590321.661500003	32326.0399999997	249341.946500001	471974.779499999	242997.720500001	217719.281	242310.0295	273608.479	217944.752000002	91882.0064999991	162031.655999998	33522.4199999997	395980.265999998	31446.1800000019	385849.635999997	34098.3120000003	397650.2565	33391.4490000007	280180.460999999
200	61720.2424999999	375081.93	151900.933000001	63093.5875000017	384947.342499999	404643.6505	386397.090499999	203817.4275	62921.749500001	222110.662499997	85685.8535000011	154563.7885	284019.375000001	123495.791500001	361269.185999998	63585.4335000016	178350.732999998	385770.312	194820.108999999	356980.656999998
201	56489.4244999988	425905.793500001	57795.6994999998	83431.3725000012	172550.8755	106340.7505	0	110511.310000001	302281.8965	58642.1075	49598.4680000004	57292.9115000011	196981.840000001	54843.3955000009	83727.6764999994	55219.8210000014	356147.858	116442.4875	178826.323	128458.152500001
204	100673.371	79617.0179999991	57025.879	47133.7680000004	75505.3064999992	23816.1065000004	47295.6279999993	99511.7730000004	75035.7409999985	152220.285	47180.0424999997	52204.5169999987	53997.9695000007	76948.6235000007	170262.446999998	75627.2854999998	262051.751999999	122653.472499999	157489.627499999	76063.9659999991
206	288772.407500001	289399.050500001	173995.0645	111608.436499999	247688.3125	90061.5900000012	151871.404000001	66167.7574999994	240249.487999999	68180.0270000003	129515.269999999	272970.4825	68235.1524999994	135499.9285	153656.800500001	225892.134500001	46210.2200000019	221745.178500002	115512.376000001	47323.8669999998
207	108987.227500001	94476.1015000009	45194.5605000001	111434.178999999	155231.144000001	42927.5790000011	44777.4095000002	23165.6219999997	153912.965499999	111766.683500001	108092.016	88559.4769999997	69026.0765000008	88220.4134999999	21985.4399999999	108865.3535	139870.777500001	66080.3269999998	68588.0455000007	45439.1419999998
208	44905.1169999997	236565.295	129135.5475	126087.24	219800.206000001	147147.2455	21880.0599999998	22318.9440000001	259474.283	154654.783000001	85408.3290000013	153086.014	63421.4904999993	146438.406999998	22400.9300000011	109046.782	279412.4655	167686.011	158063.736	61925.2850000014
209	11910.7735	18232.1719999995	28301.397	8571.04249999993	20298.9149999997	14726.857	30114.644	477075.798499998	5597.47850000002	23760.9995	15628.5750000001	12475.4799999999	14048.952	22036.5929999999	4638.189	119872.9475	34736.1455	18716.5679999999	13224.3065000001	19455.3199999998
210	181385.607999999	148097.591000002	128155.004999999	102598.187999999	79793.4175000004	179286.5635	84948.4305000001	39559.3394999997	21737.4240000008	43059.0195	164246.330499999	88378.1624999997	107757.504499999	157338.695499999	66142.4900000003	41461.7924999998	139034.5345	64882.255000001	43301.4375000009	87856.0500000001
211	2280.52499999999	34293.0265000002	536.763499999997	1160.88649999999	834.394999999988	3958.03750000002	2708.88550000002	615597.344499998	1110.489	237.800000000001	8007.49200000005	2417.86800000001	19787.7375000001	2169.84399999998	1048.10200000001	5527.187	6084.02900000011	1172.50950000002	640.696000000001	5680.67050000003
213	135775.837	75254.3294999998	87376.676	17801.0835000003	272700.251999999	35744.2004999994	34266.7400000001	33771.3660000007	219168.216	118208.928	80157.8255000006	18620.0564999994	184561.412	182898.425	68061.707	18014.8139999996	176903.4875	17665.0110000004	141603.197999998	17763.532500001
214	5543.90099999994	37381.1675000003	1954.43100000001	4712.19250000003	1023.588	20826.18	1908.4335	82317.0345000001	930.624999999998	806.504499999993	8601.07549999998	5917.24749999998	27540.6214999999	3279.07999999999	456.444000000002	11616.6749999999	11785.3055000001	4790.90850000001	3604.71900000002	5514.8215
215	44218.3930000003	23060.0899999999	87307.419	85641.305	9527.96000000007	42838.6805	51541.4579999999	224949.451000001	78259.555	6965.74199999997	43251.9510000001	130878.5945	70456.2845000001	35067.8510000001	3397.23249999999	75524.1834999998	46441.4994999998	120443.444	22102.5240000001	48168.9364999999
216	101241.286	0	74267.3045000008	38152.2530000007	4847.52800000016	77411.8679999997	13398.0925000001	47017.3290000004	23888.1679999999	14384.0805000002	62774.362000001	65024.6315000004	91927.1405000017	0	341.610500000002	72096.1695	2597.29300000009	13725.3239999998	12095.5950000002	63193.1610000004
217	20456.7705000007	696.859499999988	55945.655	38733.7914999997	16893.3645000001	30811.4670000007	13398.0925000001	66517.4499999996	24515.0870000002	0	42520.6540000003	64953.3119999994	68461.4119999988	0	341.610500000002	74686.2529999998	7176.85149999995	13725.3239999998	8328.70400000006	42711.840499999
218	50131.1765	0	102297.896500001	10434.6505	71045.7654999993	51066.0504999998	10797.1484999999	25969.354	2445.08999999994	77252.0469999999	130274.270000001	29515.5499999999	242483.4045	45676.4384999998	0	132017.482	12641.5905	20657.9400000003	1162.625	30095.7234999997
219	89958.7425000009	70831.4885000001	11337.024	0	10268.6174999999	9085.20249999965	0	17211.0720000007	16657.0080000001	17857.4775000003	0	18607.4314999996	0	0	0	61839.7179999994	18199.4919999999	34129.3965000004	35952.8854999994	0
220	29380.6149999999	0	37818.7249999998	3648.34350000002	17112.3794999994	51066.0504999998	13364.4385000001	18499.9000000003	2445.08999999994	50220.5264999997	73400.7064999996	59001.9819999992	0	39735.3044999999	0	48476.1819999993	7599.10549999999	20657.9400000003	1162.625	57803.0484999999
222	26652.5919999999	0	33349.4225000007	5809.66250000008	36335.7475000005	25343.2649999998	27408.4244999999	104893.081	2920.69800000009	115792.076999999	217134.448999999	27762.5519999998	145858.552	130168.080999999	1034.46	132267.295	14511.2405	26590.1759999996	1305.92699999998	37466.7534999995
224	130491.4175	15956.9560000005	23428.2199999999	39540.5620000001	58122.6795000006	79483.4619999995	10893.0280000003	118327.2465	23366.5110000004	46607.6315000001	37018.5254999999	11879.3884999998	37888.8445000001	32652.7000000003	41885.0079999999	59156.9514999999	23719.6155000002	10647.8664999996	45649.1310000003	10514.5719999998
225	19108.4880000004	1080.992	16822.8470000002	2336.56599999999	29415.3424999995	27028.97	8136.37500000005	17371.9674999999	4389.84950000006	13669.3999999998	21377.5680000008	92613.1935000002	295474.525500001	9495.59999999988	1336.18099999994	254121.986999999	7340.75849999998	17022.771	4520.75750000001	36998.0204999994
229	183057.844500001	10616.8300000001	29724.2979999998	28336.105	18216.7195	24300.5220000001	7047.36949999996	27291.2790000001	12032.0359999999	25382.9285	4026.61200000004	32437.0814999998	37738.3369999998	17068.6750000001	3677.916	70661.3239999995	9867.22500000016	31871.6355	16891.494	41431.0135000001
230	184887.9725	415190.667500001	176042.779	167362.818499999	161260.54	106649.995	73090.5864999999	1136710.005	121784.2135	129757.0405	153685.368500001	162058.834000001	149863.108	122815.12	115952.255	138754.07	102510.866	108281.403	135251.0965	166018.0875
231	58087.6699999997	99443.0499999999	26439.0445000001	7619.15500000006	3548.907	8965.98449999999	19007.8274999999	43759.6235000005	11363.408	21774.3925	26591.9109999999	10697.8420000001	65875.8804999999	19721.0394999999	7032.89499999998	100497.889	33226.9029999998	2836.96600000003	16066.527	9971.87300000009
234	513316.499000002	404402.927499997	146811.501500001	94954.1550000011	299354.677999999	98228.7160000026	240944.125500001	98722.128999998	98387.1809999993	156416.186000001	439106.154499999	104298.837499998	148193.235000001	273424.459499998	90779.5899999997	99816.9974999995	157120.402500002	197966.885000001	317894.052999998	100358.4085
235	71605.2210000001	5726.31999999998	13699.4904999999	17025.1809999999	8742.97000000001	6333.79199999997	2850.30350000001	8226.27949999999	3866.79649999998	5643.25799999997	0	14882.1599999999	4458.83299999999	5980.79450000002	2115.30350000001	14968.8219999999	5308.12899999999	15327.758	7929.07449999997	15664.2224999999
237	76270.9389999995	44723.3280000017	53711.8539999995	80111.3475000003	123127.716500001	105736.155500001	51721.606000001	76266.7599999991	107836.333000001	192480.128500001	78382.5575000007	85391.2960000008	109111.9735	80342.9549999998	48709.949	140407.600499999	82336.9585000009	52162.6120000002	51809.407500001	74754.0009999998
239	23986.3984999994	3749.87500000001	67100.2835000005	15641.4879999997	0	32209.8495	4073.65149999998	37052.47	1593.41099999996	4290.02750000002	97409.8054999991	17211.1390000001	52106.8690000006	2890.87550000008	2301.62200000006	117180.3045	101472.605	6559.97599999988	19257.4364999996	41722.4270000003
240	38194.687999999	29380.8960000011	36030.2644999999	123379.853500001	429652.765000002	18059.0345000003	71032.5390000006	121330.102999999	36784.0549999994	130593.895499999	113846.104	39912.1800000003	38243.1989999995	125093.889	33252.5904999997	112151.282500001	39991.1855000005	147191.6165	38751.0010000007	183498.3335
243	18146.779	82834.7669999997	44823.0735000001	72499.4245000001	23340.0559999998	28129.6485	16799.0959999999	16689.8494999999	0	10215.0675000001	28040.976	63331.5870000003	70947.2890000001	0	10569.0915000001	24942.0504999999	25456.1154999998	255.995999999998	37958.511	10788.7670000002
245	60563.4119999999	245662.0805	83748.2889999998	13823.177	23345.8065000001	37294.6825	8203.49699999979	10733.5189999999	435.547000000001	30887.5334999999	83617.8064999998	31813.8420000001	123292.466	0	21181.2040000001	73328.4379999999	23141.0164999999	0	136032.591000001	23444.2945000002
246	19165.0399999998	0	35861.1365000001	84030.4270000001	7061.15099999993	29191.6240000006	3463.73750000009	32234.9465000005	13092.742	13551.7669999999	38852.8179999985	64915.7334999998	43048.8244999994	0	793.217000000012	46047.669500001	3696.36799999999	18216.0404999999	6970.49749999993	111592.905
247	18027.3059999999	53884.2294999999	86717.7050000001	29328.9455000003	11710.0610000001	137604.127	8672.31999999993	11749.2855	435.547000000001	20863.4469999998	18008.5835	31507.2879999997	49888.3049999999	0	31747.1355	24733.449	17273.474	255.995999999998	78727.7084999999	10788.7670000002
248	54192.3954999993	129838.818000001	467545.444	121671.2515	44610.4750000008	80590.0455000001	20237.7619999995	0	939.167999999991	44439.9065000005	7539.56100000018	62986.7860000001	0	8538.85350000001	16759.9120000005	27502.1824999998	51438.009	984.156999999983	0	52470.24
250	23235.7585000001	0	0	0	0	0	0	1170.24600000002	0	1772.34	0	0	0	0	0	2917.13400000002	0	1493.47600000002	0	0
251	35114.7534999996	11964.0345000002	19014.0390000002	14806.4910000001	26767.8655000001	26275.8504999998	31965.6060000002	82677.0329999981	25446.4584999998	83772.9960000005	32734.6260000001	34582.5149999993	67208.4864999994	32777.667	36459.0659999998	0	13470.2864999998	23890.8699999996	31509.1334999997	30123.2960000001
254	103818.8965	486499.362999999	401224.886000003	0	150513.111999998	419168.282	162643.324	593643.705499996	271909.481000002	256241.818000004	98122.9249999999	125644.170000001	423014.978000002	184081.421	212955.653500001	284867.3	0	341316.4135	420023.154499999	345183.349000001
255	338972.134499998	101826.972500001	0	0	1673598.1625	389082.731	103792.980499998	216442.098499998	503792.513499997	106027.565999999	152166.052500002	228915.430500002	393347.061500002	110010.672	0	111769.984	279069.868	212492.129	112827.524500002	161102.3895
256	96996.9575000013	194906.145500001	58628.715	194461.042500001	112969.218000001	264571.375500001	165051.17	84907.2375000002	62632.0260000007	342583.120499999	57530.6354999983	270355.321	321744.364000001	91590.4724999993	310120.206999997	358485.213	207330.6505	212762.378999999	63287.2385	61902.4189999992
257	45821.3494999997	465869.905000001	276436.294500001	212608.98	340304.056	129868.916500001	197825.578499999	193514.944	215863.9565	218062.343	87763.0964999995	342150.053500001	23688.1599999998	128076.287	22790.6524999997	70981.0764999991	69060.3424999991	65826.4690000004	176166.129999999	192855.105
265	147214.387500003	500309.008500004	99377.8999999997	184642.363500002	737068.190999999	577383.290499999	513314.127000002	97557.4174999993	586459.866999999	104858.5075	140007.002500002	161147.892499998	106342.176499998	619835.899499999	95222.3745000005	155700.329500002	662798.444999999	584353.438000003	105503.359000001	195480.995999999
266	98741.8610000001	27990.124	63596.7554999998	80753.2615000008	76405.5185000006	91071.1059999995	77577.7799999995	647583.186000005	122468.644999999	79606.5410000002	62700.8200000003	76282.3070000001	147237.380499998	96070.1094999994	67828.3535000004	106031.6115	58003.5229999999	56810.0524999998	174520.817499999	96472.4280000005
