row ID	s2_BE6_01_51119.mzXML Peak area	s98_BG3_01_51483.mzXML Peak area	s46_BE11_01_51127.mzXML Peak area	s51_BD5_01_51093.mzXML Peak area	s59_BE8_01_51271.mzXML Peak area	s66_BC11_01_51220.mzXML Peak area	s71_BC3_01_51063.mzXML Peak area	s76_BA12_01_51031.mzXML Peak area	s81_BB3_01_51177.mzXML Peak area	s6_BD3_01_51232.mzXML Peak area	s101_BA9_01_51025.mzXML Peak area	s89_BD11_01_51250.mzXML Peak area	s11_BA10_01_51166.mzXML Peak area	s16_BD2_01_51227.mzXML Peak area	s111_BC11_01_51081.mzXML Peak area	s21_BA9_01_51164.mzXML Peak area	s26_BC9_01_51076.mzXML Peak area	s31_BC2_01_51201.mzXML Peak area	s36_BD4_01_51234.mzXML Peak area	s41_BD7_01_51097.mzXML Peak area
267	65076.0475000012	339123.421999996	154844.584000002	123154.487000002	194731.649999998	210575.116499998	213688.2785	31627.7830000002	304892.211499997	186355.0125	152614.584499998	186679.571	192487.765999999	338225.978000001	31483.0799999997	606892.866999999	257630.5555	369612.570999999	250817.167000002	280464.4185
268	90286.0634999994	35541.1339999978	44794.122000001	105489.869	457217.920000001	159085.048	46443.2619999993	43863.1204999999	75574.369000001	69869.8680000008	166113.301999999	48771.9105000004	69432.7475000007	65901.1999999998	21496.1905000004	71375.4620000003	46723.7759999995	89408.1004999994	69370.5985	172154.321999999
269	0	0	0	0	0	0	410214.8885	0	981.760999999968	0	0	0	0	0	17687.5185000008	0	0	979.065500000006	0	0
273	186901.508500001	855855.291499998	453502.947	274555.109999999	968480.074	311423.851499999	133826.112	788862.500499999	648824.867499999	318064.207500004	861364.516	697181.428499999	235031.154499998	906297.771499999	365285.952000002	236963.0035	48284.9394999992	608784.756499999	584528.3715	47914.6080000013
274	113394.323	19386.6384999999	28459.284	5384.12000000001	56659.8345000004	41600.3909999996	26649.0165000002	170115.668	73567.8049999999	36066.5425000001	54166.7610000001	35508.4445000001	64500.8475000002	17492.807	21333.0174999995	66356.0094999998	11223.117	17245.835	73752.6429999999	11697.1789999999
275	0	1551.05399999997	0	0	7512.57999999985	49503.5274999994	2711.33499999996	129752.3915	9708.89800000006	31931.859	411093.567000001	0	0	35114.6959999999	1169.6765	0	16497.9950000005	3222.79350000002	0	163489.906
276	176950.044000001	214258.9395	232737.444999998	220259.184999999	153604.187500001	174009.596500003	190774.868000001	140065.232499999	203213.194	199609.543499999	29469.8399999991	296842.815	117519.621500003	414949.064500001	276067.949500001	298819.2635	86615.3625	255395.944	175990.015999998	171301.850999999
278	118787.077000001	105780.588000001	99818.9569999991	68122.7454999997	272700.251999999	115216.422499999	34266.7400000001	171756.793500001	167853.69	118208.928	201931.3725	133411.376	81313.636999999	132351.927999999	68061.707	51125.4189999994	69815.8795	65398.1809999996	53348.8669999991	136001.527999999
279	24145.4280000003	369.112499999999	38458.8549999997	51153.2474999997	72886.6554999995	33328.7214999998	26925.734	26920.2714999999	265797.020999998	54665.7524999997	16600.8490000001	4753.48500000009	22640.0965000006	36085.9935	1119.4675	0	36762.1465000002	27693.3975	38568.3620000001	0
280	22810.568	0	21205.2030000002	13069.8705	23999.7564999999	9812.11999999988	17270.228	35703.6585	82600.6829999948	38886.9285000001	39166.1865	15329.3300000001	11722.8119999997	21141.7564999998	805.158000000011	0	56543.1745000001	14015.3289999999	28309.2829999998	0
281	29545.0399999997	201.227999999994	33330.2270000001	44448.4840000002	33852.5985000001	33205.9905000001	26663.8974999997	8617.21599999968	175404.473000004	31696.1685000002	23598.1945	16009.3825	58540.2950000006	14611.3885	1667.35800000002	0	28592.4725	35221.674	34322.8804999998	0
282	11633.0499999997	296.025500000008	28709.6399999998	19140.6255000001	55820.105	18321.1600000002	15539.0965000002	17428.2829999995	0	54535.5499999999	47341.1250000003	10666.7360000002	35444.8204999999	10281.4629999999	1532.05999999999	0	10826.9249999996	12311.296	29871.6934999995	4125.09199999997
283	104851.138	81994.8099999989	132367.303	66578.7005000005	39768.2155000002	99146.4875000004	46052.1789999996	8398.69250000011	1609.82100000001	46646.1595000003	30651.7475	26271.9415000009	398280.238500001	2062.36000000004	19385.8835000002	156368.48	239070.872999999	1327.56900000001	69123.5029999999	38106.4270000001
284	23320.1	0	43942.1884999998	94929.4470000003	6630.8485	12990.277	5110.4955	49248.6084999999	1343.5695	7981.68100000003	47355.7509999999	134752.496499999	87320.4384999994	2890.87550000008	2151.65999999996	0	71535.0160000001	5010.06350000007	28312.8990000003	8222.00400000022
285	23640.0989999996	0	27354.2340000001	63822.1604999996	72886.6554999995	33328.7214999998	17270.228	50209.2549999996	169657.699999996	54665.7524999997	11390.0960000001	15329.3300000001	23264.9739999998	14883.4554999999	1119.4675	0	36616.5510000001	14015.3289999999	18965.3930000001	0
287	264832.610000002	306196.016500003	275769.253499999	40695.5519999987	265027.658500002	175332.224	124080.351500001	119659.99	84124.0034999994	179635.087	80578.8264999988	89241.1824999983	285217.879000001	176262.659499999	266525.261499997	312385.327000003	227846.19	128037.4285	182730.609500002	86757.553999998
288	340991.3285	638524.454500006	400067.304999999	37862.6799999997	1048300.9465	754971.082500001	299801.8035	328518.655500001	39822.694000002	618820.072499998	77164.9455	117061.429000002	192286.239999998	850755.084500001	873712.176500001	342850.077999998	341282.180000003	707610.133500002	458378.5545	80175.5830000003
291	0	1475.55249999997	0	25752.1614999999	4732.14049999995	55969.2960000001	1886.4	66209.8720000002	0	8867.05950000004	18296.4480000003	263400.284999999	39153.0009999989	20375.5339999999	750.949999999998	724739.723500001	6803.28549999999	10773.7875	14459.5754999999	27715.8110000005
292	97955.2664999995	0	27388.2400000001	45810.2565	2616.82949999999	42395.1820000006	2340.27999999997	56466.9120000004	2593.10999999996	5512.10500000008	17622.8474999999	119182.170499999	109989.646500001	17840.537	511.211999999995	154181.491999999	1910.37300000004	7851.7965	8157.27650000008	13594.2799999998
293	20017.1240000002	5864.24200000029	70150.6804999996	12988.658	7680.80399999993	10969.784	7579.28000000005	0	0	21442.431	32204.5184999998	13858.3045000001	112521.4825	0	67111.1134999998	4111.37999999991	34712.7504999999	867.824500000026	59955.3940000005	0
295	29441.9615000001	20362.796999999	0	170888.612	351038.7545	12351.4060000001	27688.7560000003	3621.46749999996	1202.67599999998	0	8153.47199999974	0	27649.9899999995	2226.28600000005	22345.8359999999	34687.6504999996	43594.6085000004	2874.01649999999	0	17407.052
296	346.408000000001	400.085	349.676	497.191999999999	499.7425	437.079	278.46	0	524.995500000001	0	694.566	462.339	992.0375	2164901.0015	317.869	380.955	393.600000000001	0	919.53	1315.922
297	6210.06899999996	0	33355.437	178229.281999998	1494.1245	43271.279	88993.6060000006	2960891.70400002	162486.018500003	142025.017000001	186.845999999997	8848.62699999998	176374.092500001	136142.097499999	277.95	142178.4055	59425.7035000003	22393.1464999999	155063.059000001	75201.8050000003
298	0	0	0	0	0	0	0	0	0	0	0	0	0	438666.23	0	0	0	0	0	0
299	185.263499999999	626423.598999999	283.707000000002	0	488.724000000001	237.292499999999	260.839500000001	0	0	0	231.814999999998	0	0	328380.9235	0	0	0	0	84760.8625000002	0
300	0	0	0	0	380553.489	237881.811999997	621738.625000005	0	247887.702499996	0	0	0	0	232751.287500003	0	0	366446.308000002	352193.048000007	0	0
301	12777.703	0	48309.9335000002	102223.582	31713.6640000001	44685.0110000002	68448.5184999997	165403.190999999	74084.4699999997	10542.4120000001	0	72750.9839999992	96605.8869999998	85783.0635000002	0	52759.0594999997	43710.9959999996	66717.7590000004	160748.9275	93854.9075000001
303	7429.26199999997	0	32857.3115000001	74264.7285000003	20579.3735000001	29121.5765000002	40682.3719999998	128787.786499999	50099.3404999998	61007.7205000001	0	47980.6064999995	66751.7134999999	52275.3810000003	0	34892.8389999998	29877.1044999998	45223.1030000003	100324.3225	61192.1109999999
304	72619.7575000009	52381.1885000002	68071.7680000006	74516.4695	60298.4079999989	72409.8854999991	69549.5059999999	434472.056000001	90404.8350000009	63845.2239999985	68487.4875000005	75315.5539999996	113917.751500001	95477.4094999999	61355.5385	82529.0879999994	64048.0169999998	62806.9669999999	117004.207000001	90873.5299999997
306	10376.1665	39850.1425000002	13738.4994999998	18808.6129999999	738.568000000021	5069.62550000001	5543.04199999992	57933.6515000009	6740.95450000002	4019.25249999997	6956.12649999991	16575.4375	8251.04450000003	16513.0644999999	4761.74250000009	23265.0490000007	11842.18	2026.98749999997	13077.752	21569.8310000002
307	1266.654	180.125	17133.6050000001	41379.0889999998	10932.526	13132.635	22249.529	106967.1305	25416.1265000001	32463.7720000001	0	24289.9135	34162.6799999999	27983.826	0	15412.518	12555.5685	21282.3805	60153.1079999997	34164.4925000001
308	33745.1485	47011.7475000002	20577.7600000001	33423.533	5569.24799999995	16195.451	10960.3525	70825.5499999991	29246.0965000001	16935.6765	11272.8505	31816.4604999999	13322.7425000001	6389.54099999992	17208.3885	40090.7560000003	38502.7495	9621.55849999997	37237.3609999999	42666.2960000001
312	65532.2085000002	16547.968	59963.335	49561.8385000001	419369.267	182544.5245	11210.6170000001	1209049.4785	309313.973	381600.952500001	5049.67899999998	323629.510000001	265290.026	353689.7455	18640.9955	129817.9895	44800.5420000001	323620.391	336903.232	36862.0599999999
313	63114.5820000001	13893.114	52667.225	45324.7630000001	435488.160499999	171988.706	11135.2460000001	1509668.985	341324.6865	382992.069000001	5321.43899999998	312622.675500001	258705.114	348402.9165	14513.0685	129060.5555	29455.5025000001	325724.468	355200.8875	34847.193
314	13743.8310000001	22379.9824999998	93668.295	21362.6059999998	44931.8215000001	36354.3179999999	67401.3769999997	103076.173999999	35741.5320000004	13906.794	83289.7600000002	14336.5905	20064.3005000001	60204.7370000001	83801.6130000003	73107.4600000002	42874.6190000003	106454.4705	12992.414	102042.1825
315	29933.2330000001	10938.113	31159.3175	29568.146	262473.829	97985.5760000003	1960.54800000002	851989.147499999	194830.156	223928.015000001	3856.23449999999	180053.977	155111.204	204813.322	11641.7675	73560.2320000003	25504.111	192582.489	212341.3445	17369.717
316	109730.734999999	36880.4184999999	53166.6830000003	38900.9554999996	40158.4589999999	52485.5685000004	74801.1009999998	815643.187500001	35848.6025000002	67995.1004999999	37357.7475000003	75891.957000001	132618.080499999	77788.3810000003	63369.2749999998	103618.016499999	34019.614	65452.4874999993	59755.2884999999	87596.5150000009
317	38516.356500001	152650.959	83136.6574999999	35661.7889999996	88664.7484999993	72467.3144999997	117207.895499999	49486.4019999991	36819.526999999	177124.2805	114107.084	74069.5779999997	86093.3954999997	35683.6679999999	158807.540999999	18152.7420000008	38846.0259999996	56352.6264999994	38231.9005000007	132053.592500001
318	9191.20900000002	7211.72800000002	3233.747	3863.97000000005	2406.61350000007	16073.8319999999	15265.6819999999	110815.918	11907.5215000002	23374.509	2444.46399999999	8123.93950000013	2409.54749999994	7435.10249999993	17447.3584999998	16286.9060000001	0	2945.12400000003	22996.9349999998	11069.9850000003
320	5409.4665	39450.6439999999	11705.395	3459.34500000003	9686.481	4827.30999999996	8304.68049999998	44187.1474999996	11910.9085000001	5525.13600000002	11938.0645	4194.20100000003	10218.5859999999	7773.37899999998	7637.17350000006	21642.0555	2588.99650000003	3021.04999999997	6731.26300000006	9209.55300000004
321	73408.9890000004	28367.5064999998	71559.8759999999	51016.957	49567.6214999999	68676.389	5281.55849999988	286374.519500002	83387.2980000001	213452.062	74733.9235000002	76224.8545	94244.9114999996	78421.6229999998	103028.097	88975.0225	33543.1049999997	90618.9459999999	105138.927	82260.7074999998
324	29677.2525000003	0	37944.4550000002	46911.6815	11419.0540000001	40214.094	1451.26799999997	44018.966	5141.12150000005	0	89305.0435000001	15440.1995000001	23334.6785000002	352245.589999997	0	35619.8299999998	0	28284.9585	2169.74250000001	112445.177000001
325	0	0	0	0	214029.884499997	3770495.913	243928.914999995	120773.644000002	3800242.526	0	124661.080999999	0	0	115933.239999999	0	0	122173.439999999	356159.280499996	0	0
331	0	3651.8080000001	0	352072.903	18640.9054999999	49000.9064999997	11556.944	304162.363	2174.73900000004	18856.2054999998	625269.764000001	270071.914	428920.621499999	5342.05399999999	5446.63450000003	0	311837.779500002	4823.43049999998	363341.7175	199477.6105
332	361881.990500001	412728.358000003	31445.9549999998	182504.083	309720.902499998	120375.686	31995.2519999994	378020.775500002	181145.148	187774.040000001	355858.876000003	432485.810499999	787984.140000001	275634.246999999	299547.9545	254194.405499998	187754.3815	273265.6525	242945.668499999	154705.307499998
333	0	0	0	137782.831999999	13748.8065	49513.1795000002	9304.22399999995	82695.6604999999	1844.02799999999	9624.68950000026	147679.289999999	0	0	2533.8	4151.24700000006	0	219371.127500001	2697.26400000005	101225.214	141387.8405
334	61269.2724999999	178.323999999999	72466.789	156830.0815	95901.2215	50011.3089999999	78204.953	1167846.4955	146453.4685	132616.41	245.924999999998	77710.4084999999	249888.763	162867.377	446.551999999998	51136.0539999999	59900.5910000001	411681.0185	83822.4035000001	269273.8555
335	11810.52	42718.6699999999	41369.4315	38320.816	54478.2105	28207.4204999999	25894.9255000001	27616.8884999999	30434.9570000001	38831.5805	14485.4895	36106.994	42449.4624999999	43621.16	3438.02799999999	34931.548	27914.8799999999	40572.492	40160.2615	36415.99
336	5578.45500000002	19579.7725	17361.9029999999	18252.8965000001	26631.5690000001	13569.767	23491.9530000001	21016.5885	20627.4709999999	20591.3555	5823.10099999997	18384.8900000001	9556.15500000008	21369.2679999999	990.082500000006	18339.352	12329.042	21103.703	20206.5905	18752.4305000001
337	0	7237.52749999989	84099.3630000002	31970.0624999999	66206.9275000001	13782.7155000002	5294.7625	1930.6125	1625.631	36916.3384999999	50326.4205	0	28210.7285000002	646.614999999995	4870.69050000009	0	73097.8865000002	0	28251.6724999998	0
338	44695.4494999998	0	100568.596999999	7487.96050000008	48774.5845000002	11220.7875000001	17094.186	32168.2589999998	8710.03300000009	690997.197	0	25907.7650000006	0	52985.2945000004	891.072000000011	198745.371	8333.12200000012	19942.6035000001	1266.97299999998	31175.1405000003
339	14444.8165	51268.6409999996	20124.5790000003	45855.1575	24113.8095000001	14173.0505	20770.4664999999	2050.75000000002	527.274999999984	11947.3525000001	9154.04300000003	37315.096	8240.40000000024	492.599999999998	10926.9834999999	37654.5690000004	32848.1015	501.484500000009	16194.1569999999	8784.87900000011
340	4359.77200000002	30902.5255000002	2281.28099999999	1244.5	0	0	4645.67399999997	35102.6324999998	13701.336	4761.85000000001	6438.44800000002	1243.24199999998	4946.24000000004	0	6187.46450000001	31116.301	2900.01250000001	4314.8515	4255.0625	3221.923
341	6825.11099999988	15384.048	17825.8080000002	45855.1575	12385.4205	16903.627	20770.4664999999	6671.21600000003	396.396000000005	13800.504	9154.04300000003	15427.8620000001	18985.6285000003	0	9865.0825000001	17123.0905	20332.9665000001	1004.54799999999	34242.7814999999	15455.6224999999
342	26541.9764999999	81442.4855	53113.3879999999	24258.8535000002	13522.8775	11040.2520000002	6864.03900000008	2703.50750000003	0	17968.7470000001	36891.4265	44428.4050000002	40802.0550000002	394.758000000005	11642.8770000001	39656.4375000003	20076.2830000001	0	37759.9045000001	10208.139
344	0	211476.248	124114.670000001	321478.760999998	132825.299499999	258892.838000001	123170.237	83636.9539999983	133645.183000001	0	149393.833999999	140306.472000001	91076.5354999989	130688.052	384617.064500001	216373.475500002	389158.979999999	126492.070499999	95812.5134999988	82344.9190000006
345	51953.7945	56521.6145	73092.6555	217248.016	41981.467	88448.274	8526.543	213052.6705	39024.112	43719.518	56651.547	73609.9790000001	38564.168	15591.799	33892.257	105537.963	63001.724	23518.0555	98308.783	57178.602
346	10879.411	0	40665.8594999999	63644.0230000001	76188.8644999998	28300.3545	20278.7595	106647.683	26152.366	45545.6005000001	0	112371.112	36469.1895	44621.6305	0	12110.3685	20392.8125	62207.3199999998	83848.1815000002	74477.1179999997
347	41517.1424999998	216315.953500002	162068.633	319791.750500001	268762.780000001	80643.5054999997	308582.9475	217210.84	163148.897999999	102211.667	118972.039	353852.143500001	80116.6669999999	284645.8415	60469.6824999997	42722.8040000001	384875.178500002	257147.274	41707.8794999989	206967.654499999
350	14928.728	37506.7659999995	28291.5250000001	18316.5714999999	13606.428	21113.657	7212.39200000006	38312.7665000008	20319.1795	24364.4115000002	9575.43000000012	37953.8810000003	26515.1495000001	28262.5595	8755.01349999998	34785.7179999998	45977.0409999999	5131.20950000005	44726.91	27784.0334999996
352	49645.997	0	28699.0685	59915.5575	38255.1175	17798.8435	23859.082	376953.326	43657.3265000001	64890.4815000001	248.139999999997	24666.6035	48211.2285	25355.019	0	13811.622	15724.4755	149691.432	27878.168	72791.8659999998
354	56645.5459999998	0	27388.2400000001	95575.0399999995	2616.82949999999	66121.1519999998	2340.27999999997	31477.5109999997	2593.10999999996	11217.5445000001	138709.397500001	1249246.026	18923.6119999996	20375.5339999999	750.949999999998	79280.0559999995	7434.7345	10773.7875	13332.4995000001	26685.8010000005
356	0	0	154137.371	0	365313.7805	108707.546	89117.6595000006	2605739.6185	106375.1705	0	45322.8324999998	301881.223	295650.3095	0	0	0	0	0	598711.057000003	0
357	889.377500000001	0	731.068499999995	3832.11999999998	0	2970.91199999999	4141.84700000001	188505.813	3988.94900000001	6653.97599999999	0	559.306000000002	17858.4970000001	875.039000000008	194.9815	25162.1914999999	4491.736	1621.30599999999	3627.20699999999	3343.16549999999
358	2862.7875	728.748000000003	9972.14400000003	374.644000000004	50775.422	6958.887	5388.98400000008	212183.549000001	6996.89100000004	464.765999999999	8534.05049999997	42102.09	27128.8674999998	327.500000000001	426.010000000002	1124.1765	429.944999999999	337.942999999999	83130.1100000004	373.641999999998
360	18405.4399999997	0	8700.75599999978	9232.5624999999	13221.242	24298.0020000005	1656.27350000003	15617.2810000005	2919.33899999993	537366.077	37090.7760000001	165775.835	11449.5759999997	1516336.598	0	33686.7665	1289.68000000003	35058.1494999996	2169.74250000001	48294.7650000002
361	39454.7920000004	0	12573.7960000001	11680.7465	22965.7275	27809.411	16075.4394999998	34972.7090000002	1191278.479	31696.1685000002	16498.6960000002	4228.37099999996	85918.7009999997	13119.4504999999	0	0	30626.2285000001	27348.0279999998	15620.159	0
362	58318.2785000007	0	219511.7345	265535.549500001	4847.52800000016	14749.6799999999	2329.9095000001	60245.2069999996	23888.1679999999	14384.0805000002	185486.8325	877085.999500001	135209.325500001	0	793.217000000012	139342.920499999	4669.45600000004	16461.836	16545.74	63193.1610000006
364	13546.0669999999	21304.7650000001	36820.4545000004	20382.7759999998	7711.72449999995	15881.1969999999	10413.3279999999	5833.55999999999	286.650000000003	20251.93	11997.5960000002	45018.8115	22890.3805000005	0	14087.843	20186.6005000001	40218.9990000003	0	20182.0610000001	3243.86650000009
366	14783.8094999997	211207.2655	97970.8869999994	59301.0119999998	22067.0440000001	18368.6289999998	22807.3115000002	14119.8265000001	261.599999999996	10170.9914999998	31583.7195000002	29740.9710000002	46001.0939999999	215.036500000004	17276.9120000001	11370.144	62768.6739999999	0	108456.3065	13768.3939999999
367	6961.45500000006	0	7846.33100000015	2160.14799999999	2882.30249999998	0	13373.2919999999	9264.09400000009	109986.474500001	0	2563.80999999994	0	0	0	0	0	11504.3479999999	0	14944.4615	0
368	8622.71849999984	0	3446.35199999993	0	11964.007	0	5694.98900000001	15352.9744999999	121761.682500001	0	0	0	0	0	511.679999999994	0	5355.93400000008	1714.17049999999	5869.50850000001	0
371	23944.9740000001	100808.197	41935.0549999998	45598.1289999999	57951.2209999997	15904.2509999999	9647.97600000002	125390.741000001	30471.4555	10948.266	16011.7755000001	64925.7220000002	50504.0195	12364.5795000001	2768.95800000004	60827.916	26785.8729999999	57514.5189999997	10934.889	28001.7089999998
372	25559.6515	192916.867499999	74362.1514999998	30725.414	111762.585	16650.8195	45221.7425	2095.07550000006	1043.40600000001	26840.229	15444.549	84405.578	29212.9665000002	2423.51749999998	6274.01950000006	20953.2885	25840.1265	2140.20000000001	30212.0894999998	7304.03250000013
375	9127.09200000003	50672.9605000004	39714.1614999998	45412.0949999999	9697.74500000016	14926.539	9622.93249999981	9768.02099999993	1575.71599999996	41010.1180000001	9780.13450000016	29579.922	212277.058	995.479999999987	21580.2040000002	71991.898	33259.901	978.184500000021	92909.2915000005	6981.22000000013
376	98432.7834999999	422.629999999994	55808.0635	79513.4724999993	74543.4890000001	50814.8020000001	30270.8319999999	578251.034000003	78128.3780000006	63691.8939999997	82244.2954999996	72719.8699999999	91963.6089999996	56461.1829999999	46411.1869999995	98732.0815000009	39643.5844999999	75654.0015	58609.1570000005	69870.5475
377	0	0	5632.93150000001	23512.5189999999	322.938	5166.2005	42881.0935	195436.092	41037.1490000001	8361.54899999999	0	1387.147	26846.672	5512.03399999998	0	18762.4985	6961.89950000002	3780.071	5565.96549999998	6219.312
378	3745.84849999999	0	11427.3255	19815.5979999999	5008.38699999999	5321.63549999996	1152.5955	137304.4155	5468.81550000001	12894.0615	0	11622.7614999999	9580.87450000004	5036.242	0	22004.718	19242.1865	6508.59000000002	28260.8449999999	29467.8085000002
379	64782.4240000004	664.013000000006	34609.2929999994	30862.158	834.644000000013	42084.7920000002	2214.18450000003	49592.5650000004	6145.36200000005	2989.36799999994	227359.1965	255713.039499998	157467.922999999	4115.78449999986	0	262234.112499999	4598.13249999999	5570.37200000003	9926.0925000001	73390.3884999998
380	17712.9659999996	68033.6904999998	23829.1910000001	9081.70699999999	28765.0869999999	17940.9750000001	21903.187	88789.2919999996	23435.2699999998	4572.62000000002	13537.5035	19438.968	24652.0889999996	0	12468.7414999998	5881.03999999988	20944.173	12597.9835000002	8729.18500000016	4267.01849999996
381	63902.8265000001	4733.162	14128.9135	12733.6165	8968.35899999998	11086.2345000001	4092.50000000003	14616.6985	4402.391	10172.5285	1992.039	14665.53	16596.8940000001	5226.34350000002	3902.48950000001	14869.8175	3527.69050000002	15208.3515	7179.55	9198.76000000003
382	26854.9649999994	9588.9365000001	17122.9620000001	0	33814.9194999998	25030.2935000002	15486.8849999999	309761.342999998	56363.2205	22195.5509999999	23758.8839999997	10928.736	20284.7824999998	0	17729.7615	33231.3509999999	8464.73849999994	6859.94399999997	52696.2145000002	0
383	176521.017000001	937269.636	130388.81	66811.8889999998	296923.6575	130911.203000001	22807.5025000008	246459.739499998	176442.294999999	134957.966500001	127015.982000001	183212.2135	160731.264499999	91933.1379999997	228168.028000001	222844.004500001	199756.974499999	358770.014	24389.8200000005	133361.774
384	241202.860499999	330156.318499999	102381.2445	117879.032	328733.7925	140847.037999999	21808.1140000008	191086.274000001	80392.0085	202311.612499999	118836.940000001	104100.666000001	63137.252	42628.2255000005	155301.565999999	84442.3449999991	21955.2420000004	100941.738	197568.093999999	103536.613499999
386	0	0	0	0	13748.8065	49000.9064999996	8630.45000000002	297754.257999999	2581.94599999999	14138.5475000001	0	0	0	3937.15949999995	3094.08250000003	0	0	2697.26400000005	79471.6755000003	0
387	0	340295.367499998	89248.7925000006	53506.563	74708.5985000019	48183.5410000009	46580.9579999993	47494.7374999995	122538.605499999	45887.8274999979	135138.901499999	46789.9430000006	89018.4365000003	67225.5720000001	219136.647	96546.1360000001	99386.1259999992	116877.736499999	125443.273999999	167533.0625
388	36127.208	36427.1695000001	23138.497	31994.9885000002	19765.959	18617.0640000001	6385.05249999998	191541.2725	23925.8764999999	26020.0965	24024.7935	18808.1135	49360.5075000001	43497.43	15976.2865	59037.7434999998	11010.748	24305.4935000001	31982.5450000001	14451.9495
389	16257.9165	8883.23749999987	5479.30950000007	7328.00999999989	2266.46099999994	5636.75149999995	1772.29950000002	28709.2660000003	4222.83499999989	5265.30299999973	5388.39850000003	13018.8620000001	3325.86450000004	6246.20499999996	5602.92350000001	9231.35450000005	13730.5545000002	6175.9279999999	5498.05450000001	6362.12500000009
392	237566.894000003	426490.222499998	460983.964	233527.972499999	757219.300499999	117014.1355	460085.248999997	376300.047500001	431875.531999999	586182.569500002	303918.174500001	453159.477999997	823953.544500001	343235.897	269238.202500001	370727.1665	161433.521000002	455622.002499999	286958.615500001	352192.787999999
395	0	0	0	0	274061.849500001	484198.067999996	252006.531499996	740081.004999996	380168.041500003	0	383327.740499996	0	0	480372.725999997	384133.505999999	0	3398882.84500001	353944.249999993	0	0
396	122332.925500002	201870.772000004	229679.355999999	253399.053500002	293803.420999994	84825.6294999995	132589.119499999	111227.822000002	0	87397.5884999993	100165.345999999	93587.2194999997	92929.9454999995	139647.804999999	267540.753	120358.577	86276.5815000004	0	166924.2935	83288.2064999984
397	239901.267999998	3340229.3495	218672.289	98877.195	199836.915999999	47582.0365000007	48713.6394999988	121389.6225	126386.735000001	71434.9049999999	232816.666499999	208575.157500001	156887.027999999	45927.5230000012	97524.6744999997	174705.786000001	154250.776499999	228465.875000001	156148.790500002	72395.745499999
398	354239.562499997	81407.2874999986	241612.167499999	61772.5439999989	149568.442999999	0	366122.697499997	0	444331.036000002	109886.476000001	384611.917499999	178775.906000001	0	106071.273	529067.654499999	457707.577000002	0	0	0	0
399	81055.4915000005	83256.6524999995	110508.3845	195794.090999999	76220.9280000029	0	158167.805500001	0	174753.633999999	0	73858.6465000012	0	0	0	137468.688	162880.939499998	112756.5105	0	0	104935.736999999
400	108127.332500002	81397.7024999982	56992.0329999996	239978.132000002	148265.481499997	147438.286999999	75907.5785000001	102167.352499999	146572.8455	176037.124500001	151144.4735	194434.467500001	94783.7355000015	57248.7475000015	137468.688	89897.4229999992	112756.5105	83596.6210000017	184987.498500002	185106.839
401	130917.218499999	861937.763499999	225983.682499997	250079.999999998	1364205.255	131556.9315	184790.182000003	153723.792	68083.4879999988	193163.094	318634.6985	416067.543000002	469144.346500001	129232.073999998	331602.968999999	236064.834499999	242654.276	274680.561499997	137038.0125	391635.232499999
402	71622.0545	78585.3600000012	194773.695500001	93492.5249999999	72822.893000003	53278.1475000008	95729.5255000001	94387.583999999	154320.021000001	177840.512500001	215030.6145	251461.036000001	165552.469499999	122931.1425	195953.081000002	105511.103	151910.878	168722.681500001	218080.2145	166071.368
403	263099.388	76493.8999999987	234151.6185	0	256088.664000003	0	100961.833999999	76218.1985000013	0	158399.8345	116686.833000001	307336.521999999	299124.725499998	0	0	153758.098999998	107827.7515	150235.591499999	0	212249.3225
404	551823.322	3361163.3305	142062.198000001	188828.967000001	69721.830999998	169323.876	114886.726499998	192380.084999999	280763.551	84069.6030000008	104846.964499999	95166.824999999	177052.938499998	170250.963499999	269004.692999999	237062.233499998	204252.999500002	215486.191499997	157881.866500001	247002.9975
405	74110.9749999998	308331.198499997	49983.3849999987	150231.165500001	690126.761	105954.998500001	96692.9635000003	73755.3595000009	81563.9209999989	266671.042499999	135838.680000001	0	275280.471999998	54858.3225000009	0	0	135786.225	0	0	74343.5189999988
406	0	0	0	23745.1189999999	15097.4629999999	7792.58500000009	0	0	2347.97400000005	11663.8880000001	0	0	0	8691.58900000011	935.422499999998	0	0	2432.417	7625.87500000002	0
407	141944.286499998	147383.448499997	94276.7955000004	94944.331500001	785350.695000001	121020.651	157811.0365	120302.349	124129.33	49773.5629999994	65548.4990000003	182824.579	101582.669499998	141466.043	183063.0195	126641.57	71699.1990000003	171054.015999999	182949.823500001	67941.6234999987
408	214144.096500001	73522.6799999996	0	48622.1989999998	66218.2870000023	269056.248999999	0	0	90324.5104999981	476462.072000002	43594.0430000007	498080.041000001	332950.703500003	121519.06	79955.7019999996	237305.465000001	254731.433999998	286690.073500001	327642.321	285099.282499998
409	128738.735	140860.396000001	140007.874000001	68168.0919999978	66387.3119999979	91475.2180000009	152923.221500001	128811.565000001	140325.613	187765.1005	162993.4645	193593.11	189657.304	112903.037	112255.7795	140940.5395	142784.927500001	281433.514000002	194985.187999998	196618.4605
