row ID	s47_repeat_BB5_01_51298.mzXML Peak area	s52_BC9_01_51216.mzXML Peak area	s60_BE12_01_51130.mzXML Peak area	s67b_BB6_01_51043.mzXML Peak area	s72_BD4_01_51091.mzXML Peak area	s77_BB8_01_51188.mzXML Peak area	s82_BD10_01_51103.mzXML Peak area	s86_BB11_01_51054.mzXML Peak area	s7_BB6_01_51183.mzXML Peak area	s102_BB8_01_51048.mzXML Peak area	s90_BA10_01_51027.mzXML Peak area	s94_BA4_01_51015.mzXML Peak area	s12_BC6_01_51209.mzXML Peak area	s17_BA6_01_51019.mzXML Peak area	s112_repeat_BB9_01_51300.mzXML Peak area	s22_BC4_01_51065.mzXML Peak area	s27_BE5_01_51263.mzXML Peak area	s32_BB9_01_51050.mzXML Peak area	s37_BA5_01_51017.mzXML Peak area	s42_BB3_01_51037.mzXML Peak area
14	73469.6319999997	550736.724500007	541588.355499997	587162.377999998	565386.303500002	566895.8085	586872.507	512882.504499996	611981.056500001	586108.982000006	586332.797500002	584827.372499998	601289.636500001	536823.558499996	56652.1840000001	621579.233999995	555086.981499999	589252.517999997	612971.641500001	587344.238999997
15	631274.836	218388.371	692612.38	504185.196500001	543940.2945	445740.0155	485053.219	622647.334	543678.5595	377651.304	460815.296	622002.6625	182829.141	764407.2735	843657.428	377279.8625	1090273.175	518985.762	880518.5695	720214.815
18	891670.5525	568953.5125	738101.408	779353.436	956070.976999999	703965.0565	895381.116	202795.7135	775119.9745	687525.0025	729293.0245	655263.891000001	692011.48	909250.862999999	788795.5515	508586.1695	824255.956	831828.309	828712.687	766714.079999999
19	1106349.2795	139972.545	378458.401999998	428045.847500001	541811.885	251970.548499999	557414.420499998	141837.734	1063525.73	358318.7205	537914.553500001	654765.422500002	388686.235500002	785391.726999996	1054090.047	265319.485	634070.326500001	720370.844	1352885.677	807438.731499997
20	591443.108	330082.102499999	407966.226500001	413424.0515	469821.224500001	442370.9115	442793.4455	114778.0575	424090.003499999	348051.8115	418350.959000001	342245.884499999	397539.262000001	520374.073000001	442729.045499999	282004.650500001	542347.3495	451681.959499999	483846.251	422007.107499999
22	0	589000.835500006	245625.642500006	498754.833500001	373211.193000005	241128.529500001	245906.744999998	0	118630.939500003	235705.283500004	246746.386	117935.209499996	243523.644999997	247085.742499999	0	242173.246	251852.475000003	240528.278000002	371725.619999997	501354.04
23	0	0	253903.110000004	377657.458500001	753135.308000005	348560.380000006	381301.411499998	0	363455.425499995	364498.634499995	375485.880499999	241780.718000002	0	754814.649999995	0	366372.7085	375767.202000002	243362.589500003	756507.282000006	376138.638000003
24	0	0	502092.205999993	0	1850045.8125	0	242946.737999993	0	120157.315500001	360946.534999999	122138.527999995	840466.309999996	0	123735.539999999	0	0	367307.571499996	0	368437.001500003	0
25	33705.2799999997	76893.0729999999	17662.276	25680.2675000001	25091.6480000003	15296.1135000001	24114.222	16823.0789999999	38837.3949999999	22555.7969999997	46762.8254999999	33419.2760000002	20775.3689999999	38416.7974999998	29485.2349999999	20081.7165000001	47459.9119999995	23462.1940000002	53359.4840000002	31930.3389999998
26	5173392.89999999	3821928.08000001	3340.36950000007	5130719.869	640000.679499999	799157.7425	3152497.8985	674514.949000001	3233477.198	1445503.9885	1944578.1785	39890.0340000003	1954991.814	3459102.6885	2368639.4335	3084726.9155	263451.906	1221708.487	1485014.3395	2376626.685
27	0	0	0	185.659	0	0	5122.51050000002	0	527.620500000001	220748.3485	188.0825	0	0	0	820297.215499999	0	0	0	378.492000000001	0
28	5068.84599999995	14903.1340000002	5362.46450000012	30969.3839999999	1290.28650000001	829544.976000006	0	43844.6039999997	110389.5435	467644.982999995	35378.5005000003	37397.3064999999	20647.5750000002	19574.182	238866.3195	2482.06250000004	85488.9159999993	12176.5545	1202359.36050001	2228.652
29	23574.2259999998	10256.3499999999	11951.321	114995.243	2433.6620000001	439086.143999994	201586.374	10961.37	112084.7225	563943.066500003	138637.624000001	27775.964	19107.8624999996	12481.3905000002	145769.5685	2078.81149999998	125279.134	11725.8319999999	309760.637999999	6337.10849999997
30	149151.5235	536247.918499999	560354.446500002	514926.446000001	577250.578500002	554771.6135	590209.537	553684.037	541601.5205	517781.6965	508585.799000001	585551.541499998	536359.659499999	595652.7215	131158.2535	578020.532500001	568443.796499997	571120.775000001	603381.244000001	571836.404000001
31	319837.590500001	308266.042	483350.985000002	866125.724500002	374244.0045	318604.768500002	344853.282499998	370021.387000001	346237.007999998	340726.681499999	345449.064000001	323875.048000002	378097.165999998	377843.559	748919.137499993	355359.3635	437975.962000001	346464.946499998	2854245.64749998	305531.9635
32	0	77276.137	254249.6795	204034.779	240094.54	263297.382	271956.179	0	199616.2535	142076.275	167350.964	253777.8805	57591.1035	452677.497	0	131588.689	4150.389	238975.0915	378922.9705	494658.3725
33	9691.77599999985	17291.2209999999	8162.90849999991	164156.0775	1800.41999999991	411473.222000001	42621.0435000003	104033.0595	41164.6694999999	85725.968000002	58188.5635000007	8430.30899999981	39855.7664999994	6680.27749999998	57791.0205000004	3767.87949999996	488613.1995	7075.48199999994	132856.5835	5120.04199999991
34	50144.7829999997	336185.140500001	351983.567999998	341650.1985	360790.427000002	364398.250000001	370756.286500001	322315.016999998	346288.238499999	315575.2715	346846.465499998	341650.635000001	354203.199	374177.918999998	59043.3085	338303.747	382538.571500002	320158.0835	381984.374	354025.258499999
35	276742.654499999	63097.0645000003	129533.85	147585.4085	198921.531	121990.1865	270053.510500002	113832.806	290121.974499999	180020.408499999	172391.620000001	223754.7795	129963.507999999	216087.113999999	497630.938000001	121753.637	233619.57	123814.2755	557795.232499999	185900.3535
36	611632.784999997	302836.979999996	565290.922500001	406532.5175	207034.378000001	796380.370500001	183611.341499998	485688.621500002	309901.793499995	695522.042499999	137661.258999999	618944.621999999	144426.704999998	597550.031999998	686969.837999999	552701.891499998	382693.757500002	185883.7185	276213.4705	300813.793
37	402003.4775	197918.406000001	202297.678499998	270329.228499998	270063.391000003	195731.545999998	1026932.675	389616.124000001	283163.470499999	183790.303499999	269483.397499998	133560.701999999	275452.3845	195364.358499999	0	728168.650500003	437017.100499998	456098.872499998	880759.586999999	199582.631999998
38	637763.810499996	130119.161999999	136017.015999998	635428.901999996	285379.624999998	129310.719999999	803623.058499998	286541.0425	334548.531500004	165067.254000002	243536.045	290766.356	258527.498000001	179109.352999998	72166.4270000006	484445.215999998	338838.784500002	782647.194	105310.942999999	186471.537999998
39	760833.253999996	340527.095999996	311759.8195	444623.170500001	186020.139	268680.408499997	879913.064000003	129351.551	282005.145000002	379702.7105	291907.568500002	427180.647999998	203475.745	206818.433999998	99876.3269999949	0	359972.422000002	177314.7775	0	263084.168500001
40	2069.694	809.908	72011.872	1280.8185	1737.652	1484.2685	18816.6705	0	3508.356	144363.9965	1200.7615	966.8805	2701.2345	14080.195	1409.6	283.272	498.3445	94682.8535	2159.876	854.7395
41	94722.476	37888.706	120908.4515	2272.91399999999	63627.143	82992.4585000002	38850.2804999999	69724.4409999999	113492.4755	221557.147	73186.1505000001	98853.1514999999	29083.0515	181220.411	179157.637	16587.6975	97592.7095000001	109103.4325	45777.7839999999	37069.2075
42	519527.400499998	194168.045000001	258857.449000001	184132.850999999	253012.394000001	136666.939999999	378632.790500001	228526.4225	287619.286499996	411701.671999998	397003.678000002	280165.268	210894.767	298891.272	529588.890499999	231985.141499999	150126.861999996	580587.731999999	177236.428000001	174827.064000001
43	490997.167500001	172309.702000001	116658.690000001	106369.657500001	109385.798499999	287784.381500002	822099.153999999	170140.073999998	178717.327000003	382809.236999998	370967.359000002	413532.988	292270.943500001	549522.723500001	566371.600499999	174866.367000003	254440.342000001	219074.561499999	170837.606	365318.756999999
44	198321.447500006	282250.218500001	115482.093000001	175837.326499998	430077.5545	141692.704999999	270079.141	130788.049	98341.0490000018	132104.462	172193.02	722117.629000002	434277.214999997	321729.104499998	99593.1360000049	186336.055999998	228906.481000002	417154.6595	542856.5335	317642.444000001
45	394514.0195	45148.6139999999	284218.769	248077.168	240693.1065	246250.2185	202858.8655	336241.012	243822.2995	3296.31499999999	19510.489	191608.02	88599.317	321003.322	470977.672	121491.082	620090.1755	181050.2075	380090.7145	399991.2395
46	408411.792	46154.3295000002	131396.586999999	133676.015499999	244123.210999999	112543.3965	219506.843000001	63588.8130000001	411925.668499999	113048.2625	133612.188000001	165244.202	164492.902999999	261685.902	486344.613499998	150323.219000001	576761.901499997	245325.213499999	421509.428	278188.833999998
47	469183.309500001	271854.633	109893.369999999	304857.969999998	213204.666500002	216480.823000001	325136.350999999	345472.650499998	168111.670000003	649441.493500002	103252.799999998	211916.333000001	162243.862999998	102742.910000001	350659.939499998	204761.375000001	455647.3255	308089.033499998	105180.248500002	261918.670499998
48	193197.616999999	113582.568000002	885721.3055	269333.358000002	266642.625	434672.772	113636.354	333929.316	376920.640500002	248696.632000002	182284.5335	148049.188999998	396269.212	315772.805500003	64578.9480000006	103698.671999999	340540.417500001	188843.989500001	214768.981999998	155642.177999999
52	143563.788499997	205116.955500001	204495.270999999	135028.778499999	197056.360000001	259483.041	98691.6770000003	131172.409999998	314989.214500002	137965.968999999	90053.1115000005	86005.6350000025	317271.7335	110630.130500003	147008.150999998	246432.419499999	282953.977999998	0	140816.060500001	133361.778500001
53	290966.533	230852.294	190633.292000003	0	182129.537499999	181690.226999999	0	270590.993	93808.4655000005	132497.023999999	135667.643000001	0	99537.6214999979	125459.560499999	1206905.714	144244.792999999	209831.416500001	273407.881000003	86926.4965000012	89295.4005000006
54	64629.9149999996	206064.041499999	128208.310999998	137299.778999999	95448.7394999994	539933.123500003	193594.992000001	64384.8909999988	267545.666	131920.998499998	292783.722499998	168851.222000001	346392.718	90343.7049999982	1169035.093	95658.0645000006	350901.912999999	84818.005999999	179393.9355	178902.395000002
55	71661.2115000003	2167.96	2065.51800000002	31637.4834999998	0	1395736.4365	51429.2474999999	18653.1264999997	34607.1605000002	91111.9524999993	44175.0190000001	0	13680.895	5066.9770000001	60083.8994999999	0	32040.1985	1826.36999999996	1397073.0845	1677.09100000001
56	667894.157500002	313668.509999998	278728.734000001	376288.390499999	307998.575000001	82922.3649999987	233745.549500001	213634.713000001	250306.039499999	282434.646000002	208056.885500001	382172.155	81423.8319999975	208324.5135	479472.088000004	368330.690999998	141298.441999998	172701.0385	207682.642	353029.929499999
57	1973.87199999993	2167.96	2018.43000000002	44187.3304999998	0	1745681.777	25968.2430000001	16238.6495000003	55717.7540000001	91535.7579999993	69953.8710000003	0	34012.2209999998	4375.46900000008	49298.4515	0	104933.6555	1826.36999999996	1758564.5465	0
58	255096.447999999	184158.144499999	186231.244	88207.0775000008	131029.304000001	238675.853500001	93654.4204999992	81114.5955000001	142869.470500002	81147.2509999998	132600.159499999	558095.261000001	93688.7839999991	177509.7595	0	227371.323	254027.262499998	177335.284999999	132253.4965	86441.2620000003
59	66524.2484999966	396124.858000001	206512.151500001	159334.210499998	295233.0135	220412.405	208190.259499999	0	128309.143999999	334577.700500001	77184.1075000004	148831.201000001	260896.275500003	118104.763999998	205263.975	116133.679499998	135704.451000001	73127.9859999991	117809.680500001	118520.135500001
60	498850.680000002	86758.6049999992	85998.2460000011	115798.997	80374.4234999994	123555.668999999	120068.733000001	305319.633	211605.239499997	161511.5535	120433.493500001	261294.770999999	85688.9435000026	159211.163	152251.159499997	128924.965500001	226065.381000001	223750.795500002	200193.152000001	83554.7199999993
61	270313.327999999	308317.2255	86784.6959999995	82173.9139999983	243841.267000002	121120.123999999	126557.229999999	160285.895499998	86880.1615000027	244607.160999998	319358.959499999	319317.983	163031.705000001	77246.1459999983	320727.8925	129671.028000002	173971.594500001	77393.1300000009	375246.2765	258383.451499999
62	346251.676500001	219262.620000001	268494.812999999	947622.1695	677525.428499999	224259.518999998	915173.724000002	376798.753499998	411031.002999999	42996.6405000005	1123226.9345	760150.088499997	485195.274000001	45038.8860000021	411226.171999995	809856.004000001	95002.4254999998	45341.8779999979	45431.7199999991	342692.336500002
63	109791.5045	80094.1275	116948.4315	295479.6345	162622.587	80977.5309999999	75222.6494999998	82566.5844999998	142806.9405	91753.4804999999	158593.416	236998.8405	91393.8175	285056.347999999	343147.317000001	91581.0415000003	31021.3485	134467.0055	211638.626	414460.419
64	420328.906999999	290890.7395	41689.9794999997	104697.509999999	113247.735000001	178664.6035	151732.654	294979.246000001	83548.0905000011	143190.983500001	222932.598499999	69518.8239999998	190375.896000002	76888.8904999985	345574.994500003	177599.6175	85866.4745000019	166629.617499999	144461.479	265417.642
65	283604.1865	80379.5020000005	41619.0219999992	39982.5719999998	78263.5159999993	39745.0199999991	44873.444	74507.9550000002	41346.9164999993	74139.0914999997	75944.9925	77975.6709999997	42296.7750000005	39885.505	259354.4605	42134.3619999992	43601.1124999993	76840.2595000008	70650.4275000002	38742.7740000007
66	138103.126	78605.9094999998	665544.694	299490.356999999	356356.316500001	361376.666000001	549565.923499999	88440.2034999999	932610.6755	193175.104000001	179071.7665	38677.4109999998	348514.296000001	349435.673999999	351159.195999999	160123.4215	520377.596500001	250529.276	514582.788000001	288497.521500001
67	334681.440499999	168479.069499998	167676.446	158266.207999998	74768.0719999995	166769.159500002	200960.2545	113640.046500002	81452.3775000025	71707.6400000004	110732.062999999	147174.098000001	289684.832	114384.627500001	290163.310500003	75313.986000002	265379.257999999	184530.309499999	417708.784999998	186717.7
68	49169.1805000003	141900.302000001	217808.632	118526.166499999	171465.665500001	179723.227	98546.0839999994	95874.1209999999	109007.993	123251.07	83378.4509999996	0	64832.9069999996	0	98096.9234999988	402212.0795	368164.148	63066.5869999996	209955.768499998	139424.14
69	50735.6850000032	271770.348000002	66091.0060000003	63706.1649999996	210138.3885	152205.887000002	131751.619500001	0	183158.998	59606.913999999	166690.766499999	90709.6920000018	70893.3654999985	61196.8239999987	52691.1944999976	135329.038999999	201629.420999999	94184.2070000002	65386.1695000009	63387.6300000004
70	254312.271499999	120305.156000001	115613.035499999	70236.2400000007	273023.234500001	118494.877499999	291081.428499999	156502.6955	210258.417000002	75630.3359999975	190171.783	265588.774000001	291479.3585	109760.729499999	208576.133499999	411391.314	320191.963	184648.067	117009.253	149615.876499999
71	461046.488499997	331413.7465	39404.2799999997	37026.4824999996	510147.490500001	76074.7930000003	234403.146000002	37978.6679999981	717473.779	37884.223999998	37645.3799999997	433091.588999999	493370.736499999	38357.5170000002	311627.647	77852.8150000018	552567.742499999	686115.213499998	145531.055500001	74823.2149999988
72	83895.7644999999	120976.318	159894.7215	165773.774	186046.861	149555.876	190010.3235	43696.3935000001	167506.662	152706.4675	156595.86	141649.627	149653.534	200478.1895	129890.477	108888.6665	178090.7455	176277.0805	107606.8265	169481.162
74	108484.978	274467.136499999	127542.77	65426.1150000009	254049.314499998	110541.389500001	193676.303000001	210577.270000001	80916.6839999985	72577.2714999995	71352.5370000012	69653.3559999986	114625.252999998	72040.1530000018	644696.778	151467.197	576774.129500002	71599.2645000001	0	289891.587499999
75	42303.5010000005	123092.895499999	128988.555500002	120654.288499999	106178.4075	232896.346499998	310152.600000001	110108.641999998	116041.503499999	249754.206	102847.774000001	0	103860.765499999	0	85983.7779999989	116195.7885	277602.436499999	159817.281000001	0	116306.988500002
77	97141.1805	76610.2879999999	90283.7885000001	93684.4245	120543.3	96332.9635	96635.0615	25852.911	93910.9539999998	78544.031	93594.6430000003	72449.4794999997	81702.1050000003	110285.5815	77567.8234999999	61024.0335000002	116440.7215	101529.504	107879.1875	99362.2759999998
78	54642.6240000021	55748.1874999996	82743.2300000009	81226.0679999991	313784.268500001	166626.093	122382.6685	118636.882500001	187514.489999999	239520.013000001	78600.0220000005	46253.0679999996	53805.7809999996	188777.648000002	169287.7365	139114.878499999	303850.483499999	58180.3294999996	58978.6574999999	54275.6070000004
79	159742.9105	222392.057499999	92429.3294999992	60237.4785000006	126018.075500001	128914.135500001	97475.6164999991	179277.541500001	63565.9275000008	210708.172499999	180072.821	58881.4239999995	64409.1484999993	91044.8699999994	190729.411499999	160054.476	233419.672	89557.4754999987	63989.6859999987	59268.7515000003
80	2713.48549999995	144924.557	145392.241499999	146193.8045	154091.221000001	140869.3675	146253.8015	149508.606999999	138695.773999999	132616.27	144153.083499999	143812.218	137012.736	147547.291999999	5743.55750000002	155179.549	149327.681500001	142445.4085	155066.2545	154244.871499999
81	74710.7039999997	37777.5809999999	1740.08699999998	200577.557999999	62720.7824999996	44009.9099999999	18997.2710000001	191839.3805	49239.2499999999	196907.824500001	161546.485499999	5433.95700000001	23149.5794999997	233449.955499999	46135.9689999999	112961.292	3679.25249999997	222012.1065	45675.4800000003	654931.0755
83	48773.9069999976	92616.523999999	157579.950000001	85583.602999999	120208.084000001	597411.480000001	125041.997	52806.3919999996	129546.329000002	87325.1295000011	87900.2899999998	119371.511999999	227470.057499998	26539.6950000005	389380.071499997	150098.067000001	173368.179499999	139857.774000001	145284.755499999	0
84	193169.371	368048.4975	221692.877999999	403699.905499999	176619.344000001	134194.338999999	187542.795500001	183676.934	353660.759000001	384980.917	193361.008500001	396185.0625	166502.631999999	168297.040500001	117647.5015	107139.391	406433.427999999	405773.2375	192355.097000001	163042.343000001
85	41717.402999998	90606.129500001	162898.532	140666.437500001	162555.6025	176431.319499999	221691.3235	164230.160999999	178322.574000001	166717.492000001	134302.482000001	50946.4604999986	59688.2439999982	168723.684000001	81267.2310000011	65058.2869999986	136165.978	56086.1180000001	91800.1490000003	55034.2999999995
86	249332.312500001	64543.7329999991	126027.723999999	92671.493	116774.695000001	191428.852000001	184840.177	147248.944500002	98747.5015	115685.684499998	85433.0779999993	86964.2185000004	153389.985000001	272756.003500002	242720.845000002	151123.626	102928.318	116932.400999999	87769.0290000002	122243.5925
87	54267.2900000003	67251.7659999985	69874.7274999986	64104.9344999996	153733.903	104331.879	70149.5079999992	112555.292000001	140398.702000002	31156.1289999988	66141.4275	173814.594999997	133817.4975	219417.299	167798.670000003	67659.6655	183185.305999999	283328.5785	0	64904.9474999991
92	204647.001999999	201532.840499999	58004.5649999997	56906.0949999983	84121.2395000004	57588.5999999995	86100.9834999992	85435.1565000002	117151.490500001	132337.375	171136.4595	85955.3055000003	86982.994999999	59365.7640000007	66754.086000003	86959.2350000016	125559.748	194651.733499999	58765.9379999988	114852.7385
93	376332.223000001	139701.210999998	89556.3900000004	109496.96	136761.1825	83150.9254999989	138308.257	159810.92	146015.335499999	100342.338000001	52284.2139999997	98484.9159999992	51692.4359999994	82488.4345	313922.006999999	175187.045	85984.8245000003	75682.7275000001	108558.154	97917.8840000003
94	0	0	108432.145000001	108820.2745	119405.888999999	126006.334000001	97374.3354999995	230848.8645	152481.6725	11319.5350000001	100705.6285	0	80952.8375000002	118812.2115	0	49746.1450000009	251828.027499999	148420.7525	149208.254000001	135362.441
95	163321.7905	55169.8680000005	54514.0699999997	51315.5455000005	54173.4585000002	130331.008000001	135812.9395	51870.8950000014	81447.4770000013	26936.4899999984	132658.479	103891.182	53621.7374999991	107069.2295	0	82276.8050000016	55780.1555000015	48693.2734999988	107257.6865	105316.9915
97	38858.1660000005	75456.5465	101726.926000001	74564.7510000008	118926.590000001	206985.875000001	233275.571499998	181984.513499999	73848.6999999992	46167.9300000007	70295.0914999999	99810.2019999994	47846.3215000003	48876.7275	190071.661499999	73649.4065000006	81620.6369999988	47365.5904999997	99177.3614999993	125535.725
98	22851.8265000001	69600.3204999996	1354.24399999999	0	32180.9864999997	52404.7599999998	5695.91099999987	0	48076.1545000001	104580.018999999	0	1217.09899999997	18745.0899999997	86249.229	6504.1369999996	68501.2305000001	6611.13099999997	14704.9309999995	37012.5615	0
100	110727.698500001	82011.3385000006	55094.1135000007	202487.15	50752.5879999996	190334.333	83460.0774999995	93486.6450000003	347976.246999998	116919.738000001	99912.1880000015	174459.096999999	186684.6565	76154.0799999999	279828.301500002	80028.5275000005	120227.251000001	0	80376.5800000003	0
101	36511.3199999997	122253.539000001	89227.1619999988	47464.3719999994	81170.7825	160739.583499999	126730.4275	120141.308	91023.3014999992	47442.1239999992	69523.4600000004	48551.6670000006	91609.6074999983	102013.147999998	36839.4390000008	56008.7649999997	123847.8575	48483.9800000007	133108.626499999	52124.2129999996
102	35882.6270000002	127396.262999999	48295.2805000006	47530.0179999996	45028.8295000009	51274.8300000006	131422.5505	94356.1730000007	79176.5329999996	90951.4625000001	73907.0484999993	93210.9014999992	145178.2075	95550.6649999984	36131.0040000007	94991.078999999	111017.668999999	117491.557500001	99593.2444999993	71514.9800000001
103	33114.8799999997	54750.8489999992	119469.982999999	96437.4809999999	75293.7215000002	101074.674499999	51623.4564999999	95449.3485000001	49950.1190000006	66930.204500001	49554.4499999997	75709.5449999998	25318.7899999999	115843.090500001	32228.4765000002	97179.7989999996	83374.7594999995	71019.8410000001	77584.0670000003	169946.127999999
104	525462.809999998	101441.6955	101496.596999999	102792.381	101216.732500001	102863.2305	105398.4575	92240.1509999996	107276.7235	96999.1949999999	83265.9199999992	102743.574	96367.224	106043.484999999	569199.088500001	106181.1905	116319.6625	85253.6990000001	104739.968	96312.4674999999
105	89257.7859999975	72836.8260000007	63972.8655000002	45215.3099999996	97146.5399999993	47621.346	73179.2009999999	126183.396	201996.642000001	116217.236500001	206477.365000001	199438.981	114878.327000001	71349.5039999998	135574.3605	70172.9780000005	78796.4549999991	46038.0134999997	62631.6540000006	48654.6164999992
106	8527.46999999986	3690.47149999996	2718.59300000002	14305.8494999999	1743.17850000007	89024.3619999993	5317.28250000014	7166.79900000019	8853.77499999995	116863.2615	10733.754	0	10101.1915000001	1566.46799999999	15331.1379999999	1035.27150000003	17308.9165000001	1613.40400000001	48221.7829999997	2707.79699999999
107	357370.945999999	409287.1575	93502.5150000005	23701.6919999996	160255.492999999	321942.066499999	281156.591499999	23904.2924999992	166575.788500001	23497.9290000005	601524.244999999	23675.3550000001	227659.441000001	48103.7130000009	128915.597000001	24535.1749999997	148460.633999999	24170.2399999991	184755.4425	23882.0689999991
108	2291.1070000001	2600.92799999999	3035.84300000002	14305.8494999999	1183.358	67621.0595000015	12466.6309999999	11877.5469999999	8314.08849999996	46632.6140000005	13478.9474999999	15562.4960000002	23591.9005000001	1566.46799999999	13556.2285000002	978.781499999978	11741.2314999999	5174.81749999998	69281.8215000012	2246.83750000003
109	29550.2500000015	122156.2615	23899.8714999998	74522.0565000009	136872.819999999	84249.2879999992	41922.8729999997	39879.8680000001	121509.7815	102439.795	39122.6739999994	75275.7404999994	79767.143	61221.7574999999	227895.0145	64272.4530000004	130955.786000001	59570.5070000001	147136.929999999	242797.564499999
110	3669.96900000001	5157.90400000002	3035.84300000002	9000.09050000009	1924.759	68200.9120000006	12266.8275	11966.5675	11622.425	45362.1130000007	12696.4455	0	8266.3424999999	3628.11999999991	13556.2285000002	0	23513.9500000001	1326.35550000001	46671.4600000001	2033.75799999996
111	1072.211	90459.7235000003	103238.2	100173.507	112329.728500001	107503.5185	103199.062	99276.7034999995	92225.0449999996	89021.0715000001	103240.490999999	106946.8835	90762.3389999999	108779.066999999	1000.008	109138.1445	106853.414	100719.2535	117457.0495	105392.924
112	0	3076.89599999996	2699.50600000001	8607.05750000002	3089.8419999999	211349.250499999	5388.30050000007	7166.79900000019	8853.77499999995	45539.1090000002	12597.5134999999	0	10215.0925000001	1543.93800000005	11990.8395000002	2098.71199999999	21925.9119999999	1613.40400000001	23779.4314999985	2403.35800000003
113	3054.69400000006	2017.04	1552.28349999996	21646.7825	2638.90800000002	43934.8825000012	14525.6835	11966.5675	11237.868	22551.4419999995	9299.95849999996	0	12200.6555	3628.11999999991	13214.9095	916.719999999992	18831.597	2790.01300000002	22875.1829999999	1338.564
114	291412.190500001	214021.3005	179720.302	63499.874499999	110430.341499999	86863.6639999977	24053.1445000001	21914.021000001	46680.8555000001	22007.4720000011	21988.6580000011	127154.411	22531.8099999996	45317.616999999	415541.568999999	91619.0609999994	203979.976000001	45541.7395000007	22389.2069999997	45440.9409999993
115	625052.147499999	160135.195	738.963500000016	395553.160500003	51650.6259999996	69550.7889999999	470839.414500001	64939.7624999999	253302.042999998	64724.9995000005	644253.1555	1754.35500000003	505866.091499999	693568.721000001	516738.8335	619080.054	40348.7660000001	137847.257	139621.8605	773328.431500001
116	51671.2869999999	46011.9609999999	61753.9490000001	64671.7995	78075.4125	64422.512	77544.453	23475.1360000001	55633.5564999999	54904.1895	63944.3125000002	50339.7004999998	58533.0690000002	73844.5255000002	44964.707	43707.2090000001	75153.0805	65255.3254999999	68216.373	65053.3029999999
117	16246.0669999998	45069.284499999	87276.0354999998	20762.3999999998	20941.5030000001	22951.7684999991	69117.9055000007	41536.8935	67315.8905000003	62505.9224999999	109301.074	40762.0680000012	22942.8419999985	22288.5769999986	5750.4999999999	41899.652999999	121656.621000001	42559.8319999998	67441.2230000001	20565.9090000004
118	230405	181660.503	102604.256999999	21167.6850000001	42223.709000001	143800.690499999	144550.289499998	308713.0365	43316.4915000018	42485.9340000013	21282.2799999998	100318.063499999	227302.650499999	21361.976999999	101363.647499999	42725.6204999999	416383.016999998	97014.1049999995	21168.8550000002	363497.157500002
120	78804.5624999998	15542.2604999999	33566.2764999997	48134.539	58289.0399999998	29896.6389999998	51532.8280000006	11442.2800000003	121529.572500001	36396.1810000003	66621.0300000001	64403.3405000002	45200.9700000003	87559.545	62852.6894999997	31289.2649999999	76799.2975000002	78399.592500001	128522.1825	91279.4285000004
121	246260.2515	243170.323499999	21764.7100000007	42243.695500001	21051.9840000008	62042.0995000001	231458.0745	212723.667	207395.072500002	20588.0220000004	43061.2760000009	21089.8325000001	124458.016999999	102828.889	321794.385	145098.758500001	23433.5500000005	195800.7935	205816.456000001	83770.8370000002
122	87353.7725	58534.6865	100059.963	93665.494	107392.188	74815.8890000001	93382.5699999999	25203.2290000001	89088.173	79171.7929999999	82250.809	55437.3050000001	74496.4925000001	104003.179	71164.4275	51035.504	91729.837	76903.8574999999	93359.773	94562.8155
124	121947.390000001	73548.8980000004	77676.6509999997	68417.4310000002	91137.6914999995	57545.2790000005	115598.061	50570.0330000003	58788.5479999997	111201.124	54844.5805000005	51197.2149999991	55127.4875000008	113295.920000001	94663.1860000005	75201.3594999998	39943.8259999989	34476.5240000005	73112.9439999995	33485.5580000005
125	5877.93600000005	124042.6075	131370.143	110211.9715	55515.0524999999	53131.9869999997	143442.0075	47671.8169999995	125744.149000001	44814.3605000001	56464.1370000002	128695.9745	126048.704	46962.1880000001	3585.15300000004	134843.363	147868.801499999	52175.9330000002	53806.941	124339.235
126	168799.53	35138.5065000004	62058.9969999996	152135.950500001	18722.9894999996	76787.9945000002	98978.73	85366.3879999994	143127.356	54372.5545	37486.0505000006	57824.5025000005	39982.9964999995	78611.0130000002	231506.3105	169677.2545	84051.9245000001	116918.690500001	39819.5370000007	46870.9419999993
129	32378.573	75571.0655000001	75923.4215000001	77401.5584999999	81736.1819999999	91764.9420000001	44175.6075	30837.6075000001	98539.1235	64596.435	88970.2599999999	85390.2160000002	87467.9035	109832.5615	44205.6445	69808.7734999999	101345.7265	105864.131	98373.2325	98708.724
130	62861.5865	38496.5384999999	57839.1315000001	51953.299	51909.3375000001	53800.334	61998.19	17063.389	49101.9349999999	41663.913	53056.1300000002	13685.2305	46617.3735000002	58015.3175000002	54054.389	34803.1005000001	62187.35	16273.0090000001	61322.5925	59632.4484999999
132	25495.4645000002	53158.9700000006	76032.8280000006	73004.2695000001	36217.0874999998	49279.9829999998	36850.9280000006	29191.5234999997	75390.4419999998	17310.0884999996	34989.8685000006	108054.518	54581.2879999993	38371.2064999992	76057.2939999988	74820.0995	73209.7774999998	33121.9505000002	92301.2100000003	53000.2760000004
