row ID	s47_repeat_BB5_01_51298.mzXML Peak area	s52_BC9_01_51216.mzXML Peak area	s60_BE12_01_51130.mzXML Peak area	s67b_BB6_01_51043.mzXML Peak area	s72_BD4_01_51091.mzXML Peak area	s77_BB8_01_51188.mzXML Peak area	s82_BD10_01_51103.mzXML Peak area	s86_BB11_01_51054.mzXML Peak area	s7_BB6_01_51183.mzXML Peak area	s102_BB8_01_51048.mzXML Peak area	s90_BA10_01_51027.mzXML Peak area	s94_BA4_01_51015.mzXML Peak area	s12_BC6_01_51209.mzXML Peak area	s17_BA6_01_51019.mzXML Peak area	s112_repeat_BB9_01_51300.mzXML Peak area	s22_BC4_01_51065.mzXML Peak area	s27_BE5_01_51263.mzXML Peak area	s32_BB9_01_51050.mzXML Peak area	s37_BA5_01_51017.mzXML Peak area	s42_BB3_01_51037.mzXML Peak area
133	133105.975500001	32806.2240000002	84148.7775000001	126757.601000001	33630.9504999997	90109.0984999999	84860.0510000004	15915.6270000003	35325.3379999989	65951.6465000008	49028.3460000004	32016.7489999993	68686.0914999994	32244.5765	47138.039	70652.0984999997	72159.4669999995	115020.089999999	87644.5909999997	62926.3374999996
134	11127.4494999999	12378.425	596185.209999996	109250.46	239823.125000001	207710.0135	429694.554499997	16717.9500000001	1339244.948	37045.9879999996	66704.3690000004	22138.7914999997	228379.214	133568.401999999	25070.8860000007	29844.1855000001	520770.299000004	125519.171499999	283263.468000001	118329.621999999
135	162934.051999999	50724.341499999	18208.4085000005	17439.37	18034.7365000001	100077.662	156364.988	98278.5159999999	68450.3339999991	16826.6024999999	115876.397	34432.5150000004	116052.481499999	120907.7355	300833.071000001	34556.6310000003	87651.7195000005	50843.7885	105207.0305	85189.4265000001
137	87009.3745000008	18976.3725	71885.4130000008	50182.8450000002	114381.758499999	72985.5720000002	216003.513500001	27096.0150000003	86728.7160000003	22350.9255	20968.2199999998	0	67064.5625000008	44783.7420000005	70597.9865000001	82459.7634999992	259932.834999999	135297.124499999	152735.992000001	183777.156
138	0	171.990000000001	0	0	175.854500000002	0	914.095999999999	0	217.853999999997	44888.035	167.586	0	0	0	168666.8445	0	0	0	284.019500000001	0
140	172367.209	97541.8380000011	1516.81600000001	89707.6545000006	49822.4575	23079.5335000001	55152.6305000016	55387.4684999998	158049.5155	41960.5250000003	91086.0050000004	3356.46749999989	56909.1305000002	149355.289000001	131866.911999999	83883.2054999997	17576.061	15816.7964999999	27184.8790000002	61460.9849999997
141	66091.4520000012	151058.5055	884.202999999994	328863.307500001	62096.001	49938.009	284947.349999999	45626.953	88470.9619999991	40338.7915	27001.921	1401.7	26816.1984999996	246296.746999998	52102.9804999996	162693.598	26562.2325	19130.8979999997	79448.6284999995	148172.715
144	12111.3745000002	63097.0645000003	6381.58700000006	14140.9520000002	25102.1930000003	17196.952	24797.2680000003	6258.14700000011	35051.9390000001	17257.2285	10550.9399999999	20561.4494999999	7908.26400000016	26416.6335000001	29666.178	7458.87000000022	29058.8929999999	9047.89800000013	48017.1075	13554.1599999999
147	121619.364	184215.998500001	1816.55349999993	0	43061.5945000001	76903.4605000003	238859.076	45444.7134999996	0	10896.1924999995	0	11816.9099999999	0	0	0	105043.6335	13512.4759999998	26836.1599999996	0	0
165	0	21628.2589999999	10500.7435000001	9197.08299999986	7727.90999999989	36053.6080000003	1895.7915	14496.8074999999	0	8445.42999999991	6744.69950000004	0	11464.4104999998	16992.3325000001	1806.7945	4172.45949999996	0	12982.0689999998	0	787.318499999976
167	18801.491	46154.3295000002	5847.95200000004	133676.015499999	10563.12	10205.2839999999	15715.0249999999	7351.55449999997	39209.8834999998	5162.72000000014	7285.70000000019	14109.3995	8908.83599999972	16445.9440000001	31437.5350000001	6652.02550000016	60108.5814999998	15642.9994999999	36474.4780000002	16965.3564999998
170	1142771.915	1787115.41649999	1261529.802	1745992.71650002	3818632.05699998	1882008.518	2820622.852	1708454.24850001	3222160.28950002	420.066500000003	2784922.12650001	3551849.31150002	1721219.419	240219.7345	240.418499999998	608902.444499997	726448.747000004	4002250.77549999	5415317.44750002	3847896.56050001
171	1981135.8895	412003.152	1148116.2915	290729.4245	1706948.462	2186966.4235	1507867.61	845972.9575	546655.200499999	0	420164.6725	260539.398	1313742.8705	166707.8755	305.225999999997	398517.9765	3301945.85199999	1202168.3185	394685.751	875597.412
172	113211.258	23609.5935	93845.7749999999	37505.5095000001	128072.5345	37034.6080000002	112055.192	33059.5599999999	48793.0379999998	428.205999999999	53709.5205	33383.0230000002	33888.8879999999	19476.2895	0	137653.391	87624.0020000004	46293.4545000001	81526.3819999997	41071.5839999998
173	115379.9575	616981.1605	310355.589	524545.611000003	1241633.7235	627203.63	979714.887500001	568097.3535	1106309.85550001	273.963500000004	905530.585500005	837559.709000006	610956.996000001	508922.105999999	387.039999999995	200783.3725	260715.8605	1325952.14799999	1150128.4	1159193.23
174	322728.946	160555.993	258158.902	325409.2145	326153.9155	266903.974	280571.0075	417558.943	353027.7035	165939.188	250008.335	242576.0395	106232.334	599142.945	550303.7945	278964.7135	621592.3105	221206.507	450873.6715	412529.472
175	0	183.456000000001	0	0	0	0	242944.163499999	0	206.451000000001	343.244999999999	39185.8164999999	0	73166.8645	278838.091000001	0	249.695999999999	480769.539499998	217.588000000003	0	29234.9610000001
176	98971.5624999997	9668.82299999993	11703.8770000001	45283.8734999999	24036.2235000002	23024.2530000002	53628.0550000006	574986.045500003	103353.709999999	108417.678999999	25920.8269999997	17511.3339999996	137008.150000001	86473.3015000003	84071.9599999999	32672.534	237459.596499999	26474.8890000002	101888.384500001	51330.8440000004
177	114530.2835	16842.5320000001	19030.3935	37388.7634999995	115621.6885	41283.9775	24126.0834999998	164118.1315	124672.437999999	27655.1644999998	23774.2165000001	81829.962999999	77185.1380000007	7282.79199999995	88526.7135000007	127141.786499999	253207.515500002	50349.8774999998	103738.049	28762.4165000002
178	313750.183500001	22093.8345000001	186795.7225	37077.1905	156507.249	206733.225	155161.345	83572.5680000002	45477.0045000001	0	52937.01	31055.7885	87810.67	16835.5090000001	0	54319.8189999998	1054404.221	80382.1234999999	65106.7895000002	66430.9540000001
179	0	489.762000000001	169622.3685	488.9985	172674.1975	24757.326	152985.5635	0	184107.199	0	138161.0645	179660.7745	0	241225.7295	0	343.0735	292941.5775	161175.2355	279506.9245	219756.3135
180	70580.026	0	183665.326	141418.604	153264.3715	142454.777	123210.2265	218755.3045	139542.856	62986.8640000001	219157.321	118680.0015	47753.328	222257.248	216496.938	43443.189	392213.7155	96113.2	222918.2445	268392.4715
181	46006.4464999999	5000.93199999996	5348.63950000005	18936.384	84134.844	5490.17799999997	26936.2955000003	262564.768500002	47005.4284999996	46439.1634999996	11057.1104999999	7466.12349999985	64007.0460000004	39092.4320000001	38980.9964999999	76275.2844999996	51264.3594999994	11665.4685	47710.0170000002	10888.6705000001
182	18529.4475000001	0	0	0	25438.0399999999	121433.622000001	0	26974.3919999999	0	42016.3575	0	0	0	0	105782.7045	87857.4625000002	304128.840500001	0	315342.547000001	0
183	135276.592	23888.253	96131.0555	50740.4094999999	105320.585	102760.5015	67664.0439999999	41079.1799999999	45023.392	43972.6820000001	37365.8795	19858.061	124174.3725	29337.2765000001	509887.095500001	60327.565	217819.336	64241.2960000002	18235.5985	98554.5845000003
184	148278.3235	86514.4535000001	129594.8115	133738.58	133544.805	116477.1885	149099.563	94706.2305000001	113580.993	103443.6485	123202.802	147369.312	70856.7350000001	143771.2755	242570.0835	62475.7960000001	202940.3325	114221.7375	173344.4095	136886.1445
185	0	0	6647.13600000004	443257.181999999	0	32258.6955	1012034.49999999	845505.763500002	1865302.4725	82532.4959999998	371489.938500002	978161.241999996	0	1407359.8845	836941.958000001	172135.7915	603888.479500002	435092.033499998	41498.6109999997	8168.49299999995
186	429118.592499998	185372.535	192559.278499998	434193.846999997	188231.298500001	330539.717000002	477963.420999998	177512.748500001	134439.779999997	389998.204000003	186383.102999999	182688.045000001	472332.772499999	467527.926499997	373305.405499999	124214.003000003	568631.558000001	457682.060499999	190289.4355	119759.596500001
187	0	53497.1940000014	2858.34600000005	651317.237500001	327171.001000001	26510.3045	0	347772.059999999	1414996.3885	42765.4234999999	141775.601999997	0	78177.4775000005	888049.545499998	0	267018.499500002	1206896.05	932009.1895	0	2224.65649999993
188	74905.0725000048	272058.656000001	947853.074000002	223207.837000002	247736.543	123861.245999999	203902.343000001	537064.229000002	409968.286000003	840209.016500002	455749.251000001	613620.861	333588.940999999	933896.603999996	988233.798500001	173302.050000001	1178235.2905	353345.988000002	122845.892999999	629523.116
189	133330.730000004	237189.9765	87336.6849999982	172803.095000001	261373.5425	143007.892000002	176270.026999999	85027.4340000012	93931.5230000017	0	208101.805500001	360756.648999999	199363.606499998	322007.426	138273.084000002	262886.662	147734.544999998	217701.875	208711.190999999	263685.952500001
190	0	0	7660.5705	1993357.2145	326523.229999997	21870.6714999998	1397680.833	552761.799499999	677789.633000001	5746.51750000003	0	768882.390999999	0	212737.829999999	1598753.1975	0	0	110557.440499998	17189.934	1083.67350000001
191	20556.7329999999	76850.6534999996	32483.052	80659.2955000002	118000.0675	30644.5780000001	88697.0715000002	45829.5159999999	134183.6795	178.978000000001	116400.392	87183.2910000001	28477.6970000001	121282.557	209.856	25594.087	6991.99	69688.5885	318510.232	126584.5025
192	297439.471000005	83455.048	224250.686000001	363426.926500002	0	126117.885999999	90672.9870000003	81434.0329999994	94343.7755000008	319055.306500003	309032.8275	0	0	0	200383.702499998	79769.1975000023	152750.424999998	0	128114.577	181565.453
193	0	453293.355999998	2602.60649999997	1379228.5585	304581.119500002	11594.4150000001	0	1015748.7945	1041350.0275	15123.219	228818.198	656403.085499997	77012.1610000004	128337.680499999	0	418908.558499998	503265.881500002	462485.520000001	7797.72899999995	0
194	160936.331999999	0	22304.3449999999	24732.4564999998	74497.6699999994	31845.2814999999	0	0	0	8978.82749999992	18571.3099999999	12796.64	48120.4865000001	0	0	21105.82	235458.8145	0	0	1314.9675
197	245025.084999999	125107.3175	63733.1580000008	182376.233499999	96258.9320000005	125916.645500001	227823.250999999	29016.9825000014	95889.4640000015	186632.763500001	121665.077999999	62571.504000001	94647.9539999989	32019.5040000002	166854.7745	64622.6340000017	252266.500000001	91814.5759999987	95051.0785000002	97352.7250000011
198	850116.5425	32282.3699999994	33238.3920000001	293805.746999999	753475.463999999	428667.019499999	62078.4259999991	296162.665499999	577340.173999999	265932.453	31850.9280000012	577898.898000001	482155.977999997	32641.5045000002	344824.983000001	548200.4665	591375.416999999	31371.5599999997	32175.1649999998	303228.289500001
200	355771.640000001	93593.567999999	67578.1480000004	164716.927500001	380588.1615	180421.295	113934.458000001	80788.3019999989	63327.1889999988	338893.339500001	110275.939500001	132632.311499999	369492.974000001	79925.3814999993	421523.8055	58869.635	201041.335000002	132054.9205	58605.0070000006	139019.444000001
201	370807.527999999	82996.2495000003	31628.1539999997	51956.2274999999	239697.2955	56498.5164999991	55996.62	132595.494000001	117151.490500001	132337.374999999	80331.6375000007	157856.4355	139742.2315	185310.3955	204857.557500002	377135.2165	91181.8709999999	77492.0005000001	290601.496	107370.444
204	75601.8689999983	149875.895000002	77572.4175000011	72794.6280000001	120264.210999999	75861.5570000006	117670.28	95399.2109999992	102892.8535	185422.639	49150.9600000012	181493.569	98373.9170000009	48656.865	75642.252500001	196543.347000002	108438.362000001	53717.840999999	95583.6864999994	54581.7079999992
206	532471.807500001	322136.126	131784.9025	86185.8900000022	23390.9260000012	23657.1349999994	436019.6425	411108.782499999	333246.719500001	86638.3454999997	22351.0319999996	22040.9279999989	154897.9095	150291.047999999	338732.6195	47278.261999999	168538.167	22572.0760000002	22860.9114999996	43209.8179999997
207	158692.161	111558.201	155935.6375	174011.658499999	45184.8160000002	193162.3425	69997.9259999994	44180.8280000012	46840.6910000006	112301.014000001	111064.6415	84365.8775000003	45030.4874999995	135952.533	120149.1325	134139.205500001	92369.8065000006	112134.336	46515.5699999991	68209.6374999998
208	253535.9015	207777.8015	108409.863	126610.8755	61600.3889999999	62627.3935	65677.9700000003	21722.1714999993	107471.278999999	200458.954	289841.888	20890.6940000001	125703.105999998	146633.803000001	278063.801499999	64854.4140000009	158597.714499999	22102.9619999992	128114.822	167646.416500001
209	30356.3575000001	9106.62049999994	17833.1394999995	14458.501	51810.8895	24735.6134999994	8594.13700000006	20939.455	25718.5085000001	10530.973	9654.00300000012	13691.817	23666.442	24087.4220000001	20460.2970000002	34998.3644999994	31035.883	23587.7005	15475.4955000001	17912.8999999999
210	150207.012999999	42740.4329999993	127439.7205	158628.148	42071.851	43048.241	128163.221500001	119804.637499999	43897.7585000006	144986.229500001	81617.8899999994	117188.624000001	107048.458500001	159719.466999999	153934.5905	104724.122999999	21895.4059999996	42829.7695000011	43339.0565000006	98504.1159999998
211	467.522999999996	0	404.585999999998	4601.88399999993	5299.10749999997	58517.0875000001	1602.88800000001	952128.906	762.608999999998	7795.39750000004	288.815999999998	1303.185	15517.7755	1348.04999999999	2245.82300000001	2690.0995	27583.9789999998	690.689999999998	1068.898	5056.90399999999
213	94879.6985000007	34859.3520000002	205968.615999999	101106.7895	137952.922	116241.745999999	222372.696	16846.8300000003	87168.6175000012	34445.9500000006	17941.5199999994	194722.572999999	34924.3350000006	17856.6524999999	215771.479500001	18393.5674999998	19664.9669999997	33997.3860000003	18633.2630000003	88709.5159999999
214	4216.30099999999	1402.26850000002	396.395999999998	17732.2400000001	5582.83300000004	49600.1005000001	1497.69900000001	572417.099000006	4447.57450000001	5408.03950000004	3974.37799999998	1613.53350000001	13727.0545	7165.17199999998	1192.617	1878.2125	33564.6604999998	4420.48100000001	4747.3445	5580.31799999996
215	14896.6384999998	46667.8724999998	25466.4610000001	38200.391	52637.4770000001	67318.0654999999	77070.3785	16681.3054999998	5646.83800000016	27301.5725000001	50752.8070000002	43495.4084999997	70883.3140000001	42358.8805	19007.401	52494.501	167727.118000001	81447.803	42010.0354999999	45508.8800000002
216	7663.11799999988	4274.40799999997	4403.8385	30230.9399999997	1040.765	0	41911.9180000001	10860.0140000001	33931.8149999995	0	37284.6800000005	5138.86799999986	40356.1575000002	10922.1489999999	61857.8990000013	1713.29349999997	88310.3635	4291.45049999999	0	912.330000000015
217	7663.11799999988	4274.40799999997	4997.97249999997	43741.3455000005	1290.28650000001	0	183364.553500001	22173.8965000003	33413.5620000007	0	56367.3004999999	15376.6365	31261.9504999997	9716.37299999999	88177.1605000007	2079.72549999999	118120.441	4291.45049999999	714196.863499998	2688.91399999998
218	44756.9044999997	12468.0240000002	43108.2165000003	78782.1965000012	33970.0555000002	52758.7955000004	44389.3920000005	37123.3369999997	2727.44600000002	14925.3569999998	52139.1665000004	0	37590.3504999999	21836.7550000003	11062.7024999999	9731.4839999997	11226.6544999999	18727.3624999997	14372.8599999999	1761.925
219	0	0	0	35852.0305	10463.3759999997	32774.5495000006	19893.6330000001	139513.507000001	37861.8595000001	0	0	0	0	10286.0799999999	22583.6769999998	25451.7419999999	24832.2740000003	13341.6099999994	37409.7244999996	10643.6660000003
220	32945.1534999998	8679.9609999998	20742.498	51737.8685000007	22850.1504999999	38291.5115000002	31892.8355000004	62169.7520000002	0	14925.3569999998	21423.7924999999	2381.27999999997	17446.2769999999	11133.4860000002	7572.94349999986	12876.3474999997	6875.09199999988	28806.271	12120.0139999996	4733.54899999999
222	24814.5300000002	13306.4774999998	30160.3444999998	34145.8984999993	45013.6140000003	161560.8335	23995.5170000001	41802.4660000003	4586.92050000003	122589.395	9428.18000000008	0	15190.4310000004	55405.9345000003	13591.3505000003	27537.2399999999	14424.2209999998	19920.9750000004	58012.5150000005	1789.78800000006
224	46005.1050000001	85795.7975000002	32980.8010000002	48315.273	64530.969	17385.8475000001	23007.9489999999	28651.7139999992	22545.2480000007	76860.8670000004	61240.0770000007	53094.1929999994	11694.5009999994	19189.3495000003	62084.6275	90503.4099999998	25701.3760000004	31979.2950000002	26750.4580000001	21308.5199999997
225	30816.721	19221.703	34549.1335	16420.1309999992	0	11088.4259999999	11806.1619999995	46056.5454999998	2168.08000000011	35097.3170000001	29744.9170000001	2381.27999999997	15367.2240000002	43700.5335000001	4759.38399999994	11369.5025	4263.42900000002	11076.318	10385.7930000002	4733.54899999999
229	62038.0520000005	10035.2239999999	18776.6869999998	18802.3694999999	26411.1284999999	6381.71049999996	23717.313	28430.1179999999	27132.3564999998	4774.02450000005	12895.4554999999	36212.8970000004	11381.6265	11614.203	34855.6399999999	34485.5570000004	58014.4449999995	25066.0495000003	9295.69650000004	19248.0219999998
230	147505.551999999	89090.3585000001	139336.854000001	109781.591	142935.247	125032.5885	140180.635	93525.1700000002	120193.544	100965.4955	140190.3895	173869.7025	88914.7355000002	178690.4055	176471.4785	75935.1510000001	176676.116	119347.582	190428.514500001	136744.680499999
231	24972.5939999999	3081.19799999997	2900.79450000003	10807.7255	49317.6925	2244.338	13399.3435000002	119343.094500001	22977.4134999998	20438.6809999998	5962.13199999995	3620.24549999992	33576.1925000002	18792.0605000001	19490.7515	43102.0629999998	35632.6739999996	5976.83649999999	23643.3415000001	9547.06100000009
234	229396.431999999	147033.051000001	337365.902999999	97473.5440000009	96930.0830000004	149517.909499998	147628.056999999	141715.529000001	148488.604500002	246105.780000002	230712.7125	134126.134999999	149202.625499998	145382.490499999	170304.159000002	150492.165000003	156070.420999999	95790.1829999977	96726.0459999981	97045.9830000004
235	34400.2375	1207.89549999999	8187.47999999998	4464.24549999998	7040.26800000004	4490.08499999999	7418.54399999999	46287.5290000001	6200.88650000002	2786.89200000003	0	4816.95300000004	4717.87049999998	0	24118.694	13083.04	34339.6215	11340.5870000001	0	5106.81349999997
237	122895.201000002	107710.294999999	186966.535	74610.1454999992	233232.926000001	104973.144	0	23913.8295000001	53006.5085000005	87493.8610000011	134373.374	49025.4810000006	25036.4759999984	87174.0450000021	83630.6630000015	81869.8825000006	87090.6810000007	79012.6420000002	137122.268499999	100691.3785
239	202988.695999999	16918.1069999996	1509.31400000004	28498.5709999994	16947.46	4436.36850000002	24723.6945000007	44774.5315000001	98135.7479999995	5121.56100000004	142591.122499999	14338.927	19093.4039999999	124997.3635	17494.585	20965.4250000001	203762.177999999	265485.479499999	5110.06400000012	5534.903
240	167563.776000001	36954.7910000002	168592.167500001	106755.296500001	219122.594	38013.7710000005	38742.8970000001	87395.5024999994	76422.486	174716.230499999	194582.080000001	108467.179499998	18171.7360000005	85774.2050000001	86999.5520000002	139922.7505	132263.866	17370.9415000001	36927.2384999995	187349.6435
243	104469.5045	52028.7009999999	0	33725.2145000001	65299.3900000001	11402.8275000001	37662.9909999997	63878.4285000002	27279.42	24475.269	20680.9719999999	1948.39799999999	10700.9999999999	39112.9085	9996.15149999977	29536.8569999998	4443.59999999995	118442.9335	11811.2799999999	26534.4299999999
245	63607.8665000002	26265.3464999997	172.095	47918.1829999999	27606.9909999999	24657.796	25077.4539999999	27486.4615	26753.0559999999	55228.7134999999	19175.0445000002	1761.97399999998	10288.0030000001	97041.7194999999	21395.9305	69523.2899999996	2413.18400000001	18433.0159999999	45555.6314999999	25838.8190000002
246	6261.52450000005	5538.38100000001	7534.23700000004	52935.5399999999	1419.83999999998	0	106749.801000001	49172.0959999999	65159.7095000004	16608.2060000002	80012.181	4972.03499999992	27118.6240000002	7166.7785	62404.9630000004	850.859999999983	28150.5345000003	7111.0655	0	1699.11150000003
247	35069.7210000001	53265.5820000001	172.095	16186.0035000002	65299.3900000001	24657.796	76119.1535	27486.4615	28937.5679999998	33109.432	39993.8354999999	1948.39799999999	32500.5315000002	81711.2434999997	10377.3449999999	56751.7290000002	5735.24999999998	18433.0159999999	11687.9489999998	25211.6069999998
248	143893.579	39152.4669999998	1334.55300000001	0	21738.7919999997	6697.75999999994	0	37443.9509999999	59771.0410000005	98162.2659999999	9995.44150000006	1256.25499999997	9232.26599999979	145490.74	14598.0975000009	148489.161	16197.3534999999	17730.1569999997	30916.5509999999	11360.862
250	3003.08699999993	0	0	0	0	1061.99250000001	0	5118.51899999997	1527.06000000002	0	0	0	0	0	0	0	0	1589.56350000001	0	0
251	8333.69699999988	15200.0779999999	42434.9985000001	26102.4909999999	36385.5729999999	0	39673.2644999992	0	71100.3014999988	16500.2030000002	7316.25600000028	46884.6184999996	26735.9665000004	44703.4249999994	32186.3549999998	13623.2615000001	37692.4239999999	25140.8200000002	59022.3875000001	25670.2980000002
254	77510.2080000029	123785.089000001	0	101655.698499999	250373.498	398293.252999997	212392.904500001	148925.319999998	282818.841999999	0	0	0	335705.232499999	0	76339.8090000016	224394.585	455609.070999999	263682.619500002	171954.807999998	193396.348000003
255	296937.712999994	221657.061499999	165235.839000002	0	266034.8585	102996.013499997	146073.856500002	0	221434.4775	195507.503499999	100998.978500001	195791.792000001	336246.786	368948.046499999	101125.206000002	211614.830999998	425733.024499999	255586.677500002	0	392243.553999999
256	304764.745499999	259098.162000001	319590.0945	227854.741999999	169522.072499999	62831.1604999999	215101.431000001	110875.222499998	55472.3634999984	299236.970500002	303664.780500001	146915.510000001	103260.446000001	57679.0504999987	337735.375	88580.9300000006	345084.4535	166013.7605	142535.702	304193.5045
257	276776.131000001	127629.348	46952.9004999999	44304.4359999991	22321.8450000005	127352.5745	195848.6345	146367.269	190867.914999999	145637.269999999	108165.765999999	21664.6520000009	212559.736499999	22420.3520000008	241335.87	291786.702500001	180434.509999999	21894.9749999999	22295.6774999999	22114.7800000004
265	388035.033499999	671660.591000001	56989.1614999995	617059.0025	653732.073499999	672979.212500002	191917.788000002	212716.018499998	288716.918500002	570699.941000002	94239.4625000023	218939.237499999	99283.047499997	181063.830500002	453665.962500002	640481.0635	163401.1075	644546.535999999	94126.5100000009	601939.503999999
266	54511.7144999996	48315.8649999999	81778.4475000001	111426.237500002	132567.967499999	89035.4424999996	179271.745499999	67344.8424999998	81575.9490000005	53614.0729999998	42292.2160000001	31789.8480000001	114240.405000001	111648.133500001	109845.572499999	64232.4140000001	124128.840499998	67404.4455	204018.683499998	67787.7615000003
267	449321.595500002	117797.780999999	32506.015500001	301629.621000002	907250.940999999	648616.564999999	220081.715	30768.2200000003	277540.254000001	444297.225999999	264899.090500001	62110.8020000004	695536.772499997	497474.144	123386.793999998	707052.002000001	160641.277000001	180167.539000001	94193.3105000017	31782.552000001
268	97920.9585000002	89534.9810000008	42751.940000001	210554.213	196196.587	45513.6840000005	203642.564999999	159203.996999999	44553.0805000004	149712.991	128862.902500001	205321.275499999	68259.588500001	36169.1450000003	32814.0540000007	45167.8549999997	145316.7735	138296.262000001	169561.469999999	0
269	0	0	3831.58250000004	0	0	0	0	0	0	0	0	6052.5	0	0	0	0	25023.7514999999	0	0	0
273	896400.035000001	308404.338500002	594824.396499998	224837.495500003	498078.079499998	268499.999500002	95624.8755000032	46452.589000002	817745.6425	218864.401999998	46294.7399999996	642536.941499999	277670.509499996	48363.5280000017	922855.245499993	369359.294000002	1023863.968	523370.113000002	47089.5030000005	45928.5099999999
274	17421.7365000001	0	31484.8295	54546.9560000002	40107.3959999999	54125.7789999998	79858.6565000001	198084.4545	17477.827	42791.233	10421.8060000001	0	61980.0995000003	10110.7304999999	28715.059	34004.0970000001	27528.1170000001	9877.28350000006	31646.6995000002	23165.2204999998
275	0	52175.304	2562.43399999993	0	76871.7685000014	19737.9859999999	0	0	0	19064.0184999997	73855.3439999997	0	23762.112	92150.7740000009	0	144262.3405	0	0	13512.6674999999	3932.55300000003
276	186188.821499998	310172.020500002	61876.1065000012	167194.4625	29401.1249999999	174054.989000001	56837.204	28955.0199999998	661247.919000002	316284.1765	29574.1199999998	55087.4674999993	170803.557499999	497990.375500001	272087.968000002	57251.4389999999	248715.976000001	372337.081000001	28868.9310000006	114257.038
278	123962.753999999	49104.7509999984	135351.3615	50720.1599999995	68450.2530000008	66257.5909999999	187399.415	127270.081500001	35654.3335000003	96080.2615	100364.232	33888.0964999992	48024.5165000001	52737.5750000004	420256.639	171244.1125	38328.2600000006	117342.9745	53695.3885000014	83937.4854999995
279	14360.3579999996	18497.1339999999	13204.3020000001	0	18048.474	22593.618	17341.0005	38200.4815000002	17507.5645000001	37442.4350000002	10785.0194999999	3031.96500000003	12270.4100000002	1850.68800000004	22047.3104999997	15136.0144999999	22648.6140000002	35740.0605000002	0	112874.887999999
280	15006.7740000002	33648.4440000003	49754.2114999999	0	13638.139	11203.5725	26675.7454999997	17254.6699999998	8808.15599999965	38167.5585	61557.8754999999	5021.66600000002	4411.84949999985	1698.95249999997	0	7804.8339999999	25074.4770000002	26744.5895	0	112678.798500001
281	28640.1640000003	15075.2390000004	17090.1760000001	0	10758.7550000001	40346.9815000001	23922.5160000002	15161.4270000001	23038.5964999998	23158.3769999996	19915.5315000002	4633.53050000011	2882.75700000007	1982.68799999998	31555.4050000003	26523.4639999999	33543.5389999998	30091.4470000004	0	473917.968
282	6515.99800000007	39282.8774999999	47456.0685000003	0	15695.6855	7684.63949999985	26088.86	29096.0615000002	26766.2560000001	40144.6139999999	21212.5009999997	5048.48550000011	17858.7899999999	3135.32549999995	17204.4940000001	14367.0860000001	27258.9085000001	9274.44299999992	0	56385.8054999999
283	22851.8265000001	75966.7294999997	1354.24399999999	0	26658.8204999996	14640.5879999999	32682.8340000001	248403.0505	103731.2295	454377.380499999	258437.818000001	1217.09899999997	17931.9829999997	176035.045500001	51979.7734999996	124963.853	10493.747	63342.844000001	42908.4375000002	0
284	72104.0450000002	31559.587	1537.14299999999	23241.9689999998	15781.1060000001	8187.15400000001	67117.9599999999	44774.5315000002	71203.0744999998	7824.19800000009	47257.8369999995	22954.4075	24274.1665	197150.524	64686.4899999999	91694.4454999995	0	88452.7440000007	3977.08400000009	11887.1339999999
285	14360.3579999996	18497.1339999999	25365.4815000002	0	20860.7710000002	9544.79299999986	17496.1545000001	22258.1419999998	34936.4700000002	31159.7765000002	45311.3030000001	5021.66600000002	18690.0785000001	1698.95249999997	14775.1975000003	26707.2945000002	53977.5190000008	45477.4250000001	0	112097.785999999
287	301111.838999999	216630.0095	278102.691000002	79868.6325000008	86077.7010000003	311433.288500001	324109.346999999	253331.795000001	268573.094500002	261599.669000002	292813.593	252816.7265	265279.401499998	318857.642499998	0	86189.4260000023	298306.348	303708.937499999	258870.6885	272185.061999998
288	422607.7345	397508.31	578918.4155	37308.6000000022	324696.922	668045.181499998	119104.6905	720374.443	526857.412499998	587457.896499999	110370.1535	37652.7059999982	304749.059999999	378202.423000003	492391.021499999	250162.525000001	353465.852999999	113962.868999999	469188.968000001	37986.0279999986
291	0	7001.65349999995	1959.52400000003	102284.390000001	4685.48999999998	19578.5470000001	78290.8119999994	144159.934000001	202545.949000001	7636.28150000003	31952.4750000002	30150.8054999997	20594.6365000003	0	354576.732500002	6379.16999999997	45109.6199999997	34395.9684999997	15664.340999999	1465.05200000002
292	441871.3115	3640.15299999996	928.462499999971	97585.0880000003	2874.47749999996	35847.864	77539.4379999997	26604.3759999999	134667.484499999	5893.87799999984	19321.6060000002	15641.5349999999	9799.6399999998	2061.862	155797.9565	934.799999999988	107997.320499999	4996.02600000001	48385.1325000005	745.289999999985
293	33281.2169999998	25598.1110000001	2196.61300000001	75722.0515000002	21955.2099999997	1766.65599999998	23286.7929999996	74775.1329999997	50762.8324999997	68701.2014999999	125230.568	0	60167.8659999998	240308.029	22794.175	16696.1609999999	0	84450.5185000003	30856.0589999997	101979.555
295	42205.9960000007	0	1816.55349999993	0	22811.7394999999	14204.7745000001	186530.185	7406.24100000024	0	20770.2704999987	150690.222500001	21335.1690000001	107401.277	165197.655	0	105043.6335	13528.9105	108072.7185	10474.9919999997	0
296	0	339.48	359.59	0	274.1305	0	439.695	401.1875	504.196000000001	387.3765	1098.4175	391.243000000001	773.591500000001	2684199.399	385.400000000001	0	652.284	487.377	0	288.864
