row ID	s2_BE6_01_51119.mzXML Peak area	s97_BG2_01_51481.mzXML Peak area	s98_BG3_01_51483.mzXML Peak area	s46_BE11_01_51127.mzXML Peak area	s45_BA7_01_51160.mzXML Peak area	s50_BG5_01_51487.mzXML Peak area	s51_BD5_01_51093.mzXML Peak area	s59_BE8_01_51271.mzXML Peak area	s58_BD10_01_51248.mzXML Peak area	s66_BC11_01_51220.mzXML Peak area	s71_BC3_01_51063.mzXML Peak area	s70_BC2_01_51061.mzXML Peak area	s75_BE11_01_51277.mzXML Peak area	s76_BA12_01_51031.mzXML Peak area	s80_BC12_01_51222.mzXML Peak area	s81_BB3_01_51177.mzXML Peak area	s85_BB10_01_51052.mzXML Peak area	s5_BC6_01_51069.mzXML Peak area	s6_BD3_01_51232.mzXML Peak area	s100_rerun_BA6_01_51158.mzXML Peak area	s101_BA9_01_51025.mzXML Peak area	s88_BD7_01_51242.mzXML Peak area	s89_BD11_01_51250.mzXML Peak area	s93_BE3_01_51259.mzXML Peak area	s10_BE10_01_51275.mzXML Peak area	s11_BA10_01_51166.mzXML Peak area	s15_BA3_01_51149.mzXML Peak area	s16_BD2_01_51227.mzXML Peak area	s110_rerun_BB12_01_51140.mzXML Peak area	s111_BC11_01_51081.mzXML Peak area	s20_BD8_01_51244.mzXML Peak area	s21_BA9_01_51164.mzXML Peak area	s26_BC9_01_51076.mzXML Peak area	s25_BE7_01_51121.mzXML Peak area	s30_BB2_01_51174.mzXML Peak area	s31_BC2_01_51201.mzXML Peak area	s35_BA7_01_51021.mzXML Peak area	s36_BD4_01_51234.mzXML Peak area	s41_BD7_01_51097.mzXML Peak area	s40_BE8_01_51123.mzXML Peak area
380	17712.9659999996	49923.2495	68033.6904999998	23829.1910000001	19042.9649999999	60651.2325000001	9081.70699999999	28765.0869999999	15268.2345	17940.9750000001	21903.187	14842.9409999999	12218.1744999999	88789.2919999996	17685.9215	23435.2699999998	11469.642	9685.9025	4572.62000000002	5103.846	13537.5035	27931.8009999998	19438.968	19482.7929999997	28760.5899999998	24652.0889999996	5895.483	0	20525.8594999999	12468.7414999998	4770.93000000008	5881.03999999988	20944.173	14129.5595	4804.84800000004	12597.9835000002	18036.6630000001	8729.18500000016	4267.01849999996	17800.1174999999
381	63902.8265000001	14567.48	4733.162	14128.9135	1360.76249999999	15145.291	12733.6165	8968.35899999998	11070.678	11086.2345000001	4092.50000000003	7795.50249999999	8323.222	14616.6985	6728.23199999999	4402.391	27234.8275000001	2899.87799999999	10172.5285	14760.6145	1992.039	8863.04700000005	14665.53	7086.46799999999	18656.24	16596.8940000001	2400.81599999998	5226.34350000002	12292.5255000001	3902.48950000001	43469.4684999998	14869.8175	3527.69050000002	13143.6469999999	5160.38400000002	15208.3515	3727.15400000002	7179.55	9198.76000000003	13684.31
382	26854.9649999994	16960.3755000001	9588.9365000001	17122.9620000001	0	0	0	33814.9194999998	0	25030.2935000002	15486.8849999999	8522.62699999993	25166.4900000001	309761.342999998	17909.7760000002	56363.2205	391943.800000001	0	22195.5509999999	0	23758.8839999997	26208.7940000001	10928.736	0	11851.8799999999	20284.7824999998	0	0	8650.2780000001	17729.7615	39789.0315000001	33231.3509999999	8464.73849999994	17993.4030000002	0	6859.94399999997	7956.74600000005	52696.2145000002	0	0
383	176521.017000001	302271.514499999	937269.636	130388.81	179351.394	415573.028999998	66811.8889999998	296923.6575	281467.279	130911.203000001	22807.5025000008	283457.011500001	187627.034500001	246459.739499998	133587.189	176442.294999999	124259.195	111226.6095	134957.966500001	87752.4939999998	127015.982000001	262013.652	183212.2135	69921.0630000005	484119.469500001	160731.264499999	128042.199999999	91933.1379999997	209370.556499999	228168.028000001	23851.3799999999	222844.004500001	199756.974499999	196798.710499999	124313.4745	358770.014	230337.062	24389.8200000005	133361.774	392181.284500001
384	241202.860499999	267814.177499999	330156.318499999	102381.2445	205802.565500001	266114.544999999	117879.032	328733.7925	104704.308000001	140847.037999999	21808.1140000008	255900.786999999	109032.738500001	191086.274000001	112857.742	80392.0085	58532.3434999997	204423.753499999	202311.612499999	372922.709000001	118836.940000001	101848.766500001	104100.666000001	147194.326999999	218686.612500001	63137.252	79472.1085000006	42628.2255000005	78144.7514999996	155301.565999999	42247.5100000014	84442.3449999991	21955.2420000004	82781.728000001	194961.5165	100941.738	214529.352999999	197568.093999999	103536.613499999	60386.8020000013
386	0	677.279999999992	0	0	0	141439.386499999	0	13748.8065	0	49000.9064999996	8630.45000000002	4217.57500000001	56300.9409999974	297754.257999999	0	2581.94599999999	0	0	14138.5475000001	0	0	74759.7454999999	0	8149.51199999997	32018.1610000017	0	2978.26249999998	3937.15949999995	0	3094.08250000003	4245.95999999995	0	0	0	741124.075499998	2697.26400000005	583952.359	79471.6755000003	0	0
387	0	76994.3574999995	340295.367499998	89248.7925000006	70541.0714999993	39522.6714999981	53506.563	74708.5985000019	48866.6155000006	48183.5410000009	46580.9579999993	91533.8229999996	36072.9320000013	47494.7374999995	72149.5955000006	122538.605499999	63984.2719999999	152039.169000001	45887.8274999979	68575.9385000003	135138.901499999	52181.6454999987	46789.9430000006	49181.5949999996	74338.2410000011	89018.4365000003	47210.7765	67225.5720000001	59348.2395000002	219136.647	97832.0525000001	96546.1360000001	99386.1259999992	179767.498000001	42307.1079999996	116877.736499999	87014.0229999993	125443.273999999	167533.0625	103648.675999999
388	36127.208	43491.2410000003	36427.1695000001	23138.497	39475.4660000001	26138.887	31994.9885000002	19765.959	27786.0369999998	18617.0640000001	6385.05249999998	8693.51899999996	12051.7304999999	191541.2725	18092.963	23925.8764999999	14321.0625	8536.97199999996	26020.0965	55179.8709999999	24024.7935	14566.9885	18808.1135	13147.5685	20860.6265	49360.5075000001	51550.5120000001	43497.43	47296.1735	15976.2865	45922.9525000001	59037.7434999998	11010.748	14558.1255	48870.0995	24305.4935000001	29978.504	31982.5450000001	14451.9495	13541.3385
389	16257.9165	0	8883.23749999987	5479.30950000007	6621.03849999992	10039.88	7328.00999999989	2266.46099999994	3563.66600000002	5636.75149999995	1772.29950000002	4558.79699999995	2461.09500000003	28709.2660000003	1106.95	4222.83499999989	30854.8139999999	2482.32349999995	5265.30299999973	6923.47900000003	5388.39850000003	10630.3779999999	13018.8620000001	3642.3240000001	6219.98800000001	3325.86450000004	9122.75099999995	6246.20499999996	6465.03850000005	5602.92350000001	13397.0699999999	9231.35450000005	13730.5545000002	12397.122	2576.42899999996	6175.9279999999	5563.72350000005	5498.05450000001	6362.12500000009	13058.2165
392	237566.894000003	752831.778500004	426490.222499998	460983.964	408554.459499997	310154.993499999	233527.972499999	757219.300499999	458163.511499999	117014.1355	460085.248999997	352156.068499999	751625.133000001	376300.047500001	533441.877499999	431875.531999999	39495.3800000013	580283.635000001	586182.569500002	514481.681999999	303918.174500001	360571.806000001	453159.477999997	710111.536000001	831243.506500001	823953.544500001	689400.557	343235.897	629698.389	269238.202500001	508871.317499995	370727.1665	161433.521000002	501681.947500002	570510.171999999	455622.002499999	1296806.923	286958.615500001	352192.787999999	510549.876
395	0	0	0	0	0	48142.5000000017	0	274061.849500001	0	484198.067999996	252006.531499996	732225.7665	678469.702999998	740081.004999996	240877.525000006	380168.041500003	504977.524499998	515384.450999998	0	0	383327.740499996	0	0	0	284048.8545	0	0	480372.725999997	4733065.80700001	384133.505999999	0	0	3398882.84500001	0	0	353944.249999993	0	0	0	0
396	122332.925500002	100412.89	201870.772000004	229679.355999999	91788.453	307969.650500002	253399.053500002	293803.420999994	100068.003500002	84825.6294999995	132589.119499999	194105.0655	98468.1630000012	111227.822000002	143536.251500002	0	80362.1514999999	137247.912500002	87397.5884999993	91805.6229999994	100165.345999999	143890.06	93587.2194999997	131638.615500002	490209.9665	92929.9454999995	0	139647.804999999	81229.939500001	267540.753	60680.1550000016	120358.577	86276.5815000004	219574.010999999	128404.603500001	0	52491.814	166924.2935	83288.2064999984	109719.580499999
397	239901.267999998	99284.5575000064	3340229.3495	218672.289	105704.839999999	3054409.318	98877.195	199836.915999999	302230.561000002	47582.0365000007	48713.6394999988	214723.862999999	3359499.91399999	121389.6225	50726.9940000003	126386.735000001	141003.325	145603.130500002	71434.9049999999	180385.381999998	232816.666499999	97986.8754999989	208575.157500001	193686.240500001	1841383.966	156887.027999999	171090.923000001	45927.5230000012	213385.149	97524.6744999997	181723.933500001	174705.786000001	154250.776499999	184285.7155	199983.718499999	228465.875000001	148217.337999998	156148.790500002	72395.745499999	167690.2745
398	354239.562499997	162835.372500005	81407.2874999986	241612.167499999	645175.358499999	1452735.5525	61772.5439999989	149568.442999999	0	0	366122.697499997	0	226939.855	0	225255.970499997	444331.036000002	341286.399	0	109886.476000001	79684.6644999992	384611.917499999	483467.5105	178775.906000001	242139.096	75031.8679999985	0	0	106071.273	0	529067.654499999	362940.559000005	457707.577000002	0	0	202472.985500001	0	0	0	0	0
399	81055.4915000005	1193828.615	83256.6524999995	110508.3845	93127.1910000003	83257.712999998	195794.090999999	76220.9280000029	135283.152000002	0	158167.805500001	147230.05	75046.4895000013	0	0	174753.633999999	208651.143499998	82798.3094999991	0	129140.005500001	73858.6465000012	58185.7259999995	0	101004.496500002	812517.497999995	0	79275.0569999992	0	145146.026999999	137468.688	0	162880.939499998	112756.5105	51557.8420000008	0	0	150465.967000001	0	104935.736999999	0
400	108127.332500002	243344.942500004	81397.7024999982	56992.0329999996	213129.015	82630.9994999961	239978.132000002	148265.481499997	99280.2184999972	147438.286999999	75907.5785000001	147230.05	151621.426000001	102167.352499999	147034.635999999	146572.8455	170939.218000001	136504.361	176037.124500001	60269.9019999986	151144.4735	145218.764	194434.467500001	200256.900000002	75503.2299999998	94783.7355000015	188530.380999999	57248.7475000015	171854.943	137468.688	150540.414500002	89897.4229999992	112756.5105	81109.1044999996	231874.678000001	83596.6210000017	200873.614499999	184987.498500002	185106.839	189527.101500001
401	130917.218499999	1009798.0185	861937.763499999	225983.682499997	561035.587999999	963032.434999994	250079.999999998	1364205.255	143955.5975	131556.9315	184790.182000003	58098.795	641510.812000004	153723.792	227999.673000001	68083.4879999988	176304.524000002	311983.1815	193163.094	467257.613500003	318634.6985	328129.721000001	416067.543000002	284250.364999998	224065.341	469144.346500001	160399.828999998	129232.073999998	467004.361000001	331602.968999999	659672.025499998	236064.834499999	242654.276	247326.042500001	330313.575	274680.561499997	117013.168000002	137038.0125	391635.232499999	287819.278000001
402	71622.0545	761511.503	78585.3600000012	194773.695500001	301152.6455	304528.5215	93492.5249999999	72822.893000003	172551.856999998	53278.1475000008	95729.5255000001	219265.547499999	147203.976500003	94387.583999999	208329.5665	154320.021000001	174770.0725	95670.2180000006	177840.512500001	137051.529999999	215030.6145	157763.735999999	251461.036000001	294801.554999999	145658.005500003	165552.469499999	125406.848999999	122931.1425	191318.666000001	195953.081000002	186095.572500003	105511.103	151910.878	117948.261	175958.628499999	168722.681500001	71834.1445000001	218080.2145	166071.368	173787.951
403	263099.388	77792.8539999964	76493.8999999987	234151.6185	108372.543499998	155174.831999996	0	256088.664000003	134462.347000002	0	100961.833999999	0	195524.491	76218.1985000013	59980.7925000006	0	104871.883999999	268437.608999998	158399.8345	43010.0129999981	116686.833000001	120928.981	307336.521999999	69823.0499999996	575133.631500002	299124.725499998	0	0	53587.2435000008	0	0	153758.098999998	107827.7515	87854.9824999984	97751.3465000014	150235.591499999	161321.578000002	0	212249.3225	106320.8985
404	551823.322	74875.6424999996	3361163.3305	142062.198000001	290988.988499999	2319181.5525	188828.967000001	69721.830999998	252233.848000001	169323.876	114886.726499998	152952.116999999	407145.047499998	192380.084999999	555404.215500001	280763.551	265100.384999998	165368.336999999	84069.6030000008	181546.37	104846.964499999	313814.540499998	95166.824999999	159633.886	606029.894000003	177052.938499998	142481.593	170250.963499999	160704.147500001	269004.692999999	179028.675499999	237062.233499998	204252.999500002	85433.3110000013	127654.906500001	215486.191499997	163417.588499999	157881.866500001	247002.9975	58502.616999999
405	74110.9749999998	1870356.722	308331.198499997	49983.3849999987	0	77232.5680000011	150231.165500001	690126.761	0	105954.998500001	96692.9635000003	115568.947	142533.833999999	73755.3595000009	79860.9945000024	81563.9209999989	47034.9294999997	102757.168000001	266671.042499999	54561.2294999986	135838.680000001	54120.4909999995	0	98284.8420000024	69187.925999999	275280.471999998	0	54858.3225000009	78596.2259999995	0	0	0	135786.225	98262.8709999992	263973.948500001	0	96706.775000001	0	74343.5189999988	72101.8949999992
406	0	0	0	0	0	19004.1945000001	23745.1189999999	15097.4629999999	0	7792.58500000009	0	6722.81000000001	2235123.107	0	0	2347.97400000005	0	7229.16900000029	11663.8880000001	3509618.9195	0	112072.679999999	0	4938.07399999991	0	0	6259.1155	8691.58900000011	0	935.422499999998	2231.2800000001	0	0	8393.69000000014	2111964.165	2432.417	0	7625.87500000002	0	0
407	141944.286499998	147297.209999999	147383.448499997	94276.7955000004	131023.820500002	71898.4620000034	94944.331500001	785350.695000001	109918.986499998	121020.651	157811.0365	147285.056500001	132978.058500003	120302.349	72851.4989999992	124129.33	47235.0505000002	71880.5510000009	49773.5629999994	105318.430999999	65548.4990000003	96140.9175000005	182824.579	113737.012500002	67186.1549999998	101582.669499998	140095.0675	141466.043	140513.286499998	183063.0195	124126.801	126641.57	71699.1990000003	67964.3415000001	82773.7425000005	171054.015999999	156352.902500001	182949.823500001	67941.6234999987	185756.647500001
408	214144.096500001	499085.059500002	73522.6799999996	0	276132.1885	645610.905500002	48622.1989999998	66218.2870000023	340408.606999999	269056.248999999	0	0	132201.979999998	0	78674.9300000004	90324.5104999981	45657.3394999991	286446.293499998	476462.072000002	0	43594.0430000007	241374.5485	498080.041000001	357860.137499997	132596.771999996	332950.703500003	281949.024999999	121519.06	213400.395500001	79955.7019999996	132753.600499998	237305.465000001	254731.433999998	221542.477000001	89665.8069999976	286690.073500001	44379.4770000001	327642.321	285099.282499998	285512.344
409	128738.735	1391538.18	140860.396000001	140007.874000001	287188.819500002	142126.357	68168.0919999978	66387.3119999979	156950.92	91475.2180000009	152923.221500001	178824.931999999	776176.333500001	128811.565000001	116403.723999999	140325.613	144820.279	133778.040000002	187765.1005	246308.141999998	162993.4645	207789.995999998	193593.11	208531.534999999	455079.463999999	189657.304	262270.407	112903.037	66290.1934999996	112255.7795	143276.548	140940.5395	142784.927500001	220397.940000001	258110.312999999	281433.514000002	42648.1685000008	194985.187999998	196618.4605	111636.0165
410	148682.506500001	143602.659999999	72296.1199999994	109377.571999998	97885.7369999995	70516.516000001	127761.229	67705.9110000014	91052.1299999998	163917.2935	88013.1615	79376.6880000009	135481.566499999	63625.8770000001	111857.818000001	137668.327000001	79106.5734999996	88946.9639999999	69327.9114999999	92958.9870000011	57820.2239999997	46042.0644999993	96427.4745000006	127195.952500002	336198.201000004	170619.5645	85422.2260000002	89930.6444999994	127516.080999998	149094.4125	144734.435500002	46166.2680000001	122670.6535	61639.3369999986	55382.6054999985	147608.127999999	165018.562500001	68957.6240000012	144462.942	62394.5070000007
411	0	70973.9460000002	71040.8890000025	0	51587.1580000002	73183.7399999998	44504.4069999998	138452.293499999	91052.1299999998	0	45576.6019999996	60967.5980000002	135453.526	245955.019	0	224222.650999999	0	167815.693499998	152478.253500001	355661.745500001	176339.328000001	119699.4375	132110.435	0	135238.409499999	313176.699500003	251221.273499999	259954.593	285187.007500001	230319.647500002	154683.598	141052.612	285575.093999999	0	88172.5654999976	194808.0215	62921.3729999998	134300.302000003	0	0
413	52422.7629999993	836210.656000001	1372540.0635	112879.513500001	140065.616	395605.835500002	128266.4855	65240.0199999995	61411.4954999992	93128.4179999991	169467.7545	132882.8015	559638.246499998	171615.699500001	93813.0020000006	97138.5075000012	217367.6395	197271.458000001	55470.5569999995	40437.2959999996	64950.8285000011	94721.613499999	137851.054000001	273845.02	65216.1510000013	226938.478500001	68140.3745	92320.4074999996	107512.773	129449.386499999	130409.1835	78445.6524999995	240888.2185	36522.8730000005	165268.0435	132230.541	54553.3739999991	39804.3945000003	76520.3279999992	92335.9124999999
419	22417.4805	340153.636	340315.966	22934.0445	30406.5205000002	350659.1315	20554.5965	341155.714000001	31466.0575	17373.153	17417.0005	20022.797	331272.958499999	23571.1835	24551.409	22560.5150000001	17594.1725000001	20284.1705000001	24415.1970000001	27875.4989999998	22228.5845000001	23365.8034999999	26654.1115	25439.5275	341850.271999999	24837.8665	21356.2120000001	20085.7224999999	19699.1910000001	24616.8215	22415.5605000001	19209.509	20287.9199999999	19770.1935000001	35122.7354999999	22357.3870000002	24954.4079999998	24716.4170000001	21209.5695000001	25293.154
420	53081.0915000003	1429476.097	510200.184499995	56922.8894999998	0	57473.8394999986	172335.245	1300606.2595	0	0	167154.6175	134997.29	106564.8945	0	227282.872000001	189095.196	131367.206500001	125708.7865	39650.6269999991	221735.069499999	129227.825	0	0	147931.2615	54387.6880000019	209158.366000002	110193.393999999	61975.716999999	100076.537999999	182757.191	146827.248999999	0	38257.5579999997	0	66511.6914999998	152047.9495	36136.6319999998	269521.789	87987.069000001	98272.5145000005
421	121653.896	58196.7925000004	1058897.5315	97929.6839999994	374121.087999999	725206.829500001	83061.6485000004	55296.8079999972	212074.407	41524.1405000011	42605.0349999997	72799.4135000009	371334.893500003	54722.6015000002	136125.944500001	174105.2365	183552.966	118600.068	122662.078999999	210047.621999999	78812.8495000003	140362.702000001	184140.916	111888.433500001	167882.726999998	468477.786000001	103380.172	104682.5035	61338.7130000004	159314.658	301307.554	202110.400500001	215156.306500001	79713.8104999994	150669.520499999	119671.945	40413.8229999988	165526.901000001	176455.5175	123113.337499999
422	111995.9255	840698.020000002	896043.796999997	94801.2390000016	60277.6445000001	57360.0454999973	109937.522	1719783.667	127951.989000001	41446.7009999991	110923.952	69116.0259999994	52632.5975000031	147353.066	56083.5734999993	116170.595500001	35904.3770000008	114622.7535	76171.5239999996	116693.776499999	37641.8369999998	114842.6665	165212.307	44477.6205000006	160130.814000002	41708.7704999988	132345.663500001	190196.4285	56713.6619999996	109904.112500001	120038.046000001	100680.141	144238.389499999	35965.0265000012	150001.919999999	127157.432000001	112546.056499999	121408.947499998	92616.8890000006	130886.1535
423	28403.8535000006	1344720.3265	1174304.619	0	113148.808	57008.1434999987	40163.2924999997	160805.343500002	205881.774	0	40724.7380000005	37463.8905000004	749635.803000001	155518.208	66990.7384999992	156741.904000001	87578.1340000003	107448.468999999	90023.463999999	70460.6365000006	78137.8620000006	187735.761500002	131633.305999999	78644.2619999998	55048.9459999989	0	0	157823.109500001	0	146451.4525	68014.0174999991	47283.141999999	0	69455.4890000007	116442.1555	0	24213.3590000009	141635.978499999	155574.6475	0
424	81448.3754999997	331266.450000001	449000.324999995	56096.0344999996	59648.2014999997	116130.522500002	80241.7725000007	111494.564999998	63508.2074999997	0	40394.762	59698.5789999996	1018055.4635	27217.1165000005	96104.2939999995	60300.7479999997	61770.5519999994	41322.4204999992	86431.8560000006	57944.7715	76327.2880000004	74607.5269999999	94367.7175000009	84679.8735000011	322806.622	89510.5899999994	66729.2559999994	0	41227.8329999997	29347.4099999994	128687.335	47283.141999999	41248.3769999997	26867.4754999994	72903.3564999989	52198.4259999998	75163.7740000009	45829.7074999997	79555.0980000003	26258.7780000003
427	0	54416.0700000035	165034.776500001	56597.8079999994	0	110138.293000001	0	247437.243000003	226718.496000001	171163.773	168350.230500002	0	51689.0385000024	183256.368000001	62749.0964999991	244249.580500001	36962.1200000002	0	174927.296999999	208398.652000001	49842.2510000008	231001.118499999	0	0	100222	114261.6315	58339.3944999996	238605.738	101265.538500001	177634.343499999	0	0	0	0	58254.3399999997	0	0	291328.183999999	59233.2859999994	0
428	211713.328000001	1081456.212	110086.199500001	175899.6675	270319.545999998	166311.3755	0	103628.934500003	359009.237499998	67855.5924999993	257283.240500001	214076.069999999	49208.7420000013	79728.3450000017	0	135886.325000001	180556.065	203561.073000001	302860.926500001	100591.260000001	0	68513.9134999995	453859.8925	147570.636	973211.228	67332.751	131907.849999999	95941.794	487266.235	285626.174	318964.053	343034.8855	0	146261.857499999	377136.469499999	102251.3975	104230.131	444719.709	211566.538500001	217989.199499999
429	415329.336499999	50665.797000001	49940.9819999976	184024.453500001	90012.3870000011	887633.655500001	65342.5294999997	96030.6015000007	205931.6605	191266.413499999	88377.0989999997	116542.667500001	48352.5110000004	130835.257	366149.1215	171722.078999999	119735.764000001	106156.928	90128.4364999999	217261.177999999	101257.738999999	173310.474000001	182661.636499999	206955.176	96412.0220000006	66761.1330000014	88497.2280000011	131959.768000001	82794.2244999999	243917.011499999	68006.2629999992	236599.333500001	249109.653000001	178952.828	193092.603000001	67139.8040000009	238486.4205	115208.301	191177.7365	144289.2145
430	37251.9365000007	107856.010500001	53841.6430000013	55885.7299999997	0	54548.7649999998	0	49097.7225000017	365527.9615	43330.4065	139719.366000001	88711.7394999987	1103066.1005	0	191851.9415	160078.575999999	110406.2255	0	61974.064500001	157392.121	62904.3435000005	239880.897000002	308185.963	0	49200.0350000017	261102.001500002	63507.6174999995	154040.066500001	209745.334500001	160110.812500002	305571.220499997	119371.729500002	120079.962000001	0	97347.9205000008	155167.927	129462.1905	105840.170500001	161702.929500001	198184.737999999
431	142353.3545	419667.199999999	649141.747000001	153354.088000001	117144.937499999	420561.606499996	108405.109500001	246632.400999999	147386.555499999	57997.8084999997	54101.8870000003	67461.1545000002	639021.9735	53550.0350000004	115922.563999999	191102.2855	232564.565000001	105793.591	129868.105999999	215512.389499999	86674.7875000001	96907.7895000001	41287.1324999991	132393.606999999	101813.496500002	60354.7175000009	127434.099999999	142535.018500001	74827.9895000002	54090.1849999991	215390.533000001	162611.350000001	97241.64	110003.6815	236404.760499999	111817.690000001	125220.4275	101355.291	113636.6995	143679.828
432	29259.5729999999	102435.214500001	102660.609999998	32120.6755000004	112886.861000001	494228.660999998	0	49266.9980000009	173823.963	159575.341	142481.367500001	37839.3200000004	139586.489999999	146523.9955	66606.6980000004	0	0	64428.3145000003	142729.2875	91930.3810000001	39965.6675000005	0	122186.4635	152816.314500001	95225.1595	51265.8080000003	48119.4094999997	141724.078500001	130878.355499999	192307.131500002	0	0	81355.9695000003	0	0	127622.1465	82763.2989999996	153321.771499999	42829.0724999992	61133.9255000009
433	59034.7235000004	1600266.708	392616.621499999	88396.8849999993	144994.455	392794.5065	83578.5345000001	48045.2640000018	153635.451500001	74720.8774999999	42902.1109999993	130124.8795	370274.561499998	43791.7055000005	46581.7879999994	46665.7830000002	53543.9640000005	115633.6825	90053.7945000005	82249.9389999994	39405.0209999994	78223.4519999991	99915.8960000009	103487.470000002	49284.1530000023	114914.7975	98299.9344999997	103784.996	116146.1995	29676.6520000003	32195.7990000003	107844.646	120056.5605	56478.3420000006	89161.2319999988	42940.8080000009	150502.756999999	31473.4640000007	41405.3420000005	102679.5795
434	109753.85	1024238.477	146999.812000002	80735.6560000007	134429.373	49749.4304999988	104520.451500001	42035.9854999988	0	56375.3774999996	102241.143	80086.6525000006	126790.589999999	53323.1000000007	191209.903499999	195272.5325	89150.0424999997	73934.6270000004	82810.2199999998	79340.0335	50729.5295000008	95110.8334999999	106879.510499999	0	43253.6324999985	61424.3774999998	181092.413999999	36970.2285000006	53190.6824999997	111092.206	179470.5145	58928.5579999998	112347.261	111494.1045	64591.0285000001	72076.2389999996	134663.043000001	105360.6995	130094.679499999	67791.3889999997
435	0	142647.210000003	373267.738000002	241408.064500001	0	473183.737999996	147926.5415	246587.197999997	121122.406999998	0	0	103901.887	42849.4400000008	215445.752499998	96331.6275	240868.854500002	158755.372500001	157099.446999997	61809.2805000005	62675.9309999996	0	290476.4465	110149.178000001	238423.8935	86948.0200000018	370913.389500001	124480.4825	61179.6330000004	192423.003500001	244351.909500001	67568.3579999993	236125.438000002	0	43214.0380000001	226941.663000002	309502.982500001	154997.091	99480.2365000002	180029.8725	257649.297999999
436	109971.144499999	47134.1409999984	326517.934000001	93136.9519999993	163800.208	287962.890499996	53585.8645	42765.7439999986	150393.420499999	39188.6369999991	136531.831	96176.9484999994	43743.4199999992	141855.690500001	117066.8735	94403.6590000009	114066.8105	140318.811000001	77544.9129999996	41975.0430000007	115565.5105	153112.604	169752.7685	153227.399999998	547337.084	144258.746499998	144997.263	130582.770499999	74188.3080000008	147652.5715	139704.917000002	121552.631	36288.5399999997	34945.8719999999	108445.258499999	91743.2615000014	167503.482499999	102657.972999999	56849.4890000004	87419.5045000004
437	110746.953	145150.170999999	47608.0525000017	172499.832000001	291101.807000001	898498.224999999	36869.6750000005	42997.4420000015	110152.544999999	39188.6369999991	54550.8399999997	217573.5615	410182.859	126621.233	115711.861	153378.381	236806.408499999	270992.2205	119477.890499999	61203.2450000005	169425.082	121464.536500001	125007.846999999	88921.3540000003	377632.914500001	144258.746499998	132038.951000001	127130.547500001	148608.239000001	92501.6085	80689.6410000003	119987.0445	169216.796000001	126022.105499999	201621.7295	168938.843000001	70787.8875000008	184762.529	132332.845499999	94526.9639999999
438	111473.651	90405.4884999978	45309.9374999997	54822.9310000004	97528.4384999997	429459.081500001	122771.869	833981.636499999	144044.902	280262.0595	87450.0290000002	102899.166500001	86915.3890000003	69507.6375000001	238247.711000001	37817.6784999991	153304.319	126402.05	202819.122500001	278543.7155	140683.209	108034.938500001	89551.0284999998	59454.6040000001	248438.361999999	132122.731	148196.544	90347.6200000008	247633.046499999	157056.340999999	90893.1749999988	75803.2824999998	269002.614000001	104451.616499999	140035.695	105872.92	122375.072	112135.908	193539.120999999	39088.9389999997
439	141042.531	46257.9389999977	90421.6644999986	137776.914	0	91250.1545000022	69319.5875000009	44383.0439999991	90643.8340000004	262059.082	125985.652999999	187265.13	43225.0280000011	111477.766999999	140279.374499999	24045.5729999995	0	95593.0219999982	247355.989999999	73179.6220000001	0	116274.416500001	71394.1685000006	181913.913499999	681903.929999999	195939.2475	58445.3955000012	146019.501000001	72325.1984999996	115726.481000002	177381.473	171385.072	164574.387500001	136514.138	104257.413	44629.2269999994	0	169221.5905	188157.899500001	47479.6019999995
440	61812.5139999994	90561.7859999994	743592.718499997	99268.8975000003	39835.6599999989	884763.309500001	165951.2755	213964.641	85273.6705	92181.7274999989	76783.5909999999	32951.7284999999	87071.6885000014	49611.2904999995	54180.8680000005	24603.4629999997	25340.1550000001	50015.2290000005	40139.3599999999	119761.8795	57042.4969999999	74908.4554999994	40590.1899999998	127195.687499999	44323.4100000021	83046.1029999992	38399.0740000006	100089.643999999	84081.6905000005	39288.9210000011	77186.0649999997	66686.5494999999	52805.54	108360.635	81500.1185000011	112201.206	51966.9120000008	64318.9025000005	50142.6005000004	138319.8735
441	94374.3430000004	43930.0900000004	378932.875500002	129746.288000001	116021.205999999	43311.4150000004	95364.473	310116.7145	87949.2889999996	33894.8350000002	140872.519	61037.5205000001	39563.0160000014	62736.5719999999	197140.355	84471.3274999995	137184.7425	33343.4895000003	33099.7905000003	34116.5869999992	104971.303500001	67275.8429999995	103253.666499999	145121.841999999	80366.8640000003	252333.3845	79674.6135000005	33085.8720000005	31963.1804999995	157099.038999999	66762.4719999993	152068.7205	65246.5955	80478.9190000004	52675.3559999993	65938.4155000006	31229.5635000009	34076.6689999995	49709.1699999994	66224.1759999996
442	31178.9170000007	383594.990500003	473541.606000001	45800.1219999997	100018.018500001	43554.8254999979	105730.058000001	39975.8400000015	85654.9624999998	97177.6709999996	58260.6234999997	55272.0040000003	517039.329499999	58540.4860000012	81235.2339999995	79926.4525	43307.3244999997	60280.6040000006	115836.614500001	167588.234499999	55685.4074999994	48400.1494999995	37742.9160000006	90152.0930000002	474585.636999999	113658.891	31203.1229999997	64372.2515000007	57077.0819999998	119411.4835	113403.351	114953.736999999	77362.1639999999	58989.6034999993	84375.109000001	31950.9730000007	70305.0364999997	83486.7100000013	58337.9464999988	59778.7845
