row ID	s1_BD6_01_51095.mzXML Peak area	s47_repeat_BB5_01_51298.mzXML Peak area	s44_BC5_01_51067.mzXML Peak area	s49_repeat_BB12_01_51305.mzXML Peak area	s52_BC9_01_51216.mzXML Peak area	s60_BE12_01_51130.mzXML Peak area	s57_BA12_01_51170.mzXML Peak area	s67b_BB6_01_51043.mzXML Peak area	s69_repeat_RD11_01_51500.mzXML Peak area	s72_BD4_01_51091.mzXML Peak area	s77_BB8_01_51188.mzXML Peak area	s74_repeat_BD12_01_51287.mzXML Peak area	s79_BE2_01_51111.mzXML Peak area	s82_BD10_01_51103.mzXML Peak area	s84_BB7_01_51046.mzXML Peak area	s86_BB11_01_51054.mzXML Peak area	s4_BD9_01_51101.mzXML Peak area	s7_BB6_01_51183.mzXML Peak area	s99_BB2_01_51035.mzXML Peak area	s102_BB8_01_51048.mzXML Peak area	s87_BG6_01_51489.mzXML Peak area	s90_BA10_01_51027.mzXML Peak area	s92_BE3_01_51113.mzXML Peak area	s94_BA4_01_51015.mzXML Peak area	s9_BB5_01_51041.mzXML Peak area	s12_BC6_01_51209.mzXML Peak area	s14_BB4_01_51039.mzXML Peak area	s17_BA6_01_51019.mzXML Peak area	s109_repeat_BC8_01_51291.mzXML Peak area	s112_repeat_BB9_01_51300.mzXML Peak area	s19_rerun_BC10_01_51138.mzXML Peak area	s22_BC4_01_51065.mzXML Peak area	s24_BD2_01_51087.mzXML Peak area	s27_BE5_01_51263.mzXML Peak area	s32_BB9_01_51050.mzXML Peak area	s29_BB4_01_51179.mzXML Peak area	s34_BA8_01_51023.mzXML Peak area	s37_BA5_01_51017.mzXML Peak area	s39_BD9_01_51246.mzXML Peak area	s42_BB3_01_51037.mzXML Peak area
106	2421.97499999996	8527.46999999986	6978.9475	60719.8205000009	3690.47149999996	2718.59300000002	8863.14	14305.8494999999	11938.2155	1743.17850000007	89024.3619999993	30984.6705	15764.6945000003	5317.28250000014	39173.5160000004	7166.79900000019	7831.94400000001	8853.77499999995	4788.489	116863.2615	5920.42249999999	10733.754	11700.8034999998	0	14311.1285	10101.1915000001	5506.84600000002	1566.46799999999	2183.46750000001	15331.1379999999	8274.64199999993	1035.27150000003	14598.9485	17308.9165000001	1613.40400000001	1297.44200000003	10917.9089999999	48221.7829999997	1063.71099999996	2707.79699999999
107	23492.5385000008	357370.945999999	213431.261999999	124062.604500001	409287.1575	93502.5150000005	275494.064999999	23701.6919999996	178203.087999999	160255.492999999	321942.066499999	261970.9105	25433.8590000012	281156.591499999	86058.8204999993	23904.2924999992	136412.451000002	166575.788500001	184569.137499999	23497.9290000005	397556.8745	601524.244999999	261892.82	23675.3550000001	264293.963499999	227659.441000001	49184.5184999991	48103.7130000009	226646.234499999	128915.597000001	24012.2639999984	24535.1749999997	155709.3655	148460.633999999	24170.2399999991	72699.8509999996	117057.0705	184755.4425	189377.933000001	23882.0689999991
108	2421.97499999996	2291.1070000001	6978.9475	92506.8044999973	2600.92799999999	3035.84300000002	8498.79400000007	14305.8494999999	21138.2405	1183.358	67621.0595000015	19966.0440000004	10628.0715	12466.6309999999	193817.3075	11877.5469999999	7831.94400000001	8314.08849999996	2214.44799999998	46632.6140000005	5920.42249999999	13478.9474999999	8571.28000000017	15562.4960000002	14311.1285	23591.9005000001	5097.852	1566.46799999999	4134.16250000006	13556.2285000002	8274.64199999993	978.781499999978	14598.9485	11741.2314999999	5174.81749999998	1079.12250000001	14062.5859999999	69281.8215000012	1390.03800000001	2246.83750000003
109	39810.7735000003	29550.2500000015	63693.5084999987	28528.1759999991	122156.2615	23899.8714999998	64467.9050000002	74522.0565000009	294212.399499999	136872.819999999	84249.2879999992	339686.511999999	62336.4669999996	41922.8729999997	55336.4135	39879.8680000001	87532.4459999995	121509.7815	57722.4979999993	102439.795	30622.4100000006	39122.6739999994	68544.1049999996	75275.7404999994	57425.8954999999	79767.143	144105.3595	61221.7574999999	317608.244999998	227895.0145	38902.7754999992	64272.4530000004	57077.9890000002	130955.786000001	59570.5070000001	42441.3595000007	99066.3984999998	147136.929999999	122007.1965	242797.564499999
110	9600.71849999999	3669.96900000001	8991.08100000003	31038.5624999991	5157.90400000002	3035.84300000002	11831.9675	9000.09050000009	11635.3574999999	1924.759	68200.9120000006	44068.0530000003	10628.0715	12266.8275	261584.052	11966.5675	10347.1269999999	11622.425	1140.64049999998	45362.1130000007	7074.52249999996	12696.4455	10207.8855000002	0	8333.46900000003	8266.3424999999	604.237500000001	3628.11999999991	7427.60300000003	13556.2285000002	15499.9500000001	0	5977.29449999995	23513.9500000001	1326.35550000001	1665.444	18327.3915	46671.4600000001	1390.03800000001	2033.75799999996
111	100157.7595	1072.211	116679.448	674.443999999994	90459.7235000003	103238.2	100789.205	100173.507	2527.30650000003	112329.728500001	107503.5185	694.087999999994	116356.329	103199.062	75688.5550000005	99276.7034999995	101600.657	92225.0449999996	111320.6015	89021.0715000001	2313.57350000003	103240.490999999	119527.6075	106946.8835	102551.058	90762.3389999999	105337.301500001	108779.066999999	2481.95799999999	1000.008	90135.0399999998	109138.1445	102272.209500001	106853.414	100719.2535	95004.8335	100388.641	117457.0495	91180.7880000004	105392.924
112	5143.8914999999	0	9377.29149999999	499379.6895	3076.89599999996	2699.50600000001	8378.09500000004	8607.05750000002	7785.41849999999	3089.8419999999	211349.250499999	18237.6919999999	11023.9100000002	5388.30050000007	108954.958999998	7166.79900000019	5586.55050000001	8853.77499999995	4487.6055	45539.1090000002	11090.2405000001	12597.5134999999	19414.6165000001	0	14491.2539999998	10215.0925000001	4434.61300000001	1543.93800000005	3093.82950000003	11990.8395000002	5316.903	2098.71199999999	6721.76699999981	21925.9119999999	1613.40400000001	1153.25000000005	22314.2009999999	23779.4314999985	1244.07149999999	2403.35800000003
113	9969.11000000002	3054.69400000006	12716.0835000001	61283.0250000001	2017.04	1552.28349999996	9958.56049999997	21646.7825	6412.34549999998	2638.90800000002	43934.8825000012	50803.3999999996	10203.5939999999	14525.6835	77176.2429999991	11966.5675	10347.1269999999	11237.868	1889.61750000002	22551.4419999995	3833.19800000004	9299.95849999996	10269.3885	0	8562.52950000001	12200.6555	1598.97	3628.11999999991	4439.72300000008	13214.9095	7000.37899999996	916.719999999992	4508.02249999998	18831.597	2790.01300000002	2031.53700000001	12855.5820000001	22875.1829999999	1061.1	1338.564
114	230395.916500002	291412.190500001	22848.4274999992	234643.877499998	214021.3005	179720.302	23100.0660000001	63499.874499999	345336.392499998	110430.341499999	86863.6639999977	59513.1739999994	245778.190999999	24053.1445000001	22332.5199999998	21914.021000001	150053.632499999	46680.8555000001	65734.8105000005	22007.4720000011	96222.2885	21988.6580000011	24843.5399999998	127154.411	22089.6225000001	22531.8099999996	44536.396	45317.616999999	172973.052999999	415541.568999999	210227.809999999	91619.0609999994	21747.1349999999	203979.976000001	45541.7395000007	198611.696500002	22958.4104999995	22389.2069999997	234633.565000001	45440.9409999993
115	63526.451500001	625052.147499999	56695.7714999999	427940.7935	160135.195	738.963500000016	141598.049000001	395553.160500003	821087.44	51650.6259999996	69550.7889999999	114488.145499999	1154.748	470839.414500001	4509.69399999994	64939.7624999999	437700.808	253302.042999998	2168.84949999996	64724.9995000005	28731.7969999999	644253.1555	159448.192	1754.35500000003	228647.179000003	505866.091499999	1196634.7985	693568.721000001	426932.630500001	516738.8335	133203.905999998	619080.054	876.383999999987	40348.7660000001	137847.257	152021.8745	122612.985999999	139621.8605	189643.404	773328.431500001
116	0	51671.2869999999	0	46578.323	46011.9609999999	61753.9490000001	0	64671.7995	0	78075.4125	64422.512	0	0	77544.453	0	23475.1360000001	0	55633.5564999999	0	54904.1895	0	63944.3125000002	32977.1660000001	50339.7004999998	191.3535	58533.0690000002	0	73844.5255000002	0	44964.707	0	43707.2090000001	0	75153.0805	65255.3254999999	0	1472.5695	68216.373	0	65053.3029999999
117	22380.3855000005	16246.0669999998	130336.078500001	11378.7574999999	45069.284499999	87276.0354999998	42973.0715000006	20762.3999999998	12905.6595	20941.5030000001	22951.7684999991	12798.7	44362.6429999993	69117.9055000007	40034.2020000005	41536.8935	110151.3325	67315.8905000003	20183.4335000004	62505.9224999999	19001.6080000002	109301.074	21692.3624999999	40762.0680000012	60951.4859999988	22942.8419999985	20559.6804999989	22288.5769999986	6527.5769999999	5750.4999999999	88782.4230000008	41899.652999999	62338.9999999995	121656.621000001	42559.8319999998	67560.5735000009	20653.8969999992	67441.2230000001	70210.8874999999	20565.9090000004
118	20864.1159999996	230405	149502.5555	199760.074	181660.503	102604.256999999	123812.166	21167.6850000001	80741.2109999986	42223.709000001	143800.690499999	398628.613	22591.7999999999	144550.289499998	40141.0040000004	308713.0365	21957.9519999988	43316.4915000018	226965.5325	42485.9340000013	304484.500999999	21282.2799999998	236526.539000001	100318.063499999	42391.7530000002	227302.650499999	82973.2724999993	21361.976999999	100360.673499999	101363.647499999	21203.7365000004	42725.6204999999	98843.4619999994	416383.016999998	97014.1049999995	22192.4799999998	21785.0954999995	21168.8550000002	120623.196500001	363497.157500002
120	66545.1649999999	78804.5624999998	41071.9444999997	30286.734	15542.2604999999	33566.2764999997	497825.143499999	48134.539	57795.5254999998	58289.0399999998	29896.6389999998	52026.8889999997	47017.3965000004	51532.8280000006	16126.0725	11442.2800000003	138079.056	121529.572500001	88617.3094999984	36396.1810000003	872197.746000003	66621.0300000001	71095.4855000002	64403.3405000002	86380.4055	45200.9700000003	71782.8139999997	87559.545	52450.6309999999	62852.6894999997	28611.9550000002	31289.2649999999	57522.6915000005	76799.2975000002	78399.592500001	101629.192500001	60955.4240000006	128522.1825	128575.182	91279.4285000004
121	40908.5019999994	246260.2515	86219.857	419375.17	243170.323499999	21764.7100000007	123253.036	42243.695500001	142480.048499998	21051.9840000008	62042.0995000001	109366.546	190179.4	231458.0745	210490.56	212723.667	21110.6075000005	207395.072500002	21635.8049999999	20588.0220000004	226741.694500001	43061.2760000009	45357.2029999993	21089.8325000001	41980.1515000005	124458.016999999	21232.3759999991	102828.889	236758.760000002	321794.385	63929.9069999996	145098.758500001	365203.501000001	23433.5500000005	195800.7935	21993.3840000003	21455.139	205816.456000001	60144.9050000004	83770.8370000002
122	0	87353.7725	0	84578.595	58534.6865	100059.963	0	93665.494	0	107392.188	74815.8890000001	178.1605	224.200499999999	93382.5699999999	0	25203.2290000001	0	89088.173	178.4875	79171.7929999999	0	82250.809	37943.7749999999	55437.3050000001	0	74496.4925000001	0	104003.179	0	71164.4275	0	51035.504	168.971499999998	91729.837	76903.8574999999	0	1526.5715	93359.773	0	94562.8155
124	16834.9650000001	121947.390000001	57078.2790000006	120997.712499999	73548.8980000004	77676.6509999997	59175.1534999998	68417.4310000002	27428.7795000011	91137.6914999995	57545.2790000005	24780.4919999995	40094.2745000002	115598.061	72112.1964999994	50570.0330000003	54698.6245000001	58788.5479999997	35002.8800000001	111201.124	56275.3560000002	54844.5805000005	56717.2130000001	51197.2149999991	146155.4805	55127.4875000008	70170.7619999989	113295.920000001	102699.567000001	94663.1860000005	113509.0935	75201.3594999998	53601.2079999995	39943.8259999989	34476.5240000005	91990.0679999999	37117.0500000007	73112.9439999995	119648.160500001	33485.5580000005
125	53600.1174999996	5877.93600000005	43789.951	4762.19750000006	124042.6075	131370.143	197776.773	110211.9715	11135.671	55515.0524999999	53131.9869999997	11227.6465	49382.7849999997	143442.0075	40273.903	47671.8169999995	63307.9770000002	125744.149000001	61995.3119999998	44814.3605000001	12654.0425000001	56464.1370000002	45831.5664999999	128695.9745	80694.5335000001	126048.704	50856.6884999992	46962.1880000001	13917.6325	3585.15300000004	121305.0215	134843.363	116001.8355	147868.801499999	52175.9330000002	54992.0540000003	52922.2149999998	53806.941	51973.5460000006	124339.235
126	72510.021	168799.53	58432.7565000005	28742.4330000007	35138.5065000004	62058.9969999996	99499.7344999998	152135.950500001	30653.8595000007	18722.9894999996	76787.9945000002	58045.9440000008	57750.7479999998	98978.73	91170.214999999	85366.3879999994	55278.2540000004	143127.356	57587.2605000006	54372.5545	157889.214000001	37486.0505000006	39267.1725000003	57824.5025000005	76986.6404999998	39982.9964999995	57491.7600000006	78611.0130000002	144093.247000002	231506.3105	59662.3715	169677.2545	37743.5030000007	84051.9245000001	116918.690500001	59833.7199999989	87535.8389999998	39819.5370000007	39464.586	46870.9419999993
129	0	32378.573	0	39036.437	75571.0655000001	75923.4215000001	0	77401.5584999999	0	81736.1819999999	91764.9420000001	0	0	44175.6075	0	30837.6075000001	0	98539.1235	0	64596.435	0	88970.2599999999	42740.7569999999	85390.2160000002	0	87467.9035	0	109832.5615	0	44205.6445	0	69808.7734999999	212.939999999999	101345.7265	105864.131	0	2584.32400000001	98373.2325	0	98708.724
130	189.072000000001	62861.5865	0	65564.6635	38496.5384999999	57839.1315000001	0	51953.299	0	51909.3375000001	53800.334	0	0	61998.19	0	17063.389	0	49101.9349999999	178.4875	41663.913	0	53056.1300000002	21774.2285	13685.2305	206.199	46617.3735000002	0	58015.3175000002	0	54054.389	0	34803.1005000001	0	62187.35	16273.0090000001	0	518.929	61322.5925	0	59632.4484999999
132	132092.083500001	25495.4645000002	36108.2670000011	25420.0705000002	53158.9700000006	76032.8280000006	52946.2534999993	73004.2695000001	52817.5374999999	36217.0874999998	49279.9829999998	78825.0965000001	34960.5200000001	36850.9280000006	34452.3779999993	29191.5234999997	34759.1539999999	75390.4419999998	34856.3155000005	17310.0884999996	83652.3410000002	34989.8685000006	18131.5844999989	108054.518	55621.7629999998	54581.2879999993	47399.497	38371.2064999992	25259.5979999988	76057.2939999988	0	74820.0995	34052.0480000002	73209.7774999998	33121.9505000002	92744.8370000003	113460.318499999	92301.2100000003	36430.3109999997	53000.2760000004
133	47131.0004999996	133105.975500001	64055.7144999994	23057.7839999995	32806.2240000002	84148.7775000001	15670.1825000005	126757.601000001	24372.2835000003	33630.9504999997	90109.0984999999	46560.359	16625.1330000001	84860.0510000004	46578.1164999995	15915.6270000003	94560.4524999992	35325.3379999989	64506.6479999998	65951.6465000008	25212.9149999997	49028.3460000004	86605.9635000004	32016.7489999993	51284.2999999999	68686.0914999994	125114.265000001	32244.5765	47736.6554999992	47138.039	49560.3919999994	70652.0984999997	34045.3624999999	72159.4669999995	115020.089999999	33815.4240000003	33648.7804999989	87644.5909999997	66584.2575000005	62926.3374999996
134	10107.2425	11127.4494999999	21285.7614999998	5958.495	12378.425	596185.209999996	4740540.35200001	109250.46	4526.54999999992	239823.125000001	207710.0135	5841.68549999983	38136.0339999998	429694.554499997	10216.3165	16717.9500000001	220560.267000002	1339244.948	44253.1865	37045.9879999996	8103.69600000031	66704.3690000004	280383.859000003	22138.7914999997	113443.901000001	228379.214	129348.633000001	133568.401999999	9072.56349999997	25070.8860000007	39656.4395000002	29844.1855000001	63986.1420000001	520770.299000004	125519.171499999	207087.559499999	58384.3094999997	283263.468000001	526146.769000005	118329.621999999
135	18053.5025000006	162934.051999999	138908.9975	148009.034	50724.341499999	18208.4085000005	148746.438500001	17439.37	231889.193999999	18034.7365000001	100077.662	148352.6275	18215.5679999994	156364.988	33739.8445000002	98278.5159999999	134791.067000001	68450.3339999991	101298.895500001	16826.6024999999	66752.1285000016	115876.397	127807.191000001	34432.5150000004	67767.2335000001	116052.481499999	34848.6749999994	120907.7355	236639.429999999	300833.071000001	17337.2599999999	34556.6310000003	197184.23	87651.7195000005	50843.7885	54733.4780000003	153339.0315	105207.0305	50474.110999999	85189.4265000001
137	50505.6169999999	87009.3745000008	13243.9395000001	6559.98300000006	18976.3725	71885.4130000008	614154.826000003	50182.8450000002	37448.9409999998	114381.758499999	72985.5720000002	8648.96350000013	40502.7500000002	216003.513500001	8870.83500000009	27096.0150000003	31454.1405	86728.7160000003	22265.2420000003	22350.9255	392564.8535	20968.2199999998	18704.496	0	83864.8185000004	67064.5625000008	22143.1909999999	44783.7420000005	6884.72000000014	70597.9865000001	107491.4595	82459.7634999992	90961.9129999996	259932.834999999	135297.124499999	112455.3585	73221.1080000003	152735.992000001	132483.3025	183777.156
138	0	0	222.632	0	171.990000000001	0	0	0	0	175.854500000002	0	175.266000000001	706.193500000004	914.095999999999	17546.4	0	289.129500000001	217.853999999997	0	44888.035	0	167.586	0	0	0	0	0	0	4895.15350000001	168666.8445	0	0	0	0	0	0	0	284.019500000001	0	0
140	52652.7705000001	172367.209	25400.0795	19272.5624999999	97541.8380000011	1516.81600000001	365491.035499999	89707.6545000006	84058.2530000027	49822.4575	23079.5335000001	33988.0495000004	2921.58050000007	55152.6305000016	6559.5315000001	55387.4684999998	300348.769500001	158049.5155	1212.86000000004	41960.5250000003	23336.2029999999	91086.0050000004	61463.909	3356.46749999989	140512.500999999	56909.1305000002	134143.611999999	149355.289000001	33855.9810000007	131866.911999999	40373.4629999997	83883.2054999997	2384.17450000001	17576.061	15816.7964999999	67072.2789999996	147950.562000001	27184.8790000002	68508.4059999996	61460.9849999997
141	40462.1550000005	66091.4520000012	16374.4645000001	51123.6219999998	151058.5055	884.202999999994	254952.186	328863.307500001	146611.449	62096.001	49938.009	33988.0495000004	2641.936	284947.349999999	6559.5315000001	45626.953	118311.983999999	88470.9619999991	1036.22100000003	40338.7915	20600.811	27001.921	35210.6045000001	1401.7	93759.5940000003	26816.1984999996	279129.7505	246296.746999998	35933.2085000007	52102.9804999996	102105.716	162693.598	2828.34649999999	26562.2325	19130.8979999997	29406.1925000001	34839.9840000001	79448.6284999995	238780.1275	148172.715
144	24388.5720000002	12111.3745000002	15697.2690000001	9055.68300000019	63097.0645000003	6381.58700000006	199493.199499999	14140.9520000002	15168.9075000001	25102.1930000003	17196.952	8818.99199999987	20058.8294999998	24797.2680000003	91265.0435000002	6258.14700000011	38519.3325	35051.9390000001	30473.9559999999	17257.2285	263366.532499998	10550.9399999999	31823.8500000003	20561.4494999999	18544.6035	7908.26400000016	17958.3799999998	26416.6335000001	25267.2974999999	29666.178	8904.74799999982	7458.87000000022	15793.4759999999	29058.8929999999	9047.89800000013	27323.9785000001	24846.3840000001	48017.1075	26342.7495	13554.1599999999
147	35800.5310000003	121619.364	20954.542	0	184215.998500001	1816.55349999993	0	0	0	43061.5945000001	76903.4605000003	50312.4750000001	2544.45150000001	238859.076	9515.62900000006	45444.7134999996	0	0	1032.37200000002	10896.1924999995	44853.054	0	52837.1470000004	11816.9099999999	0	0	0	0	0	0	0	105043.6335	1312.00000000007	13512.4759999998	26836.1599999996	112313.542999999	45964.6349999997	0	0	0
165	1513.79400000005	0	0	28234.2944999997	21628.2589999999	10500.7435000001	14073.3505000001	9197.08299999986	209007.818999998	7727.90999999989	36053.6080000003	47487.9659999999	0	1895.7915	30748.4379999999	14496.8074999999	11929.0819999999	0	6263.56450000002	8445.42999999991	7782.72949999979	6744.69950000004	6759.70800000004	0	0	11464.4104999998	0	16992.3325000001	736.584499999998	1806.7945	2123.79999999997	4172.45949999996	7125.45749999999	0	12982.0689999998	4735.83199999988	5736.26999999995	0	3594.3939999999	787.318499999976
