row ID	s1_BD6_01_51095.mzXML Peak area	s47_repeat_BB5_01_51298.mzXML Peak area	s44_BC5_01_51067.mzXML Peak area	s49_repeat_BB12_01_51305.mzXML Peak area	s52_BC9_01_51216.mzXML Peak area	s60_BE12_01_51130.mzXML Peak area	s57_BA12_01_51170.mzXML Peak area	s67b_BB6_01_51043.mzXML Peak area	s69_repeat_RD11_01_51500.mzXML Peak area	s72_BD4_01_51091.mzXML Peak area	s77_BB8_01_51188.mzXML Peak area	s74_repeat_BD12_01_51287.mzXML Peak area	s79_BE2_01_51111.mzXML Peak area	s82_BD10_01_51103.mzXML Peak area	s84_BB7_01_51046.mzXML Peak area	s86_BB11_01_51054.mzXML Peak area	s4_BD9_01_51101.mzXML Peak area	s7_BB6_01_51183.mzXML Peak area	s99_BB2_01_51035.mzXML Peak area	s102_BB8_01_51048.mzXML Peak area	s87_BG6_01_51489.mzXML Peak area	s90_BA10_01_51027.mzXML Peak area	s92_BE3_01_51113.mzXML Peak area	s94_BA4_01_51015.mzXML Peak area	s9_BB5_01_51041.mzXML Peak area	s12_BC6_01_51209.mzXML Peak area	s14_BB4_01_51039.mzXML Peak area	s17_BA6_01_51019.mzXML Peak area	s109_repeat_BC8_01_51291.mzXML Peak area	s112_repeat_BB9_01_51300.mzXML Peak area	s19_rerun_BC10_01_51138.mzXML Peak area	s22_BC4_01_51065.mzXML Peak area	s24_BD2_01_51087.mzXML Peak area	s27_BE5_01_51263.mzXML Peak area	s32_BB9_01_51050.mzXML Peak area	s29_BB4_01_51179.mzXML Peak area	s34_BA8_01_51023.mzXML Peak area	s37_BA5_01_51017.mzXML Peak area	s39_BD9_01_51246.mzXML Peak area	s42_BB3_01_51037.mzXML Peak area
408	204819.231499998	200654.563000002	298679.5855	135406.572499999	194940.651000001	0	190637.048499997	262195.740999999	149650.032000001	0	80614.5899999979	1003758.2155	145204.7315	0	72139.8304999996	0	0	78916.214000001	44385.7939999999	197189.435500001	952573.531999997	212015.165999998	254041.440500001	88790.3899999998	0	77858.5944999976	0	0	134451.544500004	68523.2730000014	84332.8420000008	0	280810.4195	351680.9455	69355.0259999998	234850.507000001	0	0	86889.2105000005	242534.57
409	169541.581	67977.1575000039	47733.9420000009	67025.9449999988	146785.720999999	90815.5125000004	150126.605	151162.813499999	142483.968000001	69684.8169999987	112146.717	390623.397500001	148148.331499999	179890.042000001	163021.931499999	64246.2500000006	136906.581500001	261826.644999999	284781.101000001	85986.7825000006	566072.348500003	129224.634	169664.627	286533.7305	85575.3429999994	95165.8490000001	172422.606	88075.5350000007	67915.6800000026	66766.7220000018	108438.784	46439.0125000017	63891.8715000005	210743.047500001	230612.6195	180665.721499999	107598.8735	127193.2265	122920.7995	164070.5885
410	144097.031500001	199599.446000001	127045.313500001	68949.4520000004	88456.3165000009	89267.6009999993	223324.583000001	43015.8840000003	360148.627500002	66343.0089999986	109953.573500001	67760.6984999961	60824.0020000011	178786.716000001	100681.430999999	40450.973500001	134101.989500001	166677.363000002	116599.830500001	146643.27	218271.966999996	103973.586	42880.7190000006	119714.095500001	166543.441500001	98797.9349999997	102748.002	84278.765999999	1962446.7145	68452.0500000002	111757.223499998	147546.659999999	101217.933500001	119682.817000001	144101.077000002	113634.5355	162010.891	60826.1249999998	98396.7515000004	83497.8755000001
411	0	67780.5599999996	0	67433.1224999996	85225.7229999993	210151.249999998	0	0	144367.031999999	100094.086000001	39545.5499999995	200624.827999997	190582.2775	241297.3185	167907.589000001	87630.0340000011	229788.119500001	242144.1525	0	186693.060000001	1513831.4725	42140.381499998	0	38684.7874999999	0	81330.1419999994	0	71729.8705000004	341381.797999996	67233.3480000014	0	158161.820999999	0	246314.425999999	0	189472.634500001	0	215284.335	84805.6489999981	43200.3224999986
413	194939.828999999	1243289.439	129880.071999999	1498470.9675	148813.073499999	246670.866500001	158413.932500001	140162.147500001	67882.4264999985	71841.1894999991	214445.518	307696.409000002	154229.775000001	52821.9234999993	66929.3375000012	68477.0465	174834.930999999	109264.627	251481.291	105526.730000001	671939.616499997	154758.229	36075.2344999995	119065.1065	136625.212499999	125917.779	181666.391499999	73753.4014999995	690018.063	703714.034999999	144809.7125	75588.9229999992	36081.7804999993	150131.635499999	107343.9705	38637.0450000004	72183.4320000011	121840.039	236455.0235	221603.926999999
419	22798.9745	285885.3675	23171.8270000001	345085.227000001	22278.7845	19977.9125000001	26584.8039999999	23875.7565	357335.6385	22492.0375000001	23037.7875000001	346551.898	21039.4789999999	23002.7755	20626.9305	24003.2069999999	24561.7469999998	21575.6404999999	18348.7834999999	20431.0134999999	325228.341999999	20387.7200000001	23932.5765	20076.1749999999	24095.331	23624.141	18972.8304999999	22100.0865	336378.932500001	271154.522000001	19626.9865	27654.2390000001	18395.52	29781.3199999998	21620.4265000001	23558.653	19284.1845	21976.0180000001	28677.432	18838.5995000001
420	94114.2350000004	106983.267999999	207396.296499999	159840.260999999	144995.4065	190990.034999999	225347.259	70960.1774999982	174291.565499997	214654.987499999	0	797270.664999998	0	208396.764500002	36115.6169999991	109277.963000001	0	59410.7045000009	0	111430.648499999	58078.8180000029	173405.969499999	140725.161000001	65886.0865000003	41191.3689999981	219104.1275	113040.775500001	51987.0900000003	54258.0240000025	54072.8040000002	180948.649499999	37089.9484999999	0	0	91698.8079999996	225635.905500001	180896.7355	89461.2740000005	92633.0099999993	150253.862999999
421	37902.5595000003	54418.8975000003	208734.119999999	310704.297000001	208819.407499999	122914.527	71836.6179999987	136370.066000001	117091.458999999	139374.437499999	134511.587999999	56842.6949999972	148426.8765	199708.945999998	195526.2615	99569.0014999992	79439.6394999994	184543.482	75763.8965000001	163586.349	233643.154000002	264901.600500001	71486.1714999992	92883.9085000003	280981.012000002	101289.306	155506.753499999	135032.6795	54988.3799999995	55201.1155000013	156378.572	173560.969	152366.059	69221.402	114432.205	63246.6314999998	74381.8274999994	121651.518999999	201604.5365	186033.827
422	195150.1245	844706.391500002	97410.2100000003	470120.124500001	58685.2130000015	90194.1900000008	86077.454500001	72665.3374999998	58188.6889999973	91667.3889999991	78362.7385000012	54843.6224999997	56025.1830000002	157796.233000001	52353.6745000001	52196.9020000006	147133.226499999	40978.3380000004	166800.382	74884.2274999996	57888.2170000014	168276.729	91263.3065	207240.369	126810.253	148088.3385	74135.5449999995	108422.741000001	107185.542	1706815.5255	72133.0130000018	94700.5300000009	139615.638500001	124187.166	72696.0695000008	83990.2700000001	88544.8144999998	107438.557999999	181814.4465	121452.942
423	0	426944.155	59033.1204999993	108082.478000001	0	76648.4474999997	187249.2685	78965.0775000001	116381.320000001	0	228133.514999999	109966.520499998	32632.8584999992	89819.1644999996	131758.476000001	38796.7774999997	0	89121.1479999996	24201.3420000005	0	285019.129000001	124180.108499999	14322.6480000002	37411.6830000003	52306.9065000004	77682.7329999991	41814.4545000005	51572.2704999998	429913.732999997	110608.354000002	101540.8845	138402.344000001	86301.500000001	0	53410.1580000001	112054.901	0	0	0	38649.499000001
424	76565.6295000004	55235.5979999976	124397.6155	54518.5215000013	56733.0245	76648.4474999997	55374.1214999995	91657.1405000001	57932.9549999997	27407.0540000009	98558.9790000001	165949.580000001	57784.780000001	81428.5709999999	62088.084	103970.590000001	83366.6055000007	0	36162.6869999999	76474.2950000008	115408.396000001	25906.2500000007	35997.818	61033.5930000001	40880.8449999996	43170.2960000001	68071.6770000004	51572.2704999998	691955.987999999	704590.560999999	101363.1515	86037.6635000004	62458.3629999993	43898.8415000002	26962.8984999996	54542.3115000001	73759.6289999996	39468.9840000003	90560.3254999993	53121.3094999991
427	0	50046.3479999978	179867.9845	154872.441999999	62219.496	80695.6704999994	163822.014000001	53644.1449999981	167076.373499999	145264.247499999	188802.721999999	51578.6990000009	0	58595.3745000011	157263.412500001	66675.9394999994	0	57684.2250000003	32837.1560000007	53314.113	662298.364999999	50055.0659999994	0	67538.5114999999	95979.617999999	240214.404999999	54311.1290000006	42923.2074999983	49939.3439999976	104674.613000002	0	174210.909000001	137560.078500001	306030.048500002	109603.833999999	179149.801	51174.8775000011	188107.299500001	104331.0405	89650.5820000001
428	230664.117999997	52460.9899999973	195252.495999999	153675.464	68535.8324999994	171258.8655	289793.242499999	213437.642499999	55781.6469999974	72318.2485	103412.473999999	52063.6545000003	64466.3704999994	211056.373499999	233185.319	0	0	272514.119000003	182616.5615	182513.714	440939.067999999	0	103101.685000001	210147.798000001	162756.393500001	67847.5964999995	267057.312000001	141030.453000001	102255.111999999	614600.154999996	277851.469000001	263985.264499999	228802.036500001	110519.625000001	250652.490999999	71368.3119999981	0	105727.355499999	74847.320000001	217905.215
429	78504.0649999993	96172.6385000027	276847.738	278656.9685	185342.1915	127563.5725	242268.931500001	66336.6390000003	51116.0020000025	125941.898999998	107728.376499999	98204.4334999993	127654.912000001	194002.905499999	80947.4415000003	155201.2105	130282.348500001	117016.079	123522.856	101503.273500001	159656.582500001	103166.5345	207918.5795	204082.682500002	142461.476500002	209711.610499999	164520.498999999	123913.2105	147647.551499997	49418.5745000017	182270.785000001	307913.353	122531.451499999	143455.618999999	164065.635	130276.008999999	102771.72	109070.913499999	155066.201	62681.6995000009
430	0	1063755.926	76597.1074999995	189776.192999999	209613.557000001	161273.523499998	0	151019.623	54689.0609999991	270112.871	144063.328999999	145128.371500001	0	129610.4545	154686.758500001	167820.963499999	0	65738.0639999993	170828.2625	0	530327.028499999	68953.6810000009	53773.0765000001	28881.2200000006	135260.721499999	191910.818	177409.957499998	29484.6469999986	1078011.2545	1067298.7845	109643.5135	119120.184999999	95081.1770000003	174950.813500001	0	227315.759499999	103962.8175	161784.216	50728.9859999992	81928.6300000013
431	86797.5100000001	99332.8019999992	129990.3685	451097.023500002	59233.4524999994	253140.8485	64459.3479999999	107389.060000001	54720.3359999976	108335.609999999	117818.5765	431925.472500003	54893.7079999983	190722.191	150549.287	52515.0330000005	166445.794499999	171696.3885	166284.4305	53231.9190000002	434122.442499997	36501.6225000014	213768.954	66798.1449999998	154218.067	94646.2099999998	146145.3575	53354.5744999999	932339.295000001	52879.8765000003	92666.4174999988	199707.947	69923.1215	59969.2975000015	36117.1124999999	133651.748499999	91376.4440000001	140340.645	224366.055999998	34991.3009999991
432	58372.0579999997	95016.519500001	0	48854.6050000009	0	0	88452.5069999994	41714.6429999991	52625.8459999991	164570.289500001	158819.799999999	420271.955499999	162425.4315	0	146346.476000001	26753.5139999998	47000.3900000006	115573.689	40116.9275000005	44482.1865000006	51553.8760000014	26971.1710000004	142392.934500001	115396.686000001	56871.2925000009	135633.7935	27199.0035000006	0	48624.6294999983	49490.7009999982	84125.8770000004	56804.0550000011	0	0	40776.9024999986	161848.585000001	144547.2575	0	156877.063	45083.5675000001
433	44391.0705000001	47997.8774999997	88425.0305000006	194836.955999998	46623.2139999989	98517.1110000003	84491.0275000005	57257.985999999	51376.6890000011	42017.8509999991	104956.7375	653015.565	59714.7405000001	60862.2570000003	64508.9460000002	70389.4704999999	74027.622	62985.3600000002	120872.343000001	53644.4595000002	815192.2135	77788.983000001	29177.2770000003	67653.0339999994	83868.2915	103525.7465	29252.643	72895.812	48366.0705000003	427034.646999998	100473.803000001	88035.6955	66981.7375	128163.873999999	82581.7394999995	44891.3309999995	164122.720500001	82124.5935000002	81045.4229999991	93480.0450000001
434	83868.6010000007	377471.757499998	0	42390.9334999985	98077.018500001	0	95285.5370000018	66468.7815000018	50487.9824999997	113802.671000001	140346.2845	1198251.583	89551.753499999	29866.4904999997	31650.8030000006	51028.4550000004	76812.1355000004	37232.4254999999	101830.81	73764.4754999993	100816.526499999	70716.1274999991	68114.7540000007	127263.6985	102079.2785	0	88572.8195000005	117455.196	84819.3374999999	86397.2550000005	55761.9299999991	56033.5070000008	120096.711500001	59995.1750000003	65240.6240000013	101299.569	99096.5339999995	51537.0344999999	62478.3630000001	67443.1050000009
435	139785.492499999	43758.4790000014	93528.8455000005	42658.8599999996	94612.1704999971	57352.8119999986	105082.916499998	298057.218500002	49458.0960000002	57073.6539999998	133596.556999998	85446.6315000006	220171.104500001	0	104161.052000001	219413.051499999	0	96982.2794999991	108192.107	89694.8009999983	49930.7200000025	109753.091	457559.388499999	174391.012499999	165023.208499999	65291.8504999996	88588.8120000003	154753.937	42615.0270000009	42846.8040000009	0	272534.497999999	78382.3094999989	0	127536.997500001	276338.676999999	321263.5025	0	336199.743499999	61901.3870000005
436	86851.0529999988	293762.372000003	220686.227	42772.1635000003	155335.5355	55458.2340000001	220694.494	106228.834999999	48767.5539999979	138030.983000001	78465.2950000001	412330.047999999	123383.432999999	161486.864	66203.247	119634.542	70601.211499999	154525.9025	118808.5415	167132.553000001	50553.0155000018	116097.435500001	53046.4165000005	145278.217499999	90293.3574999993	151086.076500001	87524.5579999992	168908.149	42448.9399999996	1090545.3515	111515.247499999	145065.044	184081.869	103363.3615	36653.8475000013	78947.5885000002	168047.972	71976.3289999993	165117.558	114526.333000002
437	92302.8649999995	163633.746499998	37830.5794999988	362925.9845	78648.0549999995	185341.324	63600.099	91416.8004999999	48711.5720000016	93582.1644999993	97820.7924999996	85377.7900000016	256158.874	55262.9550000005	100372.444	71395.2955000012	132788.250499999	61366.5559999997	173082.3775	68791.773	50334.102000001	51273.9959999991	107810.018499999	68717.165	200958.9795	116125.595	214068.012	292290.012	84210.9104999999	167293.202999998	38565.1989999996	146127.379999999	53742.2759999995	87365.0090000009	104942.349500001	121727.633	35559.2225000004	106989.11	330743.687	36076.8974999992
438	289297.5135	89183.1865000025	214736.929499999	43914.9255000008	134476.626999999	54549.1689999993	61482.3809999989	137112.897	92596.7820000013	125586.103000001	125496.3655	376088.566499998	72171.5434999996	177609.771499999	119795.5515	53097.1759999999	114629.385499999	111412.0175	36801.865000001	166760.675	46910.5599999996	234191.6015	55476.7789999994	86772.290500001	157468.519499999	435314.3845	224752.5705	141909.432500001	43684.8930000005	128006.786999998	313024.959999999	93343.4114999989	90969.6154999995	153549.727500001	88745.427	178858.137500001	53885.6204999997	109254.6725	131411.988500001	138158.837999999
439	56827.5244999994	88655.9679999972	155779.3835	43581.3099999999	48977.18	83163.4084999991	22901.3270000002	167858.063499999	139948.857500001	103380.9715	46767.7759999992	43431.0415000003	188655.119499999	189525.6235	117432.426500001	161427.726500001	0	95920.6784999998	125493.322	62589.2385000008	502509.147499997	164721.4725	201431.897000001	161091.9575	142567.043499999	189513.144999999	173703.215	159426.0265	132358.530499998	392111.6415	144711.5245	153092.3075	149874.869500001	47786.2505000001	114052.699000001	35910.5745000004	63482.6845000006	62631.6540000006	256997.328	129705.679
440	60397.1209999998	45271.3799999996	40206.2884999998	291017.707500002	88649.0674999988	50576.9560000002	81772.7660000006	62407.0009999998	92137.9650000008	84488.4565000006	92584.6645000002	974605.3055	99119.4310000003	39007.4594999995	170400.7385	25880.7029999999	37572.8539999998	79109.393	74014.0155000002	51323.5670000004	544986.573999999	128940.004	76206.7304999996	129828.1025	113226.8075	115772.3445	62064.9849999995	72419.1309999997	43637.1199999996	43678.5305000003	36934.8894999994	27160.8309999995	144962.945999999	53532.3405000001	83319.8249999994	117949.4605	48770.1530000003	139657.5425	80784.8444999999	24150.2589999994
441	61589.8754999997	40587.5399999997	66471.6304999985	120831.938499999	100631.104999999	127582.1455	98884.2645000002	183213.6165	90611.224	169848.640499999	127288.9865	40754.5545000002	49353.1599999992	93858.0234999996	29905.5535000004	91099.9554999997	180366.412999999	83144.3024999999	118895.847	93282.3039999989	346005.500999999	61277.3315000009	65926.6869999999	89604.3325000004	95668.0049999997	128533.627999999	47965.3780000006	92964.0635000004	157148.753500001	79785.5844999983	78664.1859999989	215900.5025	84639.2455000006	206160.411999999	168230.958	264337.189499999	63155.9970000012	146191.774000001	101686.532	46891.1624999989
442	101340.6625	42129.3839999982	95913.7790000013	313044.573	46702.6085000012	47279.1400000008	52928.708999999	60374.7709999998	89059.3874999994	45657.4580000002	77025.5294999993	41423.4665000015	59441.7534999999	61385.661	113843.892	69125.9664999994	62615.3219999999	33630.3105000001	29225.8285000004	61000.8744999996	91347.2774999991	58184.6750000011	75744.4659999992	53049.8425000003	29282.9559999999	79568.4304999996	117018.035	30967.3740000003	40508.1779999992	39952.1760000015	45594.4254999993	64418.9624999999	61277.3874999996	53355.9869999995	90301.8850000008	81873.3729999999	42344.62	30942.6974999993	138987.779	45052.830499999
443	110169.1505	110831.395000002	47750.6799999998	36599.0599999997	62399.190999999	77829.9100000007	87460.8859999994	73880.6649999996	81925.2940000007	101765.278000001	157685.5865	598094.007500001	87722.2769999987	117264.6215	80281.0560000001	69133.39	45414.3844999997	76183.3449999995	85473.6090000003	73068.3780000006	634304.915500003	69604.5690000001	116494.7795	29054.5795000001	58177.5944999996	77064.3930000002	71480.5495	45373.6614999999	36905.7399999997	36805.1684999992	30663.5434999994	74365.0154999997	81060.1845	49104.4225	126945.7935	116805.7485	29455.0515000004	29474.7500000007	68311.3289999989	68187.7249999998
444	45911.1315000005	37503.6480000008	37770.554999999	360337.577500001	62994.8675000004	38360.0230000001	137716.2865	72058.3120000007	40629.8410000021	36750.7725000001	38652.2504999999	364052.714499998	60978.1955	77329.9155000001	23702.916	35141.7274999997	61124.2460000001	36346.9750000001	0	60610.8150000007	81004.2339999992	91234.0875000002	58898.8829999999	90059.8000000004	46702.6870000003	91709.9719999992	97714.4540000001	24653.0160000001	38377.0094999987	74742.1100000005	48444.5334999995	89577.6780000004	93811.4609999996	93490.6574999999	60134.5420000007	92594.6930000002	89282.4720000002	58356.5205000004	79593.8819999994	92328.2520000004
445	213572.643999999	283012.984499999	150114.496500001	36689.8330000007	76466.2500000013	153284.0155	52897.0309999986	157245.4115	41405.4594999986	223598.555000001	251840.500499998	384733.4915	0	131476.574999999	36957.1335000013	86732.7830000005	182394.8305	192465.711999999	179145.3675	161752.109	445288.676999999	201492.382	225990.787499999	118845.550499999	180522.116999998	50622.8694999997	132535.838999999	175211.0805	35771.4630000007	107949.371999999	122204.793	76085.5490000002	163160.538	335119.1695	159071.345999998	87714.8974999994	51958.9994999996	151828.1495	54050.2705000003	136631.182500001
446	47536.6819999993	182647.294499996	53365.0724999999	578059.5865	37718.9695000006	60975.4800000006	108559.507	59550.2499999999	81268.566499999	74247.4145000009	38240.3505	251613.512	37301.9180000001	110926.3855	23702.916	48107.7010000003	26751.1015000003	92014.2119999998	90616.0554999999	48735.2154999994	81331.7775000006	60985.7219999995	38318.0469999998	137765.8855	37597.4925000004	50429.5894999999	72480.7609999996	63584.687	290943.137499998	74241.0500000007	64291.8014999999	76376.4745000002	127918.464999999	160362.2415	58350.462	131121.2615	96418.8229999992	36722.4235000013	66706.3290000002	35478.7645000007
447	64347.2855000005	37323.5279999984	42915.3039999996	37538.8655000013	56244.3484999991	40098.4835000002	95391.6490000005	116138.836	163404.508499999	80090.9899999996	28368.278	75455.9985000021	80532.1375000001	83849.2945000005	25229.8875	77053.2585000006	68874.001999999	109538.3345	52206.497	40518.0229999997	82943.4955000002	37603.9779999995	53154.9304999993	37553.5984999997	99776.3610000006	68393.9825000003	40120.0124999995	119076.971	516047.938999999	439115.590499998	54213.7735000014	28631.1529999994	124323.0005	56182.4564999996	87998.4880000005	85108.734999999	64618.9020000002	67062.2914999999	77697.8644999997	63118.0964999999
448	64776.8619999997	109214.813499999	43385.9929999996	108949.199999999	78048.2780000007	76030.8849999996	113396.5175	74731.4379999991	40806.4799999997	56855.2174999995	65366.1054999997	72010.9089999992	71842.043	45270.1709999999	93526.8544999999	40857.7215000003	109586.487000001	129307.045500001	41100.011	107757.3805	82988.5820000011	42844.202499999	85637.7139999997	55836.0400000008	99418.0575000011	144570.4915	83720.0329999999	29406.1779999995	71514.3555000005	279537.364000002	43407.2459999991	92346.2600000003	100217.662000001	49104.4225	111558.786500001	81938.9274999992	29378.7455000009	51555.0474999995	51409.1530000004	66520.0865000009
452	66176.6264999991	34273.1290000002	69502.3154999992	406358.620000002	88019.3525000002	68267.6110000001	75444.0820000004	66673.2869999997	39176.8650000008	80190.4039999999	99964.1890000002	68411.1254999987	79564.0280000002	110848.896	89733.6695	64309.2145	55741.4754999998	60014.3939999996	53642.9885	78960.5575000004	37638.7224999987	90960.5140000005	66304.5905	114472.3385	93847.0855000003	69621.6829999996	110776.300499999	56248.2385000002	35903.8820000003	343332.385499998	40721.2685	112162.101	116885.5135	119300.4495	79498.7089999996	104917.7185	68460.0829999999	30252.4980000007	78780.0250000002	75493.2490000004
454	0	167388.263499999	61868.2995	130566.247500001	177786.487499998	0	0	286502.711499998	135462.480000001	66939.9290000004	12417.7705000001	17185.7304999999	3354.61500000004	234891.358000002	5865.94499999985	128480.94	633984.144499999	0	1212.86000000004	85565.3605000004	15322.0015	0	0	2746.43450000001	132404.257499999	0	557186.3655	749496.3785	131271.2495	122432.811999999	143097.8055	470169.8815	3023.47400000001	6003.09599999997	26597.1809999996	0	0	314065.461	710574.124	119056.9315
456	47243.9059999995	71481.2059999997	84220.3705	35814.3795000004	38271.8905000001	69027.7984999998	142801.7685	23523.044999999	77804.3860000006	38376.6789999992	50812.3895000002	70167.1510000017	61425.3495	41598.2025000008	92067.7234999998	58661.4464999999	73918.6080000006	53920.7684999998	57587.9020000005	37839.3929999994	653368.5095	45947.8440000006	50477.0599999998	24025.7459999998	72629.4800000003	70358.5729999995	24702.2925000001	111031.576	212245.964499999	71930.3179999988	50478.1634999994	74392.4184999993	36944.4974999999	99289.8209999999	83012.7499999993	113965.7845	60394.6250000001	35408.9089999999	28863.8504999998	71749.8025000008
457	162994.6385	106245.392499999	86814.2904999998	481174.792499999	51235.1595000004	117875.825	54885.5495000006	124299.618499999	39774.8280000004	178402.319	71285.3239999999	37849.2659999981	227713.0325	54968.2704999995	95054.961	96068.9219999995	104188.132499999	170221.798	82297.6235000013	188453.911	39842.9799999997	175425.106	154665.1765	66861.8730000011	83157.5295000004	169150.3425	86222.6139999993	135538.559500001	242856.5235	353860.138499999	212161.2065	91323.2299999989	115316.422	322341.704000001	51070.0034999994	124582.0895	81614.1070000008	155175.169499999	104614.0275	134984.918499999
458	61462.3395000003	36680.4679999984	62514.6185000003	72799.2149999993	110758.6285	64305.6314999998	81545.1994999991	90576.6324999994	39310.0994999986	22157.0399999999	54639.4215000005	36293.1520000005	79623.5099999997	76949.2014999996	43858.2079999999	56312.957	22764.555	152029.8315	22025.4275000005	89427.5765000008	114828.216999999	19677.8185	0	45444.5799999995	73026.3234999991	172737.631499999	60192.057	36018.0295000002	36362.6809999987	37053.3719999986	0	24834.9790000007	69177.7980000002	164454.215000001	21464.3639999999	131099.5275	56281.1690000005	31864.8035000006	119586.239	115552.528
459	108398.2525	173246.968500001	26441.9090000005	346404.182500001	66751.9884999995	39040.9650000001	28888.0979999993	23764.8400000001	76844.7159999991	48688.7095000003	40126.4559999999	70346.3755000014	26191.7670000013	39403.8195000005	92067.7234999998	24988.5049999999	25363.8425000002	52274.3979999997	60175.6600000001	61001.1615000006	373270.773499998	80290.6960000006	103810.6425	24593.575	139294.035	91418.1694999997	24702.2925000001	123432.069	35945.5199999997	635403.445000001	25767.1590000005	40199.3845000002	36944.4974999999	153092.200500001	37297.2729999992	151325.1805	35987.6560000008	40004.5315000004	28863.8504999998	72075.185
460	72590.8030000003	68053.8499999984	61604.4495	35246.5124999998	55939.9384999999	41933.9019999997	50746.5164999998	52159.7014999986	37835.8380000001	28518.2019999999	41934.0580000003	34419.8680000005	25224.5559999993	42002.6240000008	106870.518999999	106300.016	81424.9060000005	44983.0500000001	26611.5955	99028.9194999999	364527.367000003	63134.9729999992	67839.5540000001	73141.055	63833.0535000006	59286.8964999999	26534.6740000003	52289.5569999996	762917.2945	71295.9769999994	40160.4124999992	26567.504	67800.9180000009	63138.0254999995	41215.0669999999	77522.1515000004	38988.5139999998	38875.2630000003	31349.0735000009	78053.4394999999
461	40981.5794999991	739239.643000002	44260.3239999998	34763.1339999994	118291.039500001	112310.0765	154605.3535	55862.3625000003	37448.8574999998	81823.9954999995	98837.7605000008	611780.539999997	58185.8509999998	56694.4174999995	156646.9695	80394.9495000003	131073.2795	75773.7174999992	52347.9740000001	177535.2675	436580.642499999	53778.1510000001	43594.3549999998	92362.7359999997	180325.419	101304.627	110776.300499999	70953.9875000001	239196.626	35562.8849999998	40721.2685	72215.7979999995	41422.6520000009	46615.9570000002	56956.7545000005	46235.1645000005	28474.8679999998	58238.2249999997	108780.124	158582.351999999
462	174387.958999999	132763.974000001	133643.389999999	164383.263000002	111822.4265	77613.0750000003	89312.5454999984	110726.348999999	37151.9239999993	199063.904000001	59976.5365000005	322222.884	95450.3425000006	60382.8244999995	135460.476	127294.231500001	413564.858499998	133456.5665	156764.323999999	160781.707500002	423584.391500001	179418.5265	114780.333500001	72437.3850000014	111655.279499999	135833.7835	152137.306999999	116693.663000001	164134.778000001	167197.071999998	281238.21	151747.276499999	249172.2615	142349.7745	107410.135	222030.265	90725.6499999992	94553.8854999995	81478.7055000004	132644.378000001
463	98850.8090000004	129384.036	0	32450.2509999989	115413.328	42032.9379999995	105345.488499999	75415.2839999987	35137.3864999988	137541.016499999	126594.940499999	65195.9130000002	0	25050.6419999999	83868.0845000006	49009.5075000006	70828.9495000002	60248.8805000002	23857.3775	110496.471	241112.834500001	0	120445.835499999	52354.8720000006	48083.3040000003	101678.251500001	140806.289	25401.8595000002	253842.307999999	65693.6279999991	99135.0010000001	137181.9795	79098.7510000006	61555.6329999993	63931.9235000002	63730.0340000005	114862.1805	130847.778499999	95685.5059999995	117302.335
464	37550.5260000007	32629.4399999997	65733.449499999	32629.7859999994	42472.8470000004	53605.8284999996	57260.5230000005	63844.4265	35127.3060000011	66123.6194999996	39319.4889999998	253935.632	66086.8770000004	107053.4605	88103.5485000007	51881.0934999998	54510.8205000001	56124.7339999999	85280.1455000001	38488.3010000001	70695.4020000011	118271.5085	91234.4619999998	62245.4354999997	63097.0210000001	37901.9659999996	35975.8079999999	101189.3365	64798.0244999988	32435.1299999998	63371.7680000007	169598.4875	25696.3689999991	42030.0839999998	181045.170000001	106721.5865	51435.656500001	64638.5470000001	56656.4725	36742.5064999998
465	0	0	0	0	46356.5929999989	100862.021500001	0	0	97770.6800000017	0	0	0	0	0	44130.8989999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66103.0990000015	0	0	0
466	94980.0220000004	33027.8749999999	64844.0145000009	283544.269000003	25857.1409999997	85436.3320000003	43466.4910000012	121409.554500001	68867.9900000008	50330.9409999998	73871.5235000006	225032.115000001	83978.7994999996	76173.7779999996	24269.6055000004	81051.3155000001	26300.7925000003	52513.0679999997	35294.2535000002	70482.592	446115.391	57260.5289999997	26312.3685000002	60113.8664999999	73946.9634999991	112421.026	35975.8079999999	101189.3365	33070.5999999997	472868.4105	50091.6285000001	99935.4475000004	24928.8584999995	41399.3469999992	141975.5855	131827.567	35588.2160000008	49483.0494999996	56656.4725	36742.5064999998
467	36773.2360000001	32340.800000002	38297.2629999998	97139.2725000012	85444.8025000001	36510.8899999997	42629.8744999996	105698.9415	103331.983000001	55696.1389999999	63068.1315	98840.7234999997	61101.4055	87707.3015000005	55297.3400000004	113917.306	83078.6144999999	73449.8785	56922.6734999997	60370.646	68005.4079999986	57813.1040000004	37263.1140000001	28738.3534999998	60289.6245000001	48455.5299999999	97096.1935	24187.3500000001	32158.1220000009	31838.1959999994	109087.4115	110696.585	59044.4379999994	91836.781999999	49353.9624999997	37622.5380000001	45067.0965000003	119822.978999999	76570.0455000002	34649.0365
