CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ	id	max_chemdir	max_comparison	sign_chemdir	CLUSTERID1_chemdir	CLUSTERID2_chemdir
36	679	14	0.8245	-0.000	64	0.03047980363159391	Pre-HV:Post-HV	1.0	679	36
36	699	14	0.8613	-0.000	65	0.22140161219980867	Pre-HV:Post-HV	1.0	699	36
36	777	14	0.8198	0.000	66	0.037270513757902815	Pre-HV:Post-HV	1.0	777	36
37	255	6	0.9113	0.000	67	0.04645450331557472	Pre-HV:Post-HV	1.0	255	37
37	273	6	0.8886	-0.000	68	0.2117039615190304	Pre-HV:Post-HV	1.0	273	37
37	39	6	0.9099	0.000	69	0.031091751629787286	Pre-HV:Post-HV	1.0	39	37
37	396	6	0.9154	-0.000	70	0.15443182856417403	Pre-HV:Post-HV	1.0	396	37
37	551	6	0.9075	0.000	71	0.5619989516843963	Pre-HV:Post-HV	-1.0	37	551
37	678	6	0.9118	-0.000	72	0.01531891953218608	Pre-HV:Post-HV	-1.0	37	678
37	706	6	0.9151	-0.000	73	0.16393216961195553	Pre-HV:Post-HV	1.0	706	37
37	767	6	0.8676	-0.000	74	0.019481306954311703	Pre-HV:Post-HV	-1.0	37	767
38	402	22	0.9001	-0.000	75	0.13344027412810242	Pre-HV:Post-HV	1.0	402	38
38	558	22	0.8636	-0.000	76	0.1872325807945398	Pre-HV:Post-HV	-1.0	38	558
38	59	22	0.8578	-2.015	77	0.17570573659390187	Pre-HV:Post-HV	1.0	59	38
38	680	22	0.8708	-0.000	78	0.2499307744111577	Pre-HV:Post-HV	1.0	680	38
39	255	6	0.9477	0.000	79	0.015362751685787495	Pre-HV:Post-HV	1.0	255	39
39	273	6	0.9036	-0.000	80	0.1806122098892432	Pre-HV:Post-HV	1.0	273	39
39	396	6	0.9316	-0.000	81	0.12334007693438678	Pre-HV:Post-HV	1.0	396	39
39	44	6	0.882	56.026	82	0.05677825847191159	Pre-HV:Post-HV	-1.0	39	44
39	551	6	0.9241	0.000	83	0.5930907033141835	Pre-HV:Post-HV	-1.0	39	551
39	552	6	0.8598	56.026	84	0.04073385671111225	Pre-HV:Post-HV	1.0	552	39
39	553	6	0.8598	56.026	85	0.1705521041152031	Pre-HV:Post-HV	-1.0	39	553
39	678	6	0.9104	-0.000	86	0.04641067116197334	Pre-HV:Post-HV	-1.0	39	678
39	706	6	0.8987	-0.000	87	0.13284041798216822	Pre-HV:Post-HV	1.0	706	39
39	767	6	0.8897	-0.000	88	0.05057305858409896	Pre-HV:Post-HV	-1.0	39	767
42	403	77	0.8156	-0.000	89	0.2537673116532614	Pre-HV:Post-HV	-1.0	42	403
42	48	77	0.8013	0.000	90	0.07397273795208598	Pre-HV:Post-HV	-1.0	42	48
42	54	77	0.8405	-0.000	91	0.028585988511209796	Pre-HV:Post-HV	-1.0	42	54
42	561	77	0.8221	-0.000	92	0.1256107568675482	Pre-HV:Post-HV	-1.0	42	561
42	663	77	0.8442	-0.000	93	0.26837004706180245	Pre-HV:Post-HV	-1.0	42	663
42	768	77	0.8613	-0.000	94	0.06726550314012678	Pre-HV:Post-HV	-1.0	42	768
43	595	19	0.8191	28.031	95	0.049315839848470044	Pre-HV:Post-HV	-1.0	43	595
43	64	19	0.8191	28.031	96	0.004431955896469714	Pre-HV:Post-HV	-1.0	43	64
